response_id,category,price_band,price_lower_bound,price_upper_bound,price_midpoint_proxy,is_simulated
REAL-ARK-SURVEY-20260903-044,装饰摆件,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-044,日用生活,200元以上,200.0,,250.0,False
REAL-ARK-SURVEY-20260903-045,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-045,通行证,21～40元,21.0,40.0,30.5,False
REAL-ARK-SURVEY-20260903-045,亚克力制品,31～50元,31.0,50.0,40.5,False
REAL-ARK-SURVEY-20260903-045,毛绒玩偶,81～150元,81.0,150.0,115.5,False
REAL-ARK-SURVEY-20260903-045,手办模玩,200元内,200.0,200.0,200.0,False
REAL-ARK-SURVEY-20260903-045,装饰摆件,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-045,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-046,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-046,通行证,21～40元,21.0,40.0,30.5,False
REAL-ARK-SURVEY-20260903-046,亚克力制品,31～50元,31.0,50.0,40.5,False
REAL-ARK-SURVEY-20260903-046,毛绒玩偶,81～150元,81.0,150.0,115.5,False
REAL-ARK-SURVEY-20260903-046,手办模玩,501～1000元,501.0,1000.0,750.5,False
REAL-ARK-SURVEY-20260903-046,装饰摆件,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-046,日用生活,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-047,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-047,通行证,41～60元,41.0,60.0,50.5,False
REAL-ARK-SURVEY-20260903-047,亚克力制品,31～50元,31.0,50.0,40.5,False
REAL-ARK-SURVEY-20260903-047,毛绒玩偶,81～150元,81.0,150.0,115.5,False
REAL-ARK-SURVEY-20260903-047,手办模玩,501～1000元,501.0,1000.0,750.5,False
REAL-ARK-SURVEY-20260903-047,装饰摆件,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-047,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-048,吧唧（徽章）,26～35元,26.0,35.0,30.5,False
REAL-ARK-SURVEY-20260903-048,通行证,41～60元,41.0,60.0,50.5,False
REAL-ARK-SURVEY-20260903-048,亚克力制品,51～80元,51.0,80.0,65.5,False
REAL-ARK-SURVEY-20260903-048,毛绒玩偶,250元以上,250.0,,312.5,False
REAL-ARK-SURVEY-20260903-048,手办模玩,1000元以上,1000.0,,1250.0,False
REAL-ARK-SURVEY-20260903-048,装饰摆件,101～200元,101.0,200.0,150.5,False
REAL-ARK-SURVEY-20260903-048,日用生活,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-049,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-049,通行证,20元内,20.0,20.0,20.0,False
REAL-ARK-SURVEY-20260903-049,亚克力制品,51～80元,51.0,80.0,65.5,False
REAL-ARK-SURVEY-20260903-049,毛绒玩偶,250元以上,250.0,,312.5,False
REAL-ARK-SURVEY-20260903-049,手办模玩,201～500元,201.0,500.0,350.5,False
REAL-ARK-SURVEY-20260903-049,装饰摆件,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-049,日用生活,101～200元,101.0,200.0,150.5,False
REAL-ARK-SURVEY-20260903-050,吧唧（徽章）,26～35元,26.0,35.0,30.5,False
REAL-ARK-SURVEY-20260903-050,通行证,21～40元,21.0,40.0,30.5,False
REAL-ARK-SURVEY-20260903-050,亚克力制品,30元内,30.0,30.0,30.0,False
REAL-ARK-SURVEY-20260903-050,毛绒玩偶,81～150元,81.0,150.0,115.5,False
REAL-ARK-SURVEY-20260903-050,手办模玩,200元内,200.0,200.0,200.0,False
REAL-ARK-SURVEY-20260903-050,装饰摆件,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-050,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-051,吧唧（徽章）,26～35元,26.0,35.0,30.5,False
REAL-ARK-SURVEY-20260903-051,通行证,41～60元,41.0,60.0,50.5,False
REAL-ARK-SURVEY-20260903-051,亚克力制品,31～50元,31.0,50.0,40.5,False
REAL-ARK-SURVEY-20260903-051,毛绒玩偶,81～150元,81.0,150.0,115.5,False
REAL-ARK-SURVEY-20260903-051,手办模玩,201～500元,201.0,500.0,350.5,False
REAL-ARK-SURVEY-20260903-051,装饰摆件,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-051,日用生活,200元以上,200.0,,250.0,False
REAL-ARK-SURVEY-20260903-052,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-052,通行证,21～40元,21.0,40.0,30.5,False
REAL-ARK-SURVEY-20260903-052,亚克力制品,30元内,30.0,30.0,30.0,False
REAL-ARK-SURVEY-20260903-052,毛绒玩偶,81～150元,81.0,150.0,115.5,False
REAL-ARK-SURVEY-20260903-052,手办模玩,201～500元,201.0,500.0,350.5,False
REAL-ARK-SURVEY-20260903-052,装饰摆件,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-052,日用生活,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-053,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-053,通行证,20元内,20.0,20.0,20.0,False
REAL-ARK-SURVEY-20260903-053,亚克力制品,30元内,30.0,30.0,30.0,False
REAL-ARK-SURVEY-20260903-053,毛绒玩偶,81～150元,81.0,150.0,115.5,False
REAL-ARK-SURVEY-20260903-053,手办模玩,200元内,200.0,200.0,200.0,False
REAL-ARK-SURVEY-20260903-053,装饰摆件,101～200元,101.0,200.0,150.5,False
REAL-ARK-SURVEY-20260903-053,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-054,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-054,通行证,21～40元,21.0,40.0,30.5,False
REAL-ARK-SURVEY-20260903-054,亚克力制品,80元以上,80.0,,100.0,False
REAL-ARK-SURVEY-20260903-054,毛绒玩偶,81～150元,81.0,150.0,115.5,False
REAL-ARK-SURVEY-20260903-054,手办模玩,501～1000元,501.0,1000.0,750.5,False
REAL-ARK-SURVEY-20260903-054,装饰摆件,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-054,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-055,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-055,通行证,21～40元,21.0,40.0,30.5,False
REAL-ARK-SURVEY-20260903-055,亚克力制品,31～50元,31.0,50.0,40.5,False
REAL-ARK-SURVEY-20260903-055,毛绒玩偶,81～150元,81.0,150.0,115.5,False
REAL-ARK-SURVEY-20260903-055,手办模玩,1000元以上,1000.0,,1250.0,False
REAL-ARK-SURVEY-20260903-055,装饰摆件,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-055,日用生活,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-056,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-056,通行证,20元内,20.0,20.0,20.0,False
REAL-ARK-SURVEY-20260903-056,亚克力制品,31～50元,31.0,50.0,40.5,False
REAL-ARK-SURVEY-20260903-056,毛绒玩偶,80元内,80.0,80.0,80.0,False
REAL-ARK-SURVEY-20260903-056,手办模玩,200元内,200.0,200.0,200.0,False
REAL-ARK-SURVEY-20260903-056,装饰摆件,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-056,日用生活,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-057,吧唧（徽章）,15元内,15.0,15.0,15.0,False
REAL-ARK-SURVEY-20260903-057,通行证,20元内,20.0,20.0,20.0,False
REAL-ARK-SURVEY-20260903-057,亚克力制品,30元内,30.0,30.0,30.0,False
REAL-ARK-SURVEY-20260903-057,毛绒玩偶,80元内,80.0,80.0,80.0,False
REAL-ARK-SURVEY-20260903-057,手办模玩,201～500元,201.0,500.0,350.5,False
REAL-ARK-SURVEY-20260903-057,装饰摆件,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-057,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-058,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-058,通行证,20元内,20.0,20.0,20.0,False
REAL-ARK-SURVEY-20260903-058,亚克力制品,51～80元,51.0,80.0,65.5,False
REAL-ARK-SURVEY-20260903-058,毛绒玩偶,151～250元,151.0,250.0,200.5,False
REAL-ARK-SURVEY-20260903-058,手办模玩,201～500元,201.0,500.0,350.5,False
REAL-ARK-SURVEY-20260903-058,装饰摆件,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-058,日用生活,101～200元,101.0,200.0,150.5,False
REAL-ARK-SURVEY-20260903-059,吧唧（徽章）,15元内,15.0,15.0,15.0,False
REAL-ARK-SURVEY-20260903-059,通行证,41～60元,41.0,60.0,50.5,False
REAL-ARK-SURVEY-20260903-059,亚克力制品,51～80元,51.0,80.0,65.5,False
REAL-ARK-SURVEY-20260903-059,毛绒玩偶,81～150元,81.0,150.0,115.5,False
REAL-ARK-SURVEY-20260903-059,手办模玩,201～500元,201.0,500.0,350.5,False
REAL-ARK-SURVEY-20260903-059,装饰摆件,101～200元,101.0,200.0,150.5,False
REAL-ARK-SURVEY-20260903-059,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-060,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-060,通行证,20元内,20.0,20.0,20.0,False
REAL-ARK-SURVEY-20260903-060,亚克力制品,31～50元,31.0,50.0,40.5,False
REAL-ARK-SURVEY-20260903-060,毛绒玩偶,81～150元,81.0,150.0,115.5,False
REAL-ARK-SURVEY-20260903-060,手办模玩,201～500元,201.0,500.0,350.5,False
REAL-ARK-SURVEY-20260903-060,装饰摆件,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-060,日用生活,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-061,吧唧（徽章）,15元内,15.0,15.0,15.0,False
REAL-ARK-SURVEY-20260903-061,通行证,21～40元,21.0,40.0,30.5,False
REAL-ARK-SURVEY-20260903-061,亚克力制品,51～80元,51.0,80.0,65.5,False
REAL-ARK-SURVEY-20260903-061,毛绒玩偶,81～150元,81.0,150.0,115.5,False
REAL-ARK-SURVEY-20260903-061,手办模玩,200元内,200.0,200.0,200.0,False
REAL-ARK-SURVEY-20260903-061,装饰摆件,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-061,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-062,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-062,通行证,21～40元,21.0,40.0,30.5,False
REAL-ARK-SURVEY-20260903-062,亚克力制品,31～50元,31.0,50.0,40.5,False
REAL-ARK-SURVEY-20260903-062,毛绒玩偶,80元内,80.0,80.0,80.0,False
REAL-ARK-SURVEY-20260903-062,手办模玩,501～1000元,501.0,1000.0,750.5,False
REAL-ARK-SURVEY-20260903-062,装饰摆件,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-062,日用生活,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-063,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-063,通行证,21～40元,21.0,40.0,30.5,False
REAL-ARK-SURVEY-20260903-063,亚克力制品,31～50元,31.0,50.0,40.5,False
REAL-ARK-SURVEY-20260903-063,毛绒玩偶,151～250元,151.0,250.0,200.5,False
REAL-ARK-SURVEY-20260903-063,手办模玩,201～500元,201.0,500.0,350.5,False
REAL-ARK-SURVEY-20260903-063,装饰摆件,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-063,日用生活,101～200元,101.0,200.0,150.5,False
REAL-ARK-SURVEY-20260903-064,吧唧（徽章）,36元以上,36.0,,45.0,False
REAL-ARK-SURVEY-20260903-064,通行证,41～60元,41.0,60.0,50.5,False
REAL-ARK-SURVEY-20260903-064,亚克力制品,30元内,30.0,30.0,30.0,False
REAL-ARK-SURVEY-20260903-064,毛绒玩偶,151～250元,151.0,250.0,200.5,False
REAL-ARK-SURVEY-20260903-064,手办模玩,501～1000元,501.0,1000.0,750.5,False
REAL-ARK-SURVEY-20260903-064,装饰摆件,200元以上,200.0,,250.0,False
REAL-ARK-SURVEY-20260903-064,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-065,吧唧（徽章）,15元内,15.0,15.0,15.0,False
REAL-ARK-SURVEY-20260903-065,通行证,21～40元,21.0,40.0,30.5,False
REAL-ARK-SURVEY-20260903-065,亚克力制品,30元内,30.0,30.0,30.0,False
REAL-ARK-SURVEY-20260903-065,毛绒玩偶,81～150元,81.0,150.0,115.5,False
REAL-ARK-SURVEY-20260903-065,手办模玩,201～500元,201.0,500.0,350.5,False
REAL-ARK-SURVEY-20260903-065,装饰摆件,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-065,日用生活,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-066,吧唧（徽章）,15元内,15.0,15.0,15.0,False
REAL-ARK-SURVEY-20260903-066,通行证,41～60元,41.0,60.0,50.5,False
REAL-ARK-SURVEY-20260903-066,亚克力制品,30元内,30.0,30.0,30.0,False
REAL-ARK-SURVEY-20260903-066,毛绒玩偶,80元内,80.0,80.0,80.0,False
REAL-ARK-SURVEY-20260903-066,手办模玩,501～1000元,501.0,1000.0,750.5,False
REAL-ARK-SURVEY-20260903-066,装饰摆件,101～200元,101.0,200.0,150.5,False
REAL-ARK-SURVEY-20260903-066,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-067,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-067,通行证,41～60元,41.0,60.0,50.5,False
REAL-ARK-SURVEY-20260903-067,亚克力制品,30元内,30.0,30.0,30.0,False
REAL-ARK-SURVEY-20260903-067,毛绒玩偶,81～150元,81.0,150.0,115.5,False
REAL-ARK-SURVEY-20260903-067,手办模玩,201～500元,201.0,500.0,350.5,False
REAL-ARK-SURVEY-20260903-067,装饰摆件,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-067,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-068,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-068,通行证,21～40元,21.0,40.0,30.5,False
REAL-ARK-SURVEY-20260903-068,亚克力制品,31～50元,31.0,50.0,40.5,False
REAL-ARK-SURVEY-20260903-068,毛绒玩偶,151～250元,151.0,250.0,200.5,False
REAL-ARK-SURVEY-20260903-068,手办模玩,501～1000元,501.0,1000.0,750.5,False
REAL-ARK-SURVEY-20260903-068,装饰摆件,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-068,日用生活,101～200元,101.0,200.0,150.5,False
REAL-ARK-SURVEY-20260903-069,吧唧（徽章）,15元内,15.0,15.0,15.0,False
REAL-ARK-SURVEY-20260903-069,通行证,41～60元,41.0,60.0,50.5,False
REAL-ARK-SURVEY-20260903-069,亚克力制品,30元内,30.0,30.0,30.0,False
REAL-ARK-SURVEY-20260903-069,毛绒玩偶,151～250元,151.0,250.0,200.5,False
REAL-ARK-SURVEY-20260903-069,手办模玩,201～500元,201.0,500.0,350.5,False
REAL-ARK-SURVEY-20260903-069,装饰摆件,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-069,日用生活,101～200元,101.0,200.0,150.5,False
REAL-ARK-SURVEY-20260903-070,吧唧（徽章）,15元内,15.0,15.0,15.0,False
REAL-ARK-SURVEY-20260903-070,通行证,20元内,20.0,20.0,20.0,False
REAL-ARK-SURVEY-20260903-070,亚克力制品,31～50元,31.0,50.0,40.5,False
REAL-ARK-SURVEY-20260903-070,毛绒玩偶,80元内,80.0,80.0,80.0,False
REAL-ARK-SURVEY-20260903-070,手办模玩,200元内,200.0,200.0,200.0,False
REAL-ARK-SURVEY-20260903-070,装饰摆件,101～200元,101.0,200.0,150.5,False
REAL-ARK-SURVEY-20260903-070,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-071,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-071,通行证,41～60元,41.0,60.0,50.5,False
REAL-ARK-SURVEY-20260903-071,亚克力制品,31～50元,31.0,50.0,40.5,False
REAL-ARK-SURVEY-20260903-071,毛绒玩偶,80元内,80.0,80.0,80.0,False
REAL-ARK-SURVEY-20260903-071,手办模玩,201～500元,201.0,500.0,350.5,False
REAL-ARK-SURVEY-20260903-071,装饰摆件,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-071,日用生活,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-072,吧唧（徽章）,26～35元,26.0,35.0,30.5,False
REAL-ARK-SURVEY-20260903-072,通行证,20元内,20.0,20.0,20.0,False
REAL-ARK-SURVEY-20260903-072,亚克力制品,51～80元,51.0,80.0,65.5,False
REAL-ARK-SURVEY-20260903-072,毛绒玩偶,81～150元,81.0,150.0,115.5,False
REAL-ARK-SURVEY-20260903-072,手办模玩,200元内,200.0,200.0,200.0,False
REAL-ARK-SURVEY-20260903-072,装饰摆件,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-072,日用生活,101～200元,101.0,200.0,150.5,False
REAL-ARK-SURVEY-20260903-073,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-073,通行证,60元以上,60.0,,75.0,False
REAL-ARK-SURVEY-20260903-073,亚克力制品,31～50元,31.0,50.0,40.5,False
REAL-ARK-SURVEY-20260903-073,毛绒玩偶,80元内,80.0,80.0,80.0,False
REAL-ARK-SURVEY-20260903-073,手办模玩,501～1000元,501.0,1000.0,750.5,False
REAL-ARK-SURVEY-20260903-073,装饰摆件,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-073,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-074,吧唧（徽章）,15元内,15.0,15.0,15.0,False
REAL-ARK-SURVEY-20260903-074,通行证,20元内,20.0,20.0,20.0,False
REAL-ARK-SURVEY-20260903-074,亚克力制品,31～50元,31.0,50.0,40.5,False
REAL-ARK-SURVEY-20260903-074,毛绒玩偶,81～150元,81.0,150.0,115.5,False
REAL-ARK-SURVEY-20260903-074,手办模玩,501～1000元,501.0,1000.0,750.5,False
REAL-ARK-SURVEY-20260903-074,装饰摆件,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-074,日用生活,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-075,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-075,通行证,21～40元,21.0,40.0,30.5,False
REAL-ARK-SURVEY-20260903-075,亚克力制品,80元以上,80.0,,100.0,False
REAL-ARK-SURVEY-20260903-075,毛绒玩偶,151～250元,151.0,250.0,200.5,False
REAL-ARK-SURVEY-20260903-075,手办模玩,501～1000元,501.0,1000.0,750.5,False
REAL-ARK-SURVEY-20260903-075,装饰摆件,200元以上,200.0,,250.0,False
REAL-ARK-SURVEY-20260903-075,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-076,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-076,通行证,21～40元,21.0,40.0,30.5,False
REAL-ARK-SURVEY-20260903-076,亚克力制品,31～50元,31.0,50.0,40.5,False
REAL-ARK-SURVEY-20260903-076,毛绒玩偶,81～150元,81.0,150.0,115.5,False
REAL-ARK-SURVEY-20260903-076,手办模玩,201～500元,201.0,500.0,350.5,False
REAL-ARK-SURVEY-20260903-076,装饰摆件,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-076,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-077,吧唧（徽章）,26～35元,26.0,35.0,30.5,False
REAL-ARK-SURVEY-20260903-077,通行证,60元以上,60.0,,75.0,False
REAL-ARK-SURVEY-20260903-077,亚克力制品,80元以上,80.0,,100.0,False
REAL-ARK-SURVEY-20260903-077,毛绒玩偶,151～250元,151.0,250.0,200.5,False
REAL-ARK-SURVEY-20260903-077,手办模玩,501～1000元,501.0,1000.0,750.5,False
REAL-ARK-SURVEY-20260903-077,装饰摆件,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-077,日用生活,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-078,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-078,通行证,60元以上,60.0,,75.0,False
REAL-ARK-SURVEY-20260903-078,亚克力制品,31～50元,31.0,50.0,40.5,False
REAL-ARK-SURVEY-20260903-078,毛绒玩偶,81～150元,81.0,150.0,115.5,False
REAL-ARK-SURVEY-20260903-078,手办模玩,501～1000元,501.0,1000.0,750.5,False
REAL-ARK-SURVEY-20260903-078,装饰摆件,101～200元,101.0,200.0,150.5,False
REAL-ARK-SURVEY-20260903-078,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-079,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-079,通行证,20元内,20.0,20.0,20.0,False
REAL-ARK-SURVEY-20260903-079,亚克力制品,31～50元,31.0,50.0,40.5,False
REAL-ARK-SURVEY-20260903-079,毛绒玩偶,80元内,80.0,80.0,80.0,False
REAL-ARK-SURVEY-20260903-079,手办模玩,201～500元,201.0,500.0,350.5,False
REAL-ARK-SURVEY-20260903-079,装饰摆件,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-079,日用生活,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-080,吧唧（徽章）,15元内,15.0,15.0,15.0,False
REAL-ARK-SURVEY-20260903-080,通行证,21～40元,21.0,40.0,30.5,False
REAL-ARK-SURVEY-20260903-080,亚克力制品,31～50元,31.0,50.0,40.5,False
REAL-ARK-SURVEY-20260903-080,毛绒玩偶,81～150元,81.0,150.0,115.5,False
REAL-ARK-SURVEY-20260903-080,手办模玩,1000元以上,1000.0,,1250.0,False
REAL-ARK-SURVEY-20260903-080,装饰摆件,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-080,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-081,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-081,通行证,20元内,20.0,20.0,20.0,False
REAL-ARK-SURVEY-20260903-081,亚克力制品,31～50元,31.0,50.0,40.5,False
REAL-ARK-SURVEY-20260903-081,毛绒玩偶,151～250元,151.0,250.0,200.5,False
REAL-ARK-SURVEY-20260903-081,手办模玩,201～500元,201.0,500.0,350.5,False
REAL-ARK-SURVEY-20260903-081,装饰摆件,101～200元,101.0,200.0,150.5,False
REAL-ARK-SURVEY-20260903-081,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-082,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-082,通行证,21～40元,21.0,40.0,30.5,False
REAL-ARK-SURVEY-20260903-082,亚克力制品,30元内,30.0,30.0,30.0,False
REAL-ARK-SURVEY-20260903-082,毛绒玩偶,81～150元,81.0,150.0,115.5,False
REAL-ARK-SURVEY-20260903-082,手办模玩,200元内,200.0,200.0,200.0,False
REAL-ARK-SURVEY-20260903-082,装饰摆件,101～200元,101.0,200.0,150.5,False
REAL-ARK-SURVEY-20260903-082,日用生活,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-083,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-083,通行证,20元内,20.0,20.0,20.0,False
REAL-ARK-SURVEY-20260903-083,亚克力制品,51～80元,51.0,80.0,65.5,False
REAL-ARK-SURVEY-20260903-083,毛绒玩偶,80元内,80.0,80.0,80.0,False
REAL-ARK-SURVEY-20260903-083,手办模玩,201～500元,201.0,500.0,350.5,False
REAL-ARK-SURVEY-20260903-083,装饰摆件,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-083,日用生活,101～200元,101.0,200.0,150.5,False
REAL-ARK-SURVEY-20260903-084,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-084,通行证,21～40元,21.0,40.0,30.5,False
REAL-ARK-SURVEY-20260903-084,亚克力制品,31～50元,31.0,50.0,40.5,False
REAL-ARK-SURVEY-20260903-084,毛绒玩偶,81～150元,81.0,150.0,115.5,False
REAL-ARK-SURVEY-20260903-084,手办模玩,1000元以上,1000.0,,1250.0,False
REAL-ARK-SURVEY-20260903-084,装饰摆件,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-084,日用生活,101～200元,101.0,200.0,150.5,False
REAL-ARK-SURVEY-20260903-085,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-085,通行证,21～40元,21.0,40.0,30.5,False
REAL-ARK-SURVEY-20260903-085,亚克力制品,51～80元,51.0,80.0,65.5,False
REAL-ARK-SURVEY-20260903-085,毛绒玩偶,81～150元,81.0,150.0,115.5,False
REAL-ARK-SURVEY-20260903-085,手办模玩,501～1000元,501.0,1000.0,750.5,False
REAL-ARK-SURVEY-20260903-085,装饰摆件,101～200元,101.0,200.0,150.5,False
REAL-ARK-SURVEY-20260903-085,日用生活,101～200元,101.0,200.0,150.5,False
REAL-ARK-SURVEY-20260903-086,吧唧（徽章）,26～35元,26.0,35.0,30.5,False
REAL-ARK-SURVEY-20260903-086,通行证,21～40元,21.0,40.0,30.5,False
REAL-ARK-SURVEY-20260903-086,亚克力制品,51～80元,51.0,80.0,65.5,False
REAL-ARK-SURVEY-20260903-086,毛绒玩偶,80元内,80.0,80.0,80.0,False
REAL-ARK-SURVEY-20260903-086,手办模玩,501～1000元,501.0,1000.0,750.5,False
REAL-ARK-SURVEY-20260903-086,装饰摆件,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-086,日用生活,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-087,吧唧（徽章）,26～35元,26.0,35.0,30.5,False
REAL-ARK-SURVEY-20260903-087,通行证,21～40元,21.0,40.0,30.5,False
REAL-ARK-SURVEY-20260903-087,亚克力制品,31～50元,31.0,50.0,40.5,False
REAL-ARK-SURVEY-20260903-087,毛绒玩偶,80元内,80.0,80.0,80.0,False
REAL-ARK-SURVEY-20260903-087,手办模玩,501～1000元,501.0,1000.0,750.5,False
REAL-ARK-SURVEY-20260903-087,装饰摆件,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-087,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-088,吧唧（徽章）,15元内,15.0,15.0,15.0,False
REAL-ARK-SURVEY-20260903-088,通行证,41～60元,41.0,60.0,50.5,False
REAL-ARK-SURVEY-20260903-088,亚克力制品,30元内,30.0,30.0,30.0,False
