response_id,operator,preference_rank,preference_weight,is_simulated
REAL-ARK-SURVEY-20260903-146,玛恩纳,3,1,False
REAL-ARK-SURVEY-20260903-147,温蒂,1,3,False
REAL-ARK-SURVEY-20260903-147,黍,2,2,False
REAL-ARK-SURVEY-20260903-147,伊芙利特,3,1,False
REAL-ARK-SURVEY-20260903-148,阿米娅,1,3,False
REAL-ARK-SURVEY-20260903-148,维什戴尔,2,2,False
REAL-ARK-SURVEY-20260903-148,W,3,1,False
REAL-ARK-SURVEY-20260903-149,霍尔海雅,1,3,False
REAL-ARK-SURVEY-20260903-149,泥岩,2,2,False
REAL-ARK-SURVEY-20260903-149,煌,3,1,False
REAL-ARK-SURVEY-20260903-150,诗怀雅,1,3,False
REAL-ARK-SURVEY-20260903-150,夜莺,2,2,False
REAL-ARK-SURVEY-20260903-150,塞雷娅,3,1,False
REAL-ARK-SURVEY-20260903-151,泥岩,1,3,False
REAL-ARK-SURVEY-20260903-151,凯尔希,2,2,False
REAL-ARK-SURVEY-20260903-151,史尔特尔,3,1,False
REAL-ARK-SURVEY-20260903-152,温蒂,1,3,False
REAL-ARK-SURVEY-20260903-152,维什戴尔,2,2,False
REAL-ARK-SURVEY-20260903-152,塞雷娅,3,1,False
REAL-ARK-SURVEY-20260903-153,幽灵鲨,1,3,False
REAL-ARK-SURVEY-20260903-153,维什戴尔,2,2,False
REAL-ARK-SURVEY-20260903-153,斯卡蒂,3,1,False
REAL-ARK-SURVEY-20260903-154,史尔特尔,1,3,False
REAL-ARK-SURVEY-20260903-154,德克萨斯,2,2,False
REAL-ARK-SURVEY-20260903-154,锏,3,1,False
REAL-ARK-SURVEY-20260903-155,德克萨斯,1,3,False
REAL-ARK-SURVEY-20260903-155,泥岩,2,2,False
REAL-ARK-SURVEY-20260903-155,能天使,3,1,False
REAL-ARK-SURVEY-20260903-156,浊心斯卡蒂,1,3,False
REAL-ARK-SURVEY-20260903-156,能天使,2,2,False
REAL-ARK-SURVEY-20260903-156,斯卡蒂,3,1,False
REAL-ARK-SURVEY-20260903-157,锏,1,3,False
REAL-ARK-SURVEY-20260903-157,凯尔希,2,2,False
REAL-ARK-SURVEY-20260903-157,逻各斯,3,1,False
REAL-ARK-SURVEY-20260903-158,银灰,1,3,False
REAL-ARK-SURVEY-20260903-158,阿米娅,2,2,False
REAL-ARK-SURVEY-20260903-158,煌,3,1,False
REAL-ARK-SURVEY-20260903-159,泥岩,1,3,False
REAL-ARK-SURVEY-20260903-159,拉普兰德,2,2,False
REAL-ARK-SURVEY-20260903-159,斯卡蒂,3,1,False
REAL-ARK-SURVEY-20260903-160,维什戴尔,1,3,False
REAL-ARK-SURVEY-20260903-160,泥岩,2,2,False
REAL-ARK-SURVEY-20260903-160,拉普兰德,3,1,False
REAL-ARK-SURVEY-20260903-161,泥岩,1,3,False
REAL-ARK-SURVEY-20260903-161,夕,2,2,False
REAL-ARK-SURVEY-20260903-161,凯尔希,3,1,False
REAL-ARK-SURVEY-20260903-162,浊心斯卡蒂,1,3,False
REAL-ARK-SURVEY-20260903-162,拉普兰德,2,2,False
REAL-ARK-SURVEY-20260903-162,泥岩,3,1,False
REAL-ARK-SURVEY-20260903-163,维什戴尔,1,3,False
REAL-ARK-SURVEY-20260903-163,夜莺,2,2,False
REAL-ARK-SURVEY-20260903-163,温蒂,3,1,False
REAL-ARK-SURVEY-20260903-164,温蒂,1,3,False
REAL-ARK-SURVEY-20260903-164,德克萨斯,2,2,False
REAL-ARK-SURVEY-20260903-164,陈,3,1,False
REAL-ARK-SURVEY-20260903-165,玛恩纳,1,3,False
REAL-ARK-SURVEY-20260903-165,能天使,2,2,False
REAL-ARK-SURVEY-20260903-165,史尔特尔,3,1,False
REAL-ARK-SURVEY-20260903-166,塞雷娅,1,3,False
REAL-ARK-SURVEY-20260903-166,维什戴尔,2,2,False
REAL-ARK-SURVEY-20260903-166,煌,3,1,False
REAL-ARK-SURVEY-20260903-167,浊心斯卡蒂,1,3,False
REAL-ARK-SURVEY-20260903-167,阿米娅,2,2,False
REAL-ARK-SURVEY-20260903-167,逻各斯,3,1,False
REAL-ARK-SURVEY-20260903-168,德克萨斯,1,3,False
REAL-ARK-SURVEY-20260903-168,W,2,2,False
REAL-ARK-SURVEY-20260903-168,缪尔赛思,3,1,False
REAL-ARK-SURVEY-20260903-169,温蒂,1,3,False
REAL-ARK-SURVEY-20260903-169,能天使,2,2,False
REAL-ARK-SURVEY-20260903-169,银灰,3,1,False
REAL-ARK-SURVEY-20260903-170,史尔特尔,1,3,False
REAL-ARK-SURVEY-20260903-170,艾雅法拉,2,2,False
REAL-ARK-SURVEY-20260903-170,W,3,1,False
REAL-ARK-SURVEY-20260903-171,夕,1,3,False
REAL-ARK-SURVEY-20260903-171,煌,2,2,False
REAL-ARK-SURVEY-20260903-171,斯卡蒂,3,1,False
REAL-ARK-SURVEY-20260903-172,缪尔赛思,1,3,False
REAL-ARK-SURVEY-20260903-172,阿米娅,2,2,False
REAL-ARK-SURVEY-20260903-172,能天使,3,1,False
REAL-ARK-SURVEY-20260903-173,玛恩纳,1,3,False
REAL-ARK-SURVEY-20260903-173,铃兰,2,2,False
REAL-ARK-SURVEY-20260903-173,浊心斯卡蒂,3,1,False
REAL-ARK-SURVEY-20260903-174,令,1,3,False
REAL-ARK-SURVEY-20260903-174,锏,2,2,False
REAL-ARK-SURVEY-20260903-174,能天使,3,1,False
REAL-ARK-SURVEY-20260903-175,W,1,3,False
REAL-ARK-SURVEY-20260903-175,浊心斯卡蒂,2,2,False
REAL-ARK-SURVEY-20260903-175,史尔特尔,3,1,False
REAL-ARK-SURVEY-20260903-176,黍,1,3,False
REAL-ARK-SURVEY-20260903-176,塞雷娅,2,2,False
REAL-ARK-SURVEY-20260903-176,德克萨斯,3,1,False
REAL-ARK-SURVEY-20260903-177,斯卡蒂,1,3,False
REAL-ARK-SURVEY-20260903-177,德克萨斯,2,2,False
REAL-ARK-SURVEY-20260903-177,塞雷娅,3,1,False
REAL-ARK-SURVEY-20260903-178,德克萨斯,1,3,False
REAL-ARK-SURVEY-20260903-178,逻各斯,2,2,False
REAL-ARK-SURVEY-20260903-178,维什戴尔,3,1,False
REAL-ARK-SURVEY-20260903-179,维什戴尔,1,3,False
REAL-ARK-SURVEY-20260903-179,锏,2,2,False
REAL-ARK-SURVEY-20260903-179,霍尔海雅,3,1,False
REAL-ARK-SURVEY-20260903-180,W,1,3,False
REAL-ARK-SURVEY-20260903-180,令,2,2,False
REAL-ARK-SURVEY-20260903-180,黍,3,1,False
REAL-ARK-SURVEY-20260903-181,斯卡蒂,1,3,False
REAL-ARK-SURVEY-20260903-181,史尔特尔,2,2,False
REAL-ARK-SURVEY-20260903-181,铃兰,3,1,False
REAL-ARK-SURVEY-20260903-182,W,1,3,False
REAL-ARK-SURVEY-20260903-182,温蒂,2,2,False
REAL-ARK-SURVEY-20260903-182,能天使,3,1,False
REAL-ARK-SURVEY-20260903-183,阿米娅,1,3,False
REAL-ARK-SURVEY-20260903-183,银灰,2,2,False
REAL-ARK-SURVEY-20260903-183,能天使,3,1,False
REAL-ARK-SURVEY-20260903-184,能天使,1,3,False
REAL-ARK-SURVEY-20260903-184,幽灵鲨,2,2,False
REAL-ARK-SURVEY-20260903-184,泥岩,3,1,False
REAL-ARK-SURVEY-20260903-185,令,1,3,False
REAL-ARK-SURVEY-20260903-185,煌,2,2,False
REAL-ARK-SURVEY-20260903-185,能天使,3,1,False
REAL-ARK-SURVEY-20260903-186,夕,1,3,False
REAL-ARK-SURVEY-20260903-186,泥岩,2,2,False
REAL-ARK-SURVEY-20260903-186,史尔特尔,3,1,False
REAL-ARK-SURVEY-20260903-187,黍,1,3,False
REAL-ARK-SURVEY-20260903-187,逻各斯,2,2,False
REAL-ARK-SURVEY-20260903-187,温蒂,3,1,False
REAL-ARK-SURVEY-20260903-188,浊心斯卡蒂,1,3,False
REAL-ARK-SURVEY-20260903-188,凯尔希,2,2,False
REAL-ARK-SURVEY-20260903-188,德克萨斯,3,1,False
REAL-ARK-SURVEY-20260903-189,令,1,3,False
REAL-ARK-SURVEY-20260903-189,棘刺,2,2,False
REAL-ARK-SURVEY-20260903-189,拉普兰德,3,1,False
REAL-ARK-SURVEY-20260903-190,伊芙利特,1,3,False
REAL-ARK-SURVEY-20260903-190,玛恩纳,2,2,False
REAL-ARK-SURVEY-20260903-190,棘刺,3,1,False
REAL-ARK-SURVEY-20260903-191,棘刺,1,3,False
REAL-ARK-SURVEY-20260903-191,德克萨斯,2,2,False
REAL-ARK-SURVEY-20260903-191,令,3,1,False
REAL-ARK-SURVEY-20260903-192,幽灵鲨,1,3,False
REAL-ARK-SURVEY-20260903-192,史尔特尔,2,2,False
REAL-ARK-SURVEY-20260903-192,银灰,3,1,False
REAL-ARK-SURVEY-20260903-193,令,1,3,False
REAL-ARK-SURVEY-20260903-193,拉普兰德,2,2,False
REAL-ARK-SURVEY-20260903-193,夜莺,3,1,False
REAL-ARK-SURVEY-20260903-194,令,1,3,False
REAL-ARK-SURVEY-20260903-194,棘刺,2,2,False
REAL-ARK-SURVEY-20260903-194,拉普兰德,3,1,False
REAL-ARK-SURVEY-20260903-195,凯尔希,1,3,False
REAL-ARK-SURVEY-20260903-195,夕,2,2,False
REAL-ARK-SURVEY-20260903-195,令,3,1,False
REAL-ARK-SURVEY-20260903-196,令,1,3,False
REAL-ARK-SURVEY-20260903-196,史尔特尔,2,2,False
REAL-ARK-SURVEY-20260903-196,W,3,1,False
REAL-ARK-SURVEY-20260903-197,银灰,1,3,False
REAL-ARK-SURVEY-20260903-197,玛恩纳,2,2,False
REAL-ARK-SURVEY-20260903-197,幽灵鲨,3,1,False
REAL-ARK-SURVEY-20260903-198,拉普兰德,1,3,False
REAL-ARK-SURVEY-20260903-198,德克萨斯,2,2,False
REAL-ARK-SURVEY-20260903-198,凯尔希,3,1,False
REAL-ARK-SURVEY-20260903-199,铃兰,1,3,False
REAL-ARK-SURVEY-20260903-199,年,2,2,False
REAL-ARK-SURVEY-20260903-199,史尔特尔,3,1,False
REAL-ARK-SURVEY-20260903-200,浊心斯卡蒂,1,3,False
REAL-ARK-SURVEY-20260903-200,史尔特尔,2,2,False
REAL-ARK-SURVEY-20260903-200,缪尔赛思,3,1,False
REAL-ARK-SURVEY-20260903-201,棘刺,1,3,False
REAL-ARK-SURVEY-20260903-201,能天使,2,2,False
REAL-ARK-SURVEY-20260903-201,德克萨斯,3,1,False
REAL-ARK-SURVEY-20260903-202,年,1,3,False
REAL-ARK-SURVEY-20260903-202,德克萨斯,2,2,False
REAL-ARK-SURVEY-20260903-202,缪尔赛思,3,1,False
REAL-ARK-SURVEY-20260903-203,阿米娅,1,3,False
REAL-ARK-SURVEY-20260903-203,幽灵鲨,2,2,False
REAL-ARK-SURVEY-20260903-203,能天使,3,1,False
REAL-ARK-SURVEY-20260903-204,史尔特尔,1,3,False
REAL-ARK-SURVEY-20260903-204,玛恩纳,2,2,False
REAL-ARK-SURVEY-20260903-204,阿米娅,3,1,False
REAL-ARK-SURVEY-20260903-205,德克萨斯,1,3,False
REAL-ARK-SURVEY-20260903-205,夕,2,2,False
REAL-ARK-SURVEY-20260903-205,维什戴尔,3,1,False
REAL-ARK-SURVEY-20260903-206,银灰,1,3,False
REAL-ARK-SURVEY-20260903-206,泥岩,2,2,False
REAL-ARK-SURVEY-20260903-206,煌,3,1,False
REAL-ARK-SURVEY-20260903-207,泥岩,1,3,False
REAL-ARK-SURVEY-20260903-207,诗怀雅,2,2,False
REAL-ARK-SURVEY-20260903-207,陈,3,1,False
REAL-ARK-SURVEY-20260903-208,能天使,1,3,False
REAL-ARK-SURVEY-20260903-208,泥岩,2,2,False
REAL-ARK-SURVEY-20260903-208,艾雅法拉,3,1,False
REAL-ARK-SURVEY-20260903-209,锏,1,3,False
REAL-ARK-SURVEY-20260903-209,凯尔希,2,2,False
REAL-ARK-SURVEY-20260903-209,煌,3,1,False
REAL-ARK-SURVEY-20260903-210,玛恩纳,1,3,False
REAL-ARK-SURVEY-20260903-210,泥岩,2,2,False
REAL-ARK-SURVEY-20260903-210,能天使,3,1,False
REAL-ARK-SURVEY-20260903-211,史尔特尔,1,3,False
REAL-ARK-SURVEY-20260903-211,泥岩,2,2,False
REAL-ARK-SURVEY-20260903-211,拉普兰德,3,1,False
REAL-ARK-SURVEY-20260903-212,伊芙利特,1,3,False
REAL-ARK-SURVEY-20260903-212,煌,2,2,False
REAL-ARK-SURVEY-20260903-212,凯尔希,3,1,False
REAL-ARK-SURVEY-20260903-213,令,1,3,False
REAL-ARK-SURVEY-20260903-213,德克萨斯,2,2,False
REAL-ARK-SURVEY-20260903-213,银灰,3,1,False
REAL-ARK-SURVEY-20260903-214,夜莺,1,3,False
REAL-ARK-SURVEY-20260903-214,煌,2,2,False
REAL-ARK-SURVEY-20260903-214,黍,3,1,False
REAL-ARK-SURVEY-20260903-215,陈,1,3,False
REAL-ARK-SURVEY-20260903-215,阿米娅,2,2,False
REAL-ARK-SURVEY-20260903-215,玛恩纳,3,1,False
REAL-ARK-SURVEY-20260903-216,幽灵鲨,1,3,False
REAL-ARK-SURVEY-20260903-216,德克萨斯,2,2,False
REAL-ARK-SURVEY-20260903-216,夕,3,1,False
REAL-ARK-SURVEY-20260903-217,能天使,1,3,False
REAL-ARK-SURVEY-20260903-217,塞雷娅,2,2,False
REAL-ARK-SURVEY-20260903-217,霍尔海雅,3,1,False
REAL-ARK-SURVEY-20260903-218,W,1,3,False
REAL-ARK-SURVEY-20260903-218,史尔特尔,2,2,False
REAL-ARK-SURVEY-20260903-218,德克萨斯,3,1,False
REAL-ARK-SURVEY-20260903-219,拉普兰德,1,3,False
REAL-ARK-SURVEY-20260903-219,令,2,2,False
REAL-ARK-SURVEY-20260903-219,伊芙利特,3,1,False
REAL-ARK-SURVEY-20260903-220,史尔特尔,1,3,False
REAL-ARK-SURVEY-20260903-220,W,2,2,False
REAL-ARK-SURVEY-20260903-220,缪尔赛思,3,1,False
REAL-ARK-SURVEY-20260903-221,史尔特尔,1,3,False
REAL-ARK-SURVEY-20260903-221,浊心斯卡蒂,2,2,False
REAL-ARK-SURVEY-20260903-221,维什戴尔,3,1,False
REAL-ARK-SURVEY-20260903-222,拉普兰德,1,3,False
REAL-ARK-SURVEY-20260903-222,艾雅法拉,2,2,False
REAL-ARK-SURVEY-20260903-222,夕,3,1,False
REAL-ARK-SURVEY-20260903-223,幽灵鲨,1,3,False
REAL-ARK-SURVEY-20260903-223,维什戴尔,2,2,False
REAL-ARK-SURVEY-20260903-223,陈,3,1,False
REAL-ARK-SURVEY-20260903-224,陈,1,3,False
REAL-ARK-SURVEY-20260903-224,锏,2,2,False
REAL-ARK-SURVEY-20260903-224,德克萨斯,3,1,False
REAL-ARK-SURVEY-20260903-225,斯卡蒂,1,3,False
REAL-ARK-SURVEY-20260903-225,塞雷娅,2,2,False
REAL-ARK-SURVEY-20260903-225,棘刺,3,1,False
REAL-ARK-SURVEY-20260903-226,德克萨斯,1,3,False
REAL-ARK-SURVEY-20260903-226,霍尔海雅,2,2,False
REAL-ARK-SURVEY-20260903-226,玛恩纳,3,1,False
REAL-ARK-SURVEY-20260903-227,令,1,3,False
REAL-ARK-SURVEY-20260903-227,维什戴尔,2,2,False
REAL-ARK-SURVEY-20260903-227,缪尔赛思,3,1,False
REAL-ARK-SURVEY-20260903-228,幽灵鲨,1,3,False
REAL-ARK-SURVEY-20260903-228,泥岩,2,2,False
REAL-ARK-SURVEY-20260903-228,逻各斯,3,1,False
REAL-ARK-SURVEY-20260903-229,铃兰,1,3,False
REAL-ARK-SURVEY-20260903-229,艾雅法拉,2,2,False
REAL-ARK-SURVEY-20260903-229,拉普兰德,3,1,False
REAL-ARK-SURVEY-20260903-230,年,1,3,False
REAL-ARK-SURVEY-20260903-230,维什戴尔,2,2,False
REAL-ARK-SURVEY-20260903-230,能天使,3,1,False
REAL-ARK-SURVEY-20260903-231,维什戴尔,1,3,False
REAL-ARK-SURVEY-20260903-231,陈,2,2,False
REAL-ARK-SURVEY-20260903-231,温蒂,3,1,False
REAL-ARK-SURVEY-20260903-232,令,1,3,False
REAL-ARK-SURVEY-20260903-232,维什戴尔,2,2,False
REAL-ARK-SURVEY-20260903-232,伊芙利特,3,1,False
REAL-ARK-SURVEY-20260903-233,令,1,3,False
REAL-ARK-SURVEY-20260903-233,煌,2,2,False
REAL-ARK-SURVEY-20260903-233,浊心斯卡蒂,3,1,False
REAL-ARK-SURVEY-20260903-234,史尔特尔,1,3,False
REAL-ARK-SURVEY-20260903-234,德克萨斯,2,2,False
REAL-ARK-SURVEY-20260903-234,银灰,3,1,False
REAL-ARK-SURVEY-20260903-235,夕,1,3,False
REAL-ARK-SURVEY-20260903-235,逻各斯,2,2,False
REAL-ARK-SURVEY-20260903-235,霍尔海雅,3,1,False
REAL-ARK-SURVEY-20260903-236,银灰,1,3,False
REAL-ARK-SURVEY-20260903-236,伊芙利特,2,2,False
REAL-ARK-SURVEY-20260903-236,塞雷娅,3,1,False
REAL-ARK-SURVEY-20260903-237,德克萨斯,1,3,False
REAL-ARK-SURVEY-20260903-237,幽灵鲨,2,2,False
REAL-ARK-SURVEY-20260903-237,浊心斯卡蒂,3,1,False
REAL-ARK-SURVEY-20260903-238,铃兰,1,3,False
REAL-ARK-SURVEY-20260903-238,银灰,2,2,False
REAL-ARK-SURVEY-20260903-238,艾雅法拉,3,1,False
REAL-ARK-SURVEY-20260903-239,年,1,3,False
REAL-ARK-SURVEY-20260903-239,泥岩,2,2,False
REAL-ARK-SURVEY-20260903-239,斯卡蒂,3,1,False
REAL-ARK-SURVEY-20260903-240,缪尔赛思,1,3,False
REAL-ARK-SURVEY-20260903-240,W,2,2,False
REAL-ARK-SURVEY-20260903-240,浊心斯卡蒂,3,1,False
REAL-ARK-SURVEY-20260903-241,W,1,3,False
REAL-ARK-SURVEY-20260903-241,浊心斯卡蒂,2,2,False
REAL-ARK-SURVEY-20260903-241,阿米娅,3,1,False
REAL-ARK-SURVEY-20260903-242,斯卡蒂,1,3,False
REAL-ARK-SURVEY-20260903-242,凯尔希,2,2,False
REAL-ARK-SURVEY-20260903-242,拉普兰德,3,1,False
REAL-ARK-SURVEY-20260903-243,塞雷娅,1,3,False
REAL-ARK-SURVEY-20260903-243,斯卡蒂,2,2,False
REAL-ARK-SURVEY-20260903-243,德克萨斯,3,1,False
