response_id,respondent_id,submitted_at,consent,consent_source,response_source,validation_profile,completion_seconds,questionnaire_version,randomization_group,age_band,activity_days_30d,player_tenure_months,player_status,monthly_merch_budget,has_purchased_merch,purchase_history,annual_merch_spend,purchase_frequency_12m,preferred_operator_1,preferred_operator_2,preferred_operator_3,operator,category,purchase_intent,acceptable_price,channel,limited_preference,purchase_motivation,purchase_barrier,promotion_preference,preorder_tolerance_days,price_good_value,concept_appeal,concept_strength,concept_concern,concept_variant,attribute_priority,product_improvement,open_feedback,is_simulated,is_real_survey_response,data_type,source_batch_id,source_note
REAL-ARK-SURVEY-20260903-052,REAL-ARK-SURVEY-20260903-052,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,tie,18～22岁,6,24.0,玩过《明日方舟》,50.0,False,没买过方舟正版周边，但买过其他ACG正版周边,100.0,2,温蒂,泥岩,能天使,温蒂,装饰摆件,4,400.0,B站会员购,4,价格合适｜有收藏或凑套装的价值｜平时真的能用到,售后或退换不方便｜已经有很多同类周边,不太在意促销，更看重商品本身,75.0,50.0,5,画面或造型｜收藏价值,最终价格｜是否为正版授权,两款都可以,角色和画面设计=1｜材质与做工=3｜正版授权=4｜实用性=2｜价格=5｜限定或收藏价值=6,希望尺寸标注更清楚,-,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-053,REAL-ARK-SURVEY-20260903-053,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,A,18～22岁,2,24.0,玩过《明日方舟》,0.0,False,没买过方舟正版周边，但买过其他ACG正版周边,100.0,2,能天使,夕,令,能天使,日用生活,2,300.0,淘宝/天猫,5,价格合适｜是限定、联名或活动纪念款｜有收藏或凑套装的价值,价格比预期高｜发货进度不透明｜不确定买回来怎么摆或怎么用,满额赠品,45.0,75.5,2,暂时没有特别吸引我的地方,最终价格｜实物图和细节｜材质和工艺,更喜欢A款,角色和画面设计=1｜材质与做工=2｜正版授权=4｜实用性=6｜价格=3｜限定或收藏价值=5,希望尺寸标注更清楚,没有特别建议，主要还是看角色和成品质量。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-054,REAL-ARK-SURVEY-20260903-054,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,A,18～22岁,28,48.0,玩过《明日方舟》,50.0,False,没买过方舟正版周边，但买过其他ACG正版周边,350.0,2,塞雷娅,德克萨斯,霍尔海雅,塞雷娅,亚克力制品,3,120.0,淘宝/天猫,3,很喜欢这个角色｜想支持作品或官方｜画面或造型设计很好看,预售时间太长｜售后或退换不方便｜担心不是正版,包邮,45.0,100.0,4,角色选择｜材质与工艺｜收藏价值,材质和工艺｜实物图和细节｜是否为正版授权,更喜欢A款,角色和画面设计=2｜材质与做工=1｜正版授权=3｜实用性=6｜价格=5｜限定或收藏价值=4,希望限定数量不要太少,希望线下快闪和线上商城的库存分配更合理。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-055,REAL-ARK-SURVEY-20260903-055,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,18～22岁,16,48.0,玩过《明日方舟》,200.0,False,没买过方舟正版周边，但买过其他ACG正版周边,750.0,2,逻各斯,伊芙利特,煌,逻各斯,手办模玩,4,800.0,线下展会或快闪店,4,有收藏或凑套装的价值｜是限定、联名或活动纪念款,设计不太喜欢｜材质、尺寸或实物效果说不清楚｜担心不是正版,不太在意促销，更看重商品本身,135.0,1250.0,5,角色选择｜收藏价值｜画面或造型,最终价格｜是否为正版授权｜实物图和细节,更喜欢B款,角色和画面设计=1｜材质与做工=3｜正版授权=5｜实用性=4｜价格=2｜限定或收藏价值=6,希望提升日常实用性,可以接受联名，但希望不要为了限定把价格抬得太高。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-056,REAL-ARK-SURVEY-20260903-056,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,A,18～22岁,0,0.0,没玩过《明日方舟》,50.0,False,没买过方舟正版周边，但买过其他ACG正版周边,100.0,2,棘刺,泥岩,W,棘刺,手办模玩,3,1500.0,官方商城,3,是限定、联名或活动纪念款｜有收藏或凑套装的价值,运费太高｜不确定买回来怎么摆或怎么用｜价格比预期高,预售特典,45.0,200.0,2,暂时没有特别吸引我的地方,具体尺寸｜发货时间,更喜欢A款,角色和画面设计=1｜材质与做工=4｜正版授权=3｜实用性=5｜价格=2｜限定或收藏价值=6,希望缩短预售和发货周期,-,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-057,REAL-ARK-SURVEY-20260903-057,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,18～22岁,16,24.0,玩过《明日方舟》,50.0,False,还没有买过正版周边,0.0,0,年,煌,玛恩纳,年,手办模玩,3,1500.0,B站会员购,3,有收藏或凑套装的价值｜价格合适,不确定买回来怎么摆或怎么用｜设计不太喜欢｜发货进度不透明,预售特典,75.0,350.5,3,尺寸｜配件或玩法｜收藏价值,是否容易缺货或限量｜是否为正版授权｜最终价格,更喜欢B款,角色和画面设计=1｜材质与做工=4｜正版授权=3｜实用性=5｜价格=2｜限定或收藏价值=6,-,没有特别建议，主要还是看角色和成品质量。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-058,REAL-ARK-SURVEY-20260903-058,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,A,18～22岁,16,48.0,玩过《明日方舟》,50.0,False,没买过方舟正版周边，但买过其他ACG正版周边,350.0,2,阿米娅,玛恩纳,维什戴尔,阿米娅,通行证,4,50.0,淘宝/天猫,5,材质和做工让人放心｜是限定、联名或活动纪念款｜很喜欢这个角色,运费太高｜预售时间太长｜材质、尺寸或实物效果说不清楚,直接降价,45.0,20.0,3,画面或造型,材质和工艺,更喜欢A款,角色和画面设计=5｜材质与做工=1｜正版授权=4｜实用性=3｜价格=6｜限定或收藏价值=2,希望配色更贴近角色原设,希望同一角色能做统一主题套装，方便收藏。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-059,REAL-ARK-SURVEY-20260903-059,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,18～22岁,6,,玩过《明日方舟》,50.0,True,买过《明日方舟》官方或正版授权周边,2000.0,12,幽灵鲨,拉普兰德,阿米娅,幽灵鲨,毛绒玩偶,4,,淘宝/天猫,4,朋友推荐或社区评价很好,发货进度不透明｜价格比预期高,预售特典,75.0,115.5,4,材质与工艺｜画面或造型,最终价格｜实物图和细节,更喜欢B款,角色和画面设计=3｜材质与做工=1｜正版授权=2｜实用性=5｜价格=4｜限定或收藏价值=6,-,没有特别建议，主要还是看角色和成品质量。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-060,REAL-ARK-SURVEY-20260903-060,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,18～22岁,28,48.0,玩过《明日方舟》,400.0,True,买过《明日方舟》官方或正版授权周边,100.0,8,维什戴尔,拉普兰德,煌,维什戴尔,日用生活,5,300.0,官方商城,4,价格合适｜是限定、联名或活动纪念款｜朋友推荐或社区评价很好,价格比预期高｜设计不太喜欢｜预售时间太长,角色套装更优惠,75.0,50.0,3,画面或造型｜角色选择｜配件或玩法,最终价格｜实物图和细节｜售后规则,更喜欢B款,角色和画面设计=1｜材质与做工=2｜正版授权=4｜实用性=5｜价格=3｜限定或收藏价值=6,希望价格再友好一点,-,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-061,REAL-ARK-SURVEY-20260903-061,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,tie,18～22岁,28,2.0,玩过《明日方舟》,750.0,True,买过《明日方舟》官方或正版授权周边,750.0,8,浊心斯卡蒂,夜莺,能天使,浊心斯卡蒂,装饰摆件,2,100.0,品牌直播间,5,朋友推荐或社区评价很好｜想支持作品或官方,不确定买回来怎么摆或怎么用｜设计不太喜欢｜价格比预期高,直接降价,,75.5,2,暂时没有特别吸引我的地方,材质和工艺｜发货时间,两款都可以,角色和画面设计=1｜材质与做工=2｜正版授权=4｜实用性=3｜价格=6｜限定或收藏价值=5,希望提升日常实用性,-,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-062,REAL-ARK-SURVEY-20260903-062,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,18～22岁,16,84.0,玩过《明日方舟》,1200.0,True,买过《明日方舟》官方或正版授权周边,100.0,2,斯卡蒂,玛恩纳,年,斯卡蒂,手办模玩,4,500.0,淘宝/天猫,3,很喜欢这个角色｜价格合适,不确定买回来怎么摆或怎么用｜运费太高｜设计不太喜欢,满额赠品,45.0,750.5,4,材质与工艺｜实用性｜配件或玩法,实物图和细节｜材质和工艺｜具体尺寸,更喜欢B款,角色和画面设计=1｜材质与做工=3｜正版授权=6｜实用性=5｜价格=2｜限定或收藏价值=4,-,没有特别建议，主要还是看角色和成品质量。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-063,REAL-ARK-SURVEY-20260903-063,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,tie,23～26岁,2,48.0,玩过《明日方舟》,400.0,False,没买过方舟正版周边，但买过其他ACG正版周边,100.0,2,温蒂,玛恩纳,伊芙利特,温蒂,手办模玩,3,1000.0,官方商城,5,平时真的能用到｜想支持作品或官方｜很喜欢这个角色,材质、尺寸或实物效果说不清楚｜价格比预期高｜设计不太喜欢,满额赠品,30.0,350.5,4,画面或造型｜收藏价值｜材质与工艺,实物图和细节｜具体尺寸｜是否容易缺货或限量,两款都可以,角色和画面设计=1｜材质与做工=3｜正版授权=4｜实用性=5｜价格=2｜限定或收藏价值=6,希望减少容易刮花的材质,希望多出一些冷门角色的周边，不要总集中在少数热门角色。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-064,REAL-ARK-SURVEY-20260903-064,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,18～22岁,16,24.0,玩过《明日方舟》,400.0,True,买过《明日方舟》官方或正版授权周边,2000.0,12,维什戴尔,塞雷娅,浊心斯卡蒂,维什戴尔,亚克力制品,4,150.0,线下展会或快闪店,5,是限定、联名或活动纪念款｜很喜欢这个角色,设计不太喜欢｜价格比预期高｜发货进度不透明,预售特典,30.0,30.0,3,尺寸｜配色｜画面或造型,材质和工艺｜具体尺寸｜实物图和细节,更喜欢B款,角色和画面设计=2｜材质与做工=1｜正版授权=3｜实用性=4｜价格=6｜限定或收藏价值=5,-,希望同一角色能做统一主题套装，方便收藏。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-065,REAL-ARK-SURVEY-20260903-065,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,18～22岁,2,0.0,没玩过《明日方舟》,400.0,False,没买过方舟正版周边，但买过其他ACG正版周边,750.0,4,幽灵鲨,年,史尔特尔,幽灵鲨,吧唧（徽章）,3,60.0,官方商城,5,很喜欢这个角色｜画面或造型设计很好看,售后或退换不方便｜预售时间太长｜不确定买回来怎么摆或怎么用,不太在意促销，更看重商品本身,30.0,15.0,3,配色｜角色选择｜配件或玩法,材质和工艺｜是否为正版授权｜发货时间,更喜欢B款,角色和画面设计=3｜材质与做工=4｜正版授权=2｜实用性=5｜价格=1｜限定或收藏价值=6,希望增加可替换配件或玩法,希望官方把预售周期和发货进度写得更透明。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-066,REAL-ARK-SURVEY-20260903-066,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,tie,18～22岁,2,0.0,没玩过《明日方舟》,,False,没买过方舟正版周边，但买过其他ACG正版周边,750.0,2,史尔特尔,缪尔赛思,令,史尔特尔,亚克力制品,2,80.0,线下展会或快闪店,3,有收藏或凑套装的价值｜很喜欢这个角色｜朋友推荐或社区评价很好,价格比预期高｜发货进度不透明｜已经有很多同类周边,不太在意促销，更看重商品本身,30.0,30.0,1,暂时没有特别吸引我的地方,是否容易缺货或限量｜实物图和细节｜是否为正版授权,两款都可以,角色和画面设计=4｜材质与做工=5｜正版授权=2｜实用性=3｜价格=1｜限定或收藏价值=6,-,希望多出一些冷门角色的周边，不要总集中在少数热门角色。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-067,REAL-ARK-SURVEY-20260903-067,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,tie,18～22岁,2,0.0,没玩过《明日方舟》,,False,没买过方舟正版周边，但买过其他ACG正版周边,100.0,2,泥岩,塞雷娅,霍尔海雅,泥岩,手办模玩,3,800.0,B站会员购,4,画面或造型设计很好看｜是限定、联名或活动纪念款｜材质和做工让人放心,已经有很多同类周边｜价格比预期高,积分或会员权益,0.0,350.5,3,画面或造型｜收藏价值｜实用性,发货时间,两款都可以,角色和画面设计=1｜材质与做工=3｜正版授权=4｜实用性=6｜价格=2｜限定或收藏价值=5,希望缩短预售和发货周期,-,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-068,REAL-ARK-SURVEY-20260903-068,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,A,23～26岁,2,24.0,玩过《明日方舟》,200.0,True,买过《明日方舟》官方或正版授权周边,750.0,8,史尔特尔,凯尔希,W,史尔特尔,手办模玩,2,800.0,官方商城,1,有收藏或凑套装的价值｜价格合适｜画面或造型设计很好看,设计不太喜欢｜已经有很多同类周边｜运费太高,不太在意促销，更看重商品本身,135.0,750.5,3,配色｜收藏价值｜配件或玩法,发货时间｜具体尺寸｜最终价格,更喜欢A款,角色和画面设计=1｜材质与做工=3｜正版授权=4｜实用性=2｜价格=5｜限定或收藏价值=6,希望限定数量不要太少,想要更多能日常使用的周边，比如包、杯子、文具和服饰。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-069,REAL-ARK-SURVEY-20260903-069,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,tie,18～22岁,16,24.0,玩过《明日方舟》,400.0,True,买过《明日方舟》官方或正版授权周边,100.0,4,浊心斯卡蒂,阿米娅,拉普兰德,浊心斯卡蒂,日用生活,4,200.0,淘宝/天猫,4,价格合适｜有收藏或凑套装的价值｜想支持作品或官方,售后或退换不方便｜不确定买回来怎么摆或怎么用｜材质、尺寸或实物效果说不清楚,包邮,,150.5,5,实用性｜画面或造型｜角色选择,材质和工艺｜最终价格｜发货时间,两款都可以,角色和画面设计=1｜材质与做工=2｜正版授权=4｜实用性=5｜价格=3｜限定或收藏价值=6,-,希望商品详情页提供更多实拍、尺寸对比和材质说明。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-070,REAL-ARK-SURVEY-20260903-070,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,A,23～26岁,6,84.0,玩过《明日方舟》,400.0,False,没买过方舟正版周边，但买过其他ACG正版周边,,12,霍尔海雅,令,凯尔希,霍尔海雅,亚克力制品,4,60.0,淘宝/天猫,5,想支持作品或官方｜画面或造型设计很好看｜是限定、联名或活动纪念款,价格比预期高｜发货进度不透明｜预售时间太长,包邮,75.0,40.5,4,角色选择｜画面或造型｜配件或玩法,具体尺寸｜最终价格｜售后规则,更喜欢A款,角色和画面设计=1｜材质与做工=4｜正版授权=5｜实用性=3｜价格=6｜限定或收藏价值=2,-,希望多出一些冷门角色的周边，不要总集中在少数热门角色。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-071,REAL-ARK-SURVEY-20260903-071,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,18～22岁,0,0.0,没玩过《明日方舟》,50.0,False,没买过方舟正版周边，但买过其他ACG正版周边,100.0,2,史尔特尔,能天使,逻各斯,史尔特尔,亚克力制品,2,80.0,二手平台,4,画面或造型设计很好看｜是限定、联名或活动纪念款｜价格合适,不确定买回来怎么摆或怎么用｜发货进度不透明｜担心不是正版,积分或会员权益,45.0,40.5,3,画面或造型｜配色｜实用性,最终价格｜材质和工艺,更喜欢B款,角色和画面设计=3｜材质与做工=6｜正版授权=4｜实用性=1｜价格=2｜限定或收藏价值=5,希望材质和做工更扎实,希望商品详情页提供更多实拍、尺寸对比和材质说明。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-072,REAL-ARK-SURVEY-20260903-072,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,A,18～22岁,2,0.0,没玩过《明日方舟》,200.0,False,没买过方舟正版周边，但买过其他ACG正版周边,100.0,2,塞雷娅,银灰,夜莺,塞雷娅,毛绒玩偶,3,200.0,淘宝/天猫,3,平时真的能用到｜想支持作品或官方｜很喜欢这个角色,担心不是正版｜预售时间太长,不太在意促销，更看重商品本身,,115.5,3,画面或造型｜材质与工艺｜角色选择,是否容易缺货或限量,更喜欢A款,角色和画面设计=1｜材质与做工=3｜正版授权=4｜实用性=5｜价格=2｜限定或收藏价值=6,-,想要更多能日常使用的周边，比如包、杯子、文具和服饰。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-073,REAL-ARK-SURVEY-20260903-073,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,18～22岁,28,,玩过《明日方舟》,400.0,False,没买过方舟正版周边，但买过其他ACG正版周边,350.0,4,艾雅法拉,陈,维什戴尔,艾雅法拉,装饰摆件,3,400.0,B站会员购,4,想支持作品或官方｜材质和做工让人放心｜画面或造型设计很好看,担心不是正版｜发货进度不透明,满额赠品,0.0,50.0,4,角色选择｜画面或造型,发货时间｜最终价格,更喜欢B款,角色和画面设计=4｜材质与做工=1｜正版授权=3｜实用性=6｜价格=2｜限定或收藏价值=5,-,没有特别建议，主要还是看角色和成品质量。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-074,REAL-ARK-SURVEY-20260903-074,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,tie,18～22岁,16,48.0,玩过《明日方舟》,0.0,False,还没有买过正版周边,0.0,0,凯尔希,煌,斯卡蒂,凯尔希,通行证,3,80.0,品牌直播间,1,画面或造型设计很好看,运费太高｜设计不太喜欢｜价格比预期高,直接降价,75.0,20.0,5,配件或玩法｜实用性｜画面或造型,最终价格｜是否容易缺货或限量｜是否为正版授权,两款都可以,角色和画面设计=1｜材质与做工=4｜正版授权=2｜实用性=6｜价格=5｜限定或收藏价值=3,希望限定数量不要太少,没有特别建议，主要还是看角色和成品质量。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-075,REAL-ARK-SURVEY-20260903-075,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,18～22岁,16,,玩过《明日方舟》,400.0,True,买过《明日方舟》官方或正版授权周边,350.0,8,幽灵鲨,德克萨斯,陈,幽灵鲨,手办模玩,4,1000.0,B站会员购,4,材质和做工让人放心｜有收藏或凑套装的价值,材质、尺寸或实物效果说不清楚｜价格比预期高,预售特典,30.0,750.5,4,尺寸,实物图和细节｜材质和工艺｜发货时间,更喜欢B款,角色和画面设计=1｜材质与做工=3｜正版授权=6｜实用性=4｜价格=2｜限定或收藏价值=5,希望限定数量不要太少,希望多做毛绒和桌面摆件，少一点重复款吧唧。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-076,REAL-ARK-SURVEY-20260903-076,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,A,18～22岁,28,24.0,玩过《明日方舟》,0.0,False,还没有买过正版周边,0.0,0,年,维什戴尔,黍,年,亚克力制品,4,80.0,B站会员购,5,画面或造型设计很好看｜是限定、联名或活动纪念款,不确定买回来怎么摆或怎么用｜价格比预期高,满额赠品,30.0,40.5,4,收藏价值｜尺寸｜实用性,发货时间｜最终价格｜实物图和细节,更喜欢A款,角色和画面设计=1｜材质与做工=3｜正版授权=5｜实用性=4｜价格=2｜限定或收藏价值=6,希望提升日常实用性,-,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-077,REAL-ARK-SURVEY-20260903-077,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,tie,18～22岁,6,24.0,玩过《明日方舟》,400.0,True,买过《明日方舟》官方或正版授权周边,350.0,8,维什戴尔,煌,令,维什戴尔,手办模玩,4,1000.0,淘宝/天猫,3,想支持作品或官方｜材质和做工让人放心,价格比预期高｜售后或退换不方便｜材质、尺寸或实物效果说不清楚,预售特典,75.0,750.5,2,暂时没有特别吸引我的地方,最终价格｜具体尺寸,两款都可以,角色和画面设计=1｜材质与做工=2｜正版授权=5｜实用性=6｜价格=3｜限定或收藏价值=4,希望包装更适合收藏,希望同一角色能做统一主题套装，方便收藏。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-078,REAL-ARK-SURVEY-20260903-078,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,A,18～22岁,28,,玩过《明日方舟》,1200.0,True,买过《明日方舟》官方或正版授权周边,2000.0,4,煌,黍,维什戴尔,煌,日用生活,3,500.0,淘宝/天猫,5,很喜欢这个角色｜有收藏或凑套装的价值｜画面或造型设计很好看,售后或退换不方便｜材质、尺寸或实物效果说不清楚｜发货进度不透明,满额赠品,45.0,75.5,1,收藏价值,最终价格｜实物图和细节｜发货时间,更喜欢A款,角色和画面设计=1｜材质与做工=2｜正版授权=5｜实用性=4｜价格=3｜限定或收藏价值=6,希望尺寸标注更清楚,可以接受联名，但希望不要为了限定把价格抬得太高。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-079,REAL-ARK-SURVEY-20260903-079,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,18～22岁,6,0.0,没玩过《明日方舟》,0.0,False,没买过方舟正版周边，但买过其他ACG正版周边,100.0,2,塞雷娅,浊心斯卡蒂,霍尔海雅,塞雷娅,毛绒玩偶,4,250.0,线下展会或快闪店,5,材质和做工让人放心｜朋友推荐或社区评价很好｜有收藏或凑套装的价值,售后或退换不方便｜担心不是正版,角色套装更优惠,45.0,80.0,3,配色｜实用性,材质和工艺｜最终价格｜是否容易缺货或限量,更喜欢B款,角色和画面设计=1｜材质与做工=5｜正版授权=2｜实用性=6｜价格=3｜限定或收藏价值=4,希望减少容易刮花的材质,没有特别建议，主要还是看角色和成品质量。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-080,REAL-ARK-SURVEY-20260903-080,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,18～22岁,6,84.0,玩过《明日方舟》,400.0,False,没买过方舟正版周边，但买过其他ACG正版周边,750.0,4,浊心斯卡蒂,逻各斯,幽灵鲨,浊心斯卡蒂,亚克力制品,3,120.0,官方商城,4,朋友推荐或社区评价很好,不确定买回来怎么摆或怎么用｜运费太高｜发货进度不透明,直接降价,30.0,40.5,2,实用性,具体尺寸｜材质和工艺,更喜欢B款,角色和画面设计=1｜材质与做工=5｜正版授权=4｜实用性=6｜价格=2｜限定或收藏价值=3,-,-,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-081,REAL-ARK-SURVEY-20260903-081,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,A,18～22岁,28,,玩过《明日方舟》,200.0,False,没买过方舟正版周边，但买过其他ACG正版周边,100.0,2,凯尔希,夜莺,陈,凯尔希,亚克力制品,2,60.0,线下展会或快闪店,3,朋友推荐或社区评价很好｜材质和做工让人放心｜很喜欢这个角色,运费太高｜材质、尺寸或实物效果说不清楚｜已经有很多同类周边,不太在意促销，更看重商品本身,75.0,40.5,3,收藏价值｜角色选择｜实用性,具体尺寸｜实物图和细节,更喜欢A款,角色和画面设计=3｜材质与做工=1｜正版授权=4｜实用性=6｜价格=2｜限定或收藏价值=5,-,可以接受联名，但希望不要为了限定把价格抬得太高。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
