order_line_id,order_id,order_date,sku_id,quantity,unit_price,discount_rate,discount_amount,net_revenue,unit_cost,line_cost,payment_status,fulfillment_status,is_simulated,simulation_seed
ORD-0001733-1,ORD-0001733,2026-06-15,死芒-毛绒玩偶,1,128.0,0.0,0.0,128.0,61.44,61.44,paid,delivered,True,20260903
ORD-0001734-1,ORD-0001734,2026-08-27,Mon3tr-通行证,1,39.0,0.0,0.0,39.0,12.48,12.48,paid,delivered,True,20260903
ORD-0001735-1,ORD-0001735,2026-06-18,赤刃明霄陈-吧唧（徽章）,1,18.0,0.05,0.9,17.1,5.4,5.4,paid,delivered,True,20260903
ORD-0001736-1,ORD-0001736,2026-06-28,贝洛内-日用生活,1,99.0,0.05,4.95,94.05,45.54,45.54,paid,shipped,True,20260903
ORD-0001736-2,ORD-0001736,2026-06-28,Mon3tr-毛绒玩偶,1,128.0,0.15,19.2,108.8,61.44,61.44,paid,shipped,True,20260903
ORD-0001737-1,ORD-0001737,2026-07-15,贝洛内-装饰摆件,1,89.0,0.1,8.9,80.1,37.38,37.38,paid,shipped,True,20260903
ORD-0001738-1,ORD-0001738,2026-07-22,塑心-日用生活,1,99.0,0.0,0.0,99.0,45.54,45.54,paid,delivered,True,20260903
ORD-0001739-1,ORD-0001739,2026-07-28,焰狐龙梓兰-装饰摆件,1,89.0,0.1,8.9,80.1,37.38,37.38,paid,delivered,True,20260903
ORD-0001739-2,ORD-0001739,2026-07-28,酒神-装饰摆件,1,89.0,0.0,0.0,89.0,37.38,37.38,paid,delivered,True,20260903
ORD-0001740-1,ORD-0001740,2026-07-22,凛御银灰-亚克力制品,1,48.0,0.05,2.4,45.6,16.8,16.8,paid,delivered,True,20260903
ORD-0001741-1,ORD-0001741,2026-08-15,凯尔希·思衡托-手办模玩,1,699.0,0.05,34.95,664.05,433.38,433.38,paid,delivered,True,20260903
ORD-0001742-1,ORD-0001742,2026-07-08,缇缇-装饰摆件,1,89.0,0.1,8.9,80.1,37.38,37.38,paid,delivered,True,20260903
ORD-0001743-1,ORD-0001743,2026-07-26,予愿安洁莉娜-通行证,1,39.0,0.15,5.85,33.15,12.48,12.48,paid,delivered,True,20260903
ORD-0001744-1,ORD-0001744,2026-07-25,予愿安洁莉娜-毛绒玩偶,1,128.0,0.0,0.0,128.0,61.44,61.44,paid,delivered,True,20260903
ORD-0001745-1,ORD-0001745,2026-07-22,凛御银灰-装饰摆件,1,89.0,0.0,0.0,89.0,37.38,37.38,paid,delivered,True,20260903
ORD-0001745-2,ORD-0001745,2026-07-22,凯尔希·思衡托-日用生活,1,99.0,0.0,0.0,99.0,45.54,45.54,paid,delivered,True,20260903
ORD-0001746-1,ORD-0001746,2026-07-13,娜斯提-亚克力制品,1,48.0,0.0,0.0,48.0,16.8,16.8,paid,delivered,True,20260903
ORD-0001747-1,ORD-0001747,2026-07-12,黍-日用生活,1,99.0,0.1,9.9,89.1,45.54,45.54,paid,delivered,True,20260903
ORD-0001747-2,ORD-0001747,2026-07-12,焰狐龙梓兰-亚克力制品,1,48.0,0.0,0.0,48.0,16.8,16.8,paid,delivered,True,20260903
ORD-0001748-1,ORD-0001748,2026-07-17,斩业星熊-日用生活,1,99.0,0.1,9.9,89.1,45.54,45.54,paid,delivered,True,20260903
ORD-0001749-1,ORD-0001749,2026-06-13,娜斯提-日用生活,1,99.0,0.0,0.0,99.0,45.54,45.54,paid,delivered,True,20260903
ORD-0001749-2,ORD-0001749,2026-06-13,新约能天使-装饰摆件,1,89.0,0.0,0.0,89.0,37.38,37.38,paid,delivered,True,20260903
ORD-0001750-1,ORD-0001750,2026-08-06,黍-吧唧（徽章）,1,18.0,0.05,0.9,17.1,5.4,5.4,paid,delivered,True,20260903
ORD-0001751-1,ORD-0001751,2026-07-27,真言-装饰摆件,1,89.0,0.0,0.0,89.0,37.38,37.38,paid,delivered,True,20260903
ORD-0001751-2,ORD-0001751,2026-07-27,佩佩-手办模玩,1,699.0,0.05,34.95,664.05,433.38,433.38,paid,delivered,True,20260903
ORD-0001752-1,ORD-0001752,2026-07-31,望-吧唧（徽章）,1,18.0,0.1,1.8,16.2,5.4,5.4,paid,delivered,True,20260903
ORD-0001753-1,ORD-0001753,2026-06-13,结城理-通行证,1,39.0,0.0,0.0,39.0,12.48,12.48,paid,delivered,True,20260903
ORD-0001753-2,ORD-0001753,2026-06-13,Mon3tr-毛绒玩偶,1,128.0,0.0,0.0,128.0,61.44,61.44,paid,delivered,True,20260903
ORD-0001754-1,ORD-0001754,2026-08-05,贝洛内-日用生活,1,99.0,0.15,14.85,84.15,45.54,45.54,paid,delivered,True,20260903
ORD-0001755-1,ORD-0001755,2026-08-02,佩佩-亚克力制品,1,48.0,0.05,2.4,45.6,16.8,16.8,paid,delivered,True,20260903
ORD-0001756-1,ORD-0001756,2026-06-30,归溟幽灵鲨-毛绒玩偶,1,128.0,0.0,0.0,128.0,61.44,61.44,paid,delivered,True,20260903
ORD-0001756-2,ORD-0001756,2026-06-30,真言-亚克力制品,1,48.0,0.0,0.0,48.0,16.8,16.8,paid,delivered,True,20260903
ORD-0001757-1,ORD-0001757,2026-07-31,纯烬艾雅法拉-日用生活,1,99.0,0.0,0.0,99.0,45.54,45.54,paid,delivered,True,20260903
ORD-0001758-1,ORD-0001758,2026-08-17,凯尔希·思衡托-装饰摆件,1,89.0,0.1,8.9,80.1,37.38,37.38,paid,delivered,True,20260903
ORD-0001759-1,ORD-0001759,2026-07-08,缇缇-毛绒玩偶,2,128.0,0.05,12.8,243.2,61.44,122.88,paid,delivered,True,20260903
ORD-0001760-1,ORD-0001760,2026-06-22,余-亚克力制品,1,48.0,0.05,2.4,45.6,16.8,16.8,paid,delivered,True,20260903
ORD-0001760-2,ORD-0001760,2026-06-22,缄默德克萨斯-毛绒玩偶,1,128.0,0.0,0.0,128.0,61.44,61.44,paid,delivered,True,20260903
ORD-0001761-1,ORD-0001761,2026-07-18,余-亚克力制品,1,48.0,0.1,4.8,43.2,16.8,16.8,paid,delivered,True,20260903
ORD-0001761-2,ORD-0001761,2026-07-18,新约能天使-吧唧（徽章）,1,18.0,0.1,1.8,16.2,5.4,5.4,paid,delivered,True,20260903
ORD-0001762-1,ORD-0001762,2026-08-24,怒潮凛冬-亚克力制品,1,48.0,0.1,4.8,43.2,16.8,16.8,paid,delivered,True,20260903
ORD-0001763-1,ORD-0001763,2026-06-16,新约能天使-日用生活,1,99.0,0.05,4.95,94.05,45.54,45.54,paid,delivered,True,20260903
ORD-0001764-1,ORD-0001764,2026-07-17,缄默德克萨斯-手办模玩,1,699.0,0.0,0.0,699.0,433.38,433.38,paid,delivered,True,20260903
ORD-0001764-2,ORD-0001764,2026-07-17,缪尔赛思-手办模玩,1,699.0,0.05,34.95,664.05,433.38,433.38,paid,delivered,True,20260903
ORD-0001765-1,ORD-0001765,2026-08-01,佩佩-装饰摆件,1,89.0,0.1,8.9,80.1,37.38,37.38,paid,delivered,True,20260903
ORD-0001766-1,ORD-0001766,2026-07-29,结城理-通行证,1,39.0,0.0,0.0,39.0,12.48,12.48,cancelled,cancelled,True,20260903
ORD-0001767-1,ORD-0001767,2026-07-24,黍-装饰摆件,1,89.0,0.1,8.9,80.1,37.38,37.38,paid,delivered,True,20260903
ORD-0001768-1,ORD-0001768,2026-07-31,维娜·维多利亚-通行证,1,39.0,0.1,3.9,35.1,12.48,12.48,paid,delivered,True,20260903
ORD-0001769-1,ORD-0001769,2026-06-16,赤刃明霄陈-手办模玩,1,699.0,0.0,0.0,699.0,433.38,433.38,paid,delivered,True,20260903
ORD-0001770-1,ORD-0001770,2026-07-19,赤刃明霄陈-手办模玩,1,699.0,0.05,34.95,664.05,433.38,433.38,paid,delivered,True,20260903
ORD-0001770-2,ORD-0001770,2026-07-19,谬因-日用生活,3,99.0,0.0,0.0,297.0,45.54,136.62,paid,delivered,True,20260903
ORD-0001771-1,ORD-0001771,2026-07-08,望-装饰摆件,1,89.0,0.0,0.0,89.0,37.38,37.38,paid,shipped,True,20260903
ORD-0001771-2,ORD-0001771,2026-07-08,归溟幽灵鲨-通行证,1,39.0,0.1,3.9,35.1,12.48,12.48,paid,shipped,True,20260903
ORD-0001772-1,ORD-0001772,2026-06-19,谬因-日用生活,1,99.0,0.0,0.0,99.0,45.54,45.54,paid,delivered,True,20260903
ORD-0001773-1,ORD-0001773,2026-08-12,纯烬艾雅法拉-通行证,1,39.0,0.0,0.0,39.0,12.48,12.48,paid,delivered,True,20260903
ORD-0001774-1,ORD-0001774,2026-07-04,贝洛内-亚克力制品,1,48.0,0.0,0.0,48.0,16.8,16.8,paid,delivered,True,20260903
ORD-0001774-2,ORD-0001774,2026-07-04,Mon3tr-毛绒玩偶,1,128.0,0.05,6.4,121.6,61.44,61.44,paid,delivered,True,20260903
ORD-0001775-1,ORD-0001775,2026-08-25,谬因-日用生活,2,99.0,0.0,0.0,198.0,45.54,91.08,paid,delivered,True,20260903
ORD-0001776-1,ORD-0001776,2026-06-01,酒神-毛绒玩偶,1,128.0,0.05,6.4,121.6,61.44,61.44,paid,delivered,True,20260903
ORD-0001777-1,ORD-0001777,2026-07-27,维娜·维多利亚-通行证,3,39.0,0.0,0.0,117.0,12.48,37.44,paid,delivered,True,20260903
ORD-0001778-1,ORD-0001778,2026-08-04,塑心-手办模玩,1,699.0,0.0,0.0,699.0,433.38,433.38,paid,delivered,True,20260903
ORD-0001779-1,ORD-0001779,2026-08-11,予愿安洁莉娜-毛绒玩偶,2,128.0,0.0,0.0,256.0,61.44,122.88,paid,delivered,True,20260903
ORD-0001780-1,ORD-0001780,2026-08-12,死芒-吧唧（徽章）,1,18.0,0.0,0.0,18.0,5.4,5.4,cancelled,cancelled,True,20260903
ORD-0001781-1,ORD-0001781,2026-06-13,酒神-日用生活,1,99.0,0.15,14.85,84.15,45.54,45.54,paid,delivered,True,20260903
ORD-0001782-1,ORD-0001782,2026-07-11,佩佩-日用生活,1,99.0,0.0,0.0,99.0,45.54,45.54,paid,delivered,True,20260903
ORD-0001783-1,ORD-0001783,2026-08-17,维娜·维多利亚-通行证,1,39.0,0.0,0.0,39.0,12.48,12.48,paid,delivered,True,20260903
ORD-0001784-1,ORD-0001784,2026-07-01,纯烬艾雅法拉-手办模玩,1,699.0,0.05,34.95,664.05,433.38,433.38,paid,delivered,True,20260903
ORD-0001785-1,ORD-0001785,2026-08-01,死芒-吧唧（徽章）,1,18.0,0.0,0.0,18.0,5.4,5.4,paid,delivered,True,20260903
ORD-0001786-1,ORD-0001786,2026-07-04,凛御银灰-亚克力制品,1,48.0,0.15,7.2,40.8,16.8,16.8,paid,delivered,True,20260903
ORD-0001787-1,ORD-0001787,2026-06-12,黍-通行证,1,39.0,0.0,0.0,39.0,12.48,12.48,paid,delivered,True,20260903
ORD-0001788-1,ORD-0001788,2026-06-12,缪尔赛思-通行证,2,39.0,0.05,3.9,74.1,12.48,24.96,paid,delivered,True,20260903
ORD-0001789-1,ORD-0001789,2026-06-19,死芒-日用生活,1,99.0,0.05,4.95,94.05,45.54,45.54,paid,shipped,True,20260903
ORD-0001790-1,ORD-0001790,2026-07-19,望-亚克力制品,1,48.0,0.05,2.4,45.6,16.8,16.8,paid,delivered,True,20260903
ORD-0001791-1,ORD-0001791,2026-07-08,凯尔希·思衡托-毛绒玩偶,1,128.0,0.05,6.4,121.6,61.44,61.44,paid,delivered,True,20260903
ORD-0001792-1,ORD-0001792,2026-08-27,结城理-手办模玩,1,699.0,0.1,69.9,629.1,433.38,433.38,paid,delivered,True,20260903
ORD-0001793-1,ORD-0001793,2026-06-21,真言-日用生活,1,99.0,0.0,0.0,99.0,45.54,45.54,paid,delivered,True,20260903
ORD-0001793-2,ORD-0001793,2026-06-21,新约能天使-吧唧（徽章）,1,18.0,0.05,0.9,17.1,5.4,5.4,paid,delivered,True,20260903
ORD-0001793-3,ORD-0001793,2026-06-21,娜斯提-手办模玩,1,699.0,0.0,0.0,699.0,433.38,433.38,paid,delivered,True,20260903
ORD-0001794-1,ORD-0001794,2026-08-03,新约能天使-日用生活,1,99.0,0.1,9.9,89.1,45.54,45.54,paid,delivered,True,20260903
ORD-0001795-1,ORD-0001795,2026-07-26,缇缇-毛绒玩偶,3,128.0,0.05,19.2,364.8,61.44,184.32,paid,delivered,True,20260903
ORD-0001795-2,ORD-0001795,2026-07-26,Mon3tr-通行证,1,39.0,0.0,0.0,39.0,12.48,12.48,paid,delivered,True,20260903
ORD-0001796-1,ORD-0001796,2026-07-01,怒潮凛冬-毛绒玩偶,2,128.0,0.1,25.6,230.4,61.44,122.88,paid,delivered,True,20260903
ORD-0001797-1,ORD-0001797,2026-06-30,焰狐龙梓兰-日用生活,1,99.0,0.1,9.9,89.1,45.54,45.54,paid,delivered,True,20260903
ORD-0001797-2,ORD-0001797,2026-06-30,怒潮凛冬-亚克力制品,1,48.0,0.1,4.8,43.2,16.8,16.8,paid,delivered,True,20260903
ORD-0001798-1,ORD-0001798,2026-08-23,予愿安洁莉娜-手办模玩,1,699.0,0.15,104.85,594.15,433.38,433.38,paid,delivered,True,20260903
ORD-0001799-1,ORD-0001799,2026-07-25,贝洛内-亚克力制品,1,48.0,0.0,0.0,48.0,16.8,16.8,paid,delivered,True,20260903
ORD-0001800-1,ORD-0001800,2026-08-13,缄默德克萨斯-手办模玩,2,699.0,0.1,139.8,1258.2,433.38,866.76,paid,delivered,True,20260903
ORD-0001801-1,ORD-0001801,2026-07-24,赤刃明霄陈-装饰摆件,2,89.0,0.0,0.0,178.0,37.38,74.76,paid,delivered,True,20260903
ORD-0001801-2,ORD-0001801,2026-07-24,缇缇-日用生活,1,99.0,0.0,0.0,99.0,45.54,45.54,paid,delivered,True,20260903
ORD-0001802-1,ORD-0001802,2026-06-20,死芒-通行证,1,39.0,0.1,3.9,35.1,12.48,12.48,paid,delivered,True,20260903
ORD-0001802-2,ORD-0001802,2026-06-20,贝洛内-毛绒玩偶,1,128.0,0.05,6.4,121.6,61.44,61.44,paid,delivered,True,20260903
ORD-0001803-1,ORD-0001803,2026-07-09,纯烬艾雅法拉-毛绒玩偶,1,128.0,0.0,0.0,128.0,61.44,61.44,paid,delivered,True,20260903
ORD-0001804-1,ORD-0001804,2026-07-21,贝洛内-亚克力制品,1,48.0,0.0,0.0,48.0,16.8,16.8,paid,delivered,True,20260903
ORD-0001805-1,ORD-0001805,2026-06-28,余-装饰摆件,2,89.0,0.0,0.0,178.0,37.38,74.76,paid,delivered,True,20260903
ORD-0001805-2,ORD-0001805,2026-06-28,佩佩-毛绒玩偶,1,128.0,0.15,19.2,108.8,61.44,61.44,paid,delivered,True,20260903
ORD-0001806-1,ORD-0001806,2026-06-16,望-亚克力制品,1,48.0,0.05,2.4,45.6,16.8,16.8,paid,delivered,True,20260903
ORD-0001807-1,ORD-0001807,2026-08-26,黍-毛绒玩偶,1,128.0,0.05,6.4,121.6,61.44,61.44,paid,delivered,True,20260903
ORD-0001808-1,ORD-0001808,2026-08-20,纯烬艾雅法拉-日用生活,1,99.0,0.05,4.95,94.05,45.54,45.54,paid,delivered,True,20260903
ORD-0001809-1,ORD-0001809,2026-07-28,赤刃明霄陈-吧唧（徽章）,1,18.0,0.0,0.0,18.0,5.4,5.4,paid,delivered,True,20260903
ORD-0001810-1,ORD-0001810,2026-08-28,佩佩-日用生活,1,99.0,0.1,9.9,89.1,45.54,45.54,paid,delivered,True,20260903
ORD-0001811-1,ORD-0001811,2026-07-05,归溟幽灵鲨-吧唧（徽章）,1,18.0,0.0,0.0,18.0,5.4,5.4,paid,delivered,True,20260903
ORD-0001812-1,ORD-0001812,2026-06-11,缪尔赛思-毛绒玩偶,2,128.0,0.05,12.8,243.2,61.44,122.88,paid,delivered,True,20260903
ORD-0001813-1,ORD-0001813,2026-07-21,焰狐龙梓兰-装饰摆件,1,89.0,0.0,0.0,89.0,37.38,37.38,paid,delivered,True,20260903
ORD-0001813-2,ORD-0001813,2026-07-21,予愿安洁莉娜-毛绒玩偶,2,128.0,0.1,25.6,230.4,61.44,122.88,paid,delivered,True,20260903
ORD-0001814-1,ORD-0001814,2026-07-29,黍-亚克力制品,1,48.0,0.0,0.0,48.0,16.8,16.8,paid,delivered,True,20260903
ORD-0001814-2,ORD-0001814,2026-07-29,真言-吧唧（徽章）,1,18.0,0.15,2.7,15.3,5.4,5.4,paid,delivered,True,20260903
ORD-0001815-1,ORD-0001815,2026-06-19,谬因-毛绒玩偶,1,128.0,0.0,0.0,128.0,61.44,61.44,paid,delivered,True,20260903
ORD-0001816-1,ORD-0001816,2026-07-30,死芒-日用生活,2,99.0,0.05,9.9,188.1,45.54,91.08,paid,delivered,True,20260903
ORD-0001816-2,ORD-0001816,2026-07-30,贝洛内-亚克力制品,1,48.0,0.0,0.0,48.0,16.8,16.8,paid,delivered,True,20260903
ORD-0001817-1,ORD-0001817,2026-07-25,重岳-吧唧（徽章）,1,18.0,0.0,0.0,18.0,5.4,5.4,paid,shipped,True,20260903
ORD-0001818-1,ORD-0001818,2026-07-07,黍-日用生活,1,99.0,0.15,14.85,84.15,45.54,45.54,paid,delivered,True,20260903
ORD-0001819-1,ORD-0001819,2026-06-15,余-吧唧（徽章）,2,18.0,0.0,0.0,36.0,5.4,10.8,paid,shipped,True,20260903
ORD-0001820-1,ORD-0001820,2026-07-23,予愿安洁莉娜-日用生活,1,99.0,0.15,14.85,84.15,45.54,45.54,paid,delivered,True,20260903
ORD-0001821-1,ORD-0001821,2026-06-19,佩佩-毛绒玩偶,1,128.0,0.0,0.0,128.0,61.44,61.44,paid,delivered,True,20260903
ORD-0001822-1,ORD-0001822,2026-06-05,结城理-毛绒玩偶,1,128.0,0.1,12.8,115.2,61.44,61.44,paid,delivered,True,20260903
ORD-0001823-1,ORD-0001823,2026-08-25,真言-日用生活,1,99.0,0.0,0.0,99.0,45.54,45.54,paid,delivered,True,20260903
ORD-0001823-2,ORD-0001823,2026-08-25,焰狐龙梓兰-手办模玩,1,699.0,0.05,34.95,664.05,433.38,433.38,paid,delivered,True,20260903
ORD-0001824-1,ORD-0001824,2026-07-18,维娜·维多利亚-毛绒玩偶,1,128.0,0.05,6.4,121.6,61.44,61.44,paid,delivered,True,20260903
ORD-0001825-1,ORD-0001825,2026-06-21,余-吧唧（徽章）,1,18.0,0.0,0.0,18.0,5.4,5.4,paid,delivered,True,20260903
ORD-0001826-1,ORD-0001826,2026-06-14,望-通行证,1,39.0,0.1,3.9,35.1,12.48,12.48,paid,delivered,True,20260903
ORD-0001827-1,ORD-0001827,2026-06-23,余-亚克力制品,2,48.0,0.0,0.0,96.0,16.8,33.6,paid,delivered,True,20260903
ORD-0001828-1,ORD-0001828,2026-07-31,荒芜拉普兰德-装饰摆件,1,89.0,0.05,4.45,84.55,37.38,37.38,paid,delivered,True,20260903
ORD-0001829-1,ORD-0001829,2026-06-21,斩业星熊-通行证,1,39.0,0.05,1.95,37.05,12.48,12.48,paid,delivered,True,20260903
ORD-0001830-1,ORD-0001830,2026-08-15,贝洛内-装饰摆件,1,89.0,0.05,4.45,84.55,37.38,37.38,paid,delivered,True,20260903
ORD-0001831-1,ORD-0001831,2026-07-25,荒芜拉普兰德-日用生活,1,99.0,0.0,0.0,99.0,45.54,45.54,paid,delivered,True,20260903
ORD-0001832-1,ORD-0001832,2026-08-28,维娜·维多利亚-亚克力制品,1,48.0,0.05,2.4,45.6,16.8,16.8,paid,delivered,True,20260903
ORD-0001833-1,ORD-0001833,2026-08-15,重岳-亚克力制品,1,48.0,0.05,2.4,45.6,16.8,16.8,paid,delivered,True,20260903
ORD-0001834-1,ORD-0001834,2026-07-06,黍-日用生活,1,99.0,0.15,14.85,84.15,45.54,45.54,cancelled,cancelled,True,20260903
ORD-0001835-1,ORD-0001835,2026-06-28,纯烬艾雅法拉-日用生活,1,99.0,0.0,0.0,99.0,45.54,45.54,paid,delivered,True,20260903
ORD-0001836-1,ORD-0001836,2026-07-25,凯尔希·思衡托-亚克力制品,3,48.0,0.05,7.2,136.8,16.8,50.4,paid,delivered,True,20260903
ORD-0001837-1,ORD-0001837,2026-07-26,维娜·维多利亚-装饰摆件,2,89.0,0.05,8.9,169.1,37.38,74.76,paid,delivered,True,20260903
ORD-0001837-2,ORD-0001837,2026-07-26,结城理-吧唧（徽章）,1,18.0,0.0,0.0,18.0,5.4,5.4,paid,delivered,True,20260903
ORD-0001837-3,ORD-0001837,2026-07-26,斩业星熊-手办模玩,1,699.0,0.0,0.0,699.0,433.38,433.38,paid,delivered,True,20260903
ORD-0001838-1,ORD-0001838,2026-06-28,斩业星熊-手办模玩,1,699.0,0.0,0.0,699.0,433.38,433.38,paid,delivered,True,20260903
ORD-0001839-1,ORD-0001839,2026-06-16,维娜·维多利亚-日用生活,1,99.0,0.1,9.9,89.1,45.54,45.54,paid,delivered,True,20260903
ORD-0001840-1,ORD-0001840,2026-08-18,真言-装饰摆件,1,89.0,0.1,8.9,80.1,37.38,37.38,paid,delivered,True,20260903
ORD-0001841-1,ORD-0001841,2026-06-13,结城理-吧唧（徽章）,1,18.0,0.0,0.0,18.0,5.4,5.4,paid,delivered,True,20260903
ORD-0001842-1,ORD-0001842,2026-06-01,斩业星熊-毛绒玩偶,1,128.0,0.0,0.0,128.0,61.44,61.44,paid,delivered,True,20260903
ORD-0001843-1,ORD-0001843,2026-08-05,贝洛内-手办模玩,1,699.0,0.05,34.95,664.05,433.38,433.38,paid,delivered,True,20260903
ORD-0001844-1,ORD-0001844,2026-06-24,贝洛内-亚克力制品,1,48.0,0.0,0.0,48.0,16.8,16.8,paid,delivered,True,20260903
ORD-0001845-1,ORD-0001845,2026-08-21,凯尔希·思衡托-日用生活,1,99.0,0.1,9.9,89.1,45.54,45.54,paid,delivered,True,20260903
ORD-0001845-2,ORD-0001845,2026-08-21,新约能天使-通行证,1,39.0,0.0,0.0,39.0,12.48,12.48,paid,delivered,True,20260903
ORD-0001846-1,ORD-0001846,2026-08-22,塑心-装饰摆件,1,89.0,0.0,0.0,89.0,37.38,37.38,paid,delivered,True,20260903
ORD-0001847-1,ORD-0001847,2026-06-19,黍-毛绒玩偶,1,128.0,0.0,0.0,128.0,61.44,61.44,paid,delivered,True,20260903
ORD-0001848-1,ORD-0001848,2026-06-19,贝洛内-日用生活,3,99.0,0.1,29.7,267.3,45.54,136.62,paid,delivered,True,20260903
ORD-0001849-1,ORD-0001849,2026-07-15,司霆惊蛰-吧唧（徽章）,1,18.0,0.0,0.0,18.0,5.4,5.4,paid,delivered,True,20260903
ORD-0001849-2,ORD-0001849,2026-07-15,缄默德克萨斯-装饰摆件,1,89.0,0.0,0.0,89.0,37.38,37.38,paid,delivered,True,20260903
ORD-0001850-1,ORD-0001850,2026-07-16,重岳-日用生活,1,99.0,0.0,0.0,99.0,45.54,45.54,paid,delivered,True,20260903
ORD-0001850-2,ORD-0001850,2026-07-16,余-亚克力制品,1,48.0,0.1,4.8,43.2,16.8,16.8,paid,delivered,True,20260903
ORD-0001850-3,ORD-0001850,2026-07-16,贝洛内-手办模玩,1,699.0,0.0,0.0,699.0,433.38,433.38,paid,delivered,True,20260903
ORD-0001851-1,ORD-0001851,2026-08-01,余-亚克力制品,1,48.0,0.0,0.0,48.0,16.8,16.8,paid,delivered,True,20260903
ORD-0001852-1,ORD-0001852,2026-08-06,真言-毛绒玩偶,1,128.0,0.0,0.0,128.0,61.44,61.44,paid,delivered,True,20260903
ORD-0001853-1,ORD-0001853,2026-07-22,予愿安洁莉娜-毛绒玩偶,1,128.0,0.15,19.2,108.8,61.44,61.44,paid,shipped,True,20260903
ORD-0001854-1,ORD-0001854,2026-07-16,斩业星熊-装饰摆件,1,89.0,0.1,8.9,80.1,37.38,37.38,paid,delivered,True,20260903
ORD-0001855-1,ORD-0001855,2026-06-03,荒芜拉普兰德-日用生活,1,99.0,0.0,0.0,99.0,45.54,45.54,paid,delivered,True,20260903
ORD-0001855-2,ORD-0001855,2026-06-03,望-手办模玩,1,699.0,0.0,0.0,699.0,433.38,433.38,paid,delivered,True,20260903
ORD-0001856-1,ORD-0001856,2026-07-24,新约能天使-毛绒玩偶,1,128.0,0.0,0.0,128.0,61.44,61.44,paid,delivered,True,20260903
ORD-0001856-2,ORD-0001856,2026-07-24,归溟幽灵鲨-通行证,1,39.0,0.05,1.95,37.05,12.48,12.48,paid,delivered,True,20260903
ORD-0001857-1,ORD-0001857,2026-07-26,娜斯提-亚克力制品,1,48.0,0.1,4.8,43.2,16.8,16.8,paid,delivered,True,20260903
ORD-0001857-2,ORD-0001857,2026-07-26,凛御银灰-手办模玩,1,699.0,0.1,69.9,629.1,433.38,433.38,paid,delivered,True,20260903
ORD-0001858-1,ORD-0001858,2026-08-02,司霆惊蛰-装饰摆件,1,89.0,0.0,0.0,89.0,37.38,37.38,cancelled,cancelled,True,20260903
ORD-0001858-2,ORD-0001858,2026-08-02,结城理-装饰摆件,1,89.0,0.0,0.0,89.0,37.38,37.38,cancelled,cancelled,True,20260903
ORD-0001858-3,ORD-0001858,2026-08-02,凛御银灰-装饰摆件,1,89.0,0.05,4.45,84.55,37.38,37.38,cancelled,cancelled,True,20260903
ORD-0001859-1,ORD-0001859,2026-06-01,黍-吧唧（徽章）,1,18.0,0.15,2.7,15.3,5.4,5.4,paid,delivered,True,20260903
ORD-0001860-1,ORD-0001860,2026-06-18,焰狐龙梓兰-日用生活,1,99.0,0.1,9.9,89.1,45.54,45.54,paid,delivered,True,20260903
ORD-0001861-1,ORD-0001861,2026-06-22,归溟幽灵鲨-亚克力制品,1,48.0,0.05,2.4,45.6,16.8,16.8,paid,delivered,True,20260903
ORD-0001861-2,ORD-0001861,2026-06-22,予愿安洁莉娜-手办模玩,1,699.0,0.0,0.0,699.0,433.38,433.38,paid,delivered,True,20260903
ORD-0001862-1,ORD-0001862,2026-08-18,黍-日用生活,1,99.0,0.0,0.0,99.0,45.54,45.54,paid,delivered,True,20260903
ORD-0001862-2,ORD-0001862,2026-08-18,予愿安洁莉娜-日用生活,1,99.0,0.1,9.9,89.1,45.54,45.54,paid,delivered,True,20260903
ORD-0001863-1,ORD-0001863,2026-06-17,凯尔希·思衡托-装饰摆件,1,89.0,0.0,0.0,89.0,37.38,37.38,paid,delivered,True,20260903
ORD-0001864-1,ORD-0001864,2026-06-19,凛御银灰-毛绒玩偶,1,128.0,0.05,6.4,121.6,61.44,61.44,paid,delivered,True,20260903
ORD-0001864-2,ORD-0001864,2026-06-19,怒潮凛冬-通行证,1,39.0,0.0,0.0,39.0,12.48,12.48,paid,delivered,True,20260903
ORD-0001865-1,ORD-0001865,2026-08-27,塑心-通行证,1,39.0,0.0,0.0,39.0,12.48,12.48,paid,delivered,True,20260903
ORD-0001866-1,ORD-0001866,2026-07-28,予愿安洁莉娜-手办模玩,1,699.0,0.1,69.9,629.1,433.38,433.38,paid,delivered,True,20260903
ORD-0001866-2,ORD-0001866,2026-07-28,贝洛内-装饰摆件,1,89.0,0.0,0.0,89.0,37.38,37.38,paid,delivered,True,20260903
ORD-0001867-1,ORD-0001867,2026-07-08,维娜·维多利亚-吧唧（徽章）,1,18.0,0.0,0.0,18.0,5.4,5.4,paid,delivered,True,20260903
ORD-0001867-2,ORD-0001867,2026-07-08,新约能天使-日用生活,1,99.0,0.1,9.9,89.1,45.54,45.54,paid,delivered,True,20260903
ORD-0001868-1,ORD-0001868,2026-07-25,望-亚克力制品,2,48.0,0.0,0.0,96.0,16.8,33.6,paid,delivered,True,20260903
ORD-0001868-2,ORD-0001868,2026-07-25,司霆惊蛰-亚克力制品,1,48.0,0.0,0.0,48.0,16.8,16.8,paid,delivered,True,20260903
ORD-0001869-1,ORD-0001869,2026-07-26,归溟幽灵鲨-吧唧（徽章）,1,18.0,0.05,0.9,17.1,5.4,5.4,paid,shipped,True,20260903
