order_id,order_date,channel,customer_segment,payment_status,fulfillment_status,order_amount,discount_amount,shipping_fee,paid_amount,is_simulated,simulation_seed
ORD-0001023,2026-07-14,线下展会或快闪店,occasional_buyer,paid,delivered,99.0,9.9,0.0,89.1,True,20260903
ORD-0001024,2026-06-05,B站会员购,core_buyer,paid,delivered,99.0,9.9,10.0,99.1,True,20260903
ORD-0001025,2026-07-06,B站会员购,potential_buyer,paid,delivered,96.0,0.0,10.0,106.0,True,20260903
ORD-0001026,2026-08-06,B站会员购,potential_buyer,paid,delivered,147.0,9.9,0.0,137.1,True,20260903
ORD-0001027,2026-06-30,官方商城,occasional_buyer,paid,delivered,699.0,34.95,0.0,664.05,True,20260903
ORD-0001028,2026-07-31,官方商城,potential_buyer,paid,delivered,217.0,8.9,0.0,208.1,True,20260903
ORD-0001029,2026-06-19,官方商城,core_buyer,paid,delivered,89.0,0.0,8.0,97.0,True,20260903
ORD-0001030,2026-07-30,其他,potential_buyer,paid,delivered,699.0,0.0,0.0,699.0,True,20260903
ORD-0001031,2026-07-17,线下展会或快闪店,occasional_buyer,paid,delivered,39.0,5.85,10.0,43.15,True,20260903
ORD-0001032,2026-07-22,官方商城,core_buyer,paid,shipped,48.0,0.0,0.0,48.0,True,20260903
ORD-0001033,2026-07-05,淘宝/天猫,potential_buyer,paid,delivered,287.0,14.35,0.0,272.65,True,20260903
ORD-0001034,2026-07-26,淘宝/天猫,occasional_buyer,paid,delivered,99.0,0.0,0.0,99.0,True,20260903
ORD-0001035,2026-08-18,官方商城,occasional_buyer,paid,delivered,89.0,0.0,8.0,97.0,True,20260903
ORD-0001036,2026-06-25,官方商城,core_buyer,paid,delivered,1398.0,34.95,0.0,1363.05,True,20260903
ORD-0001037,2026-06-22,官方商城,core_buyer,paid,delivered,48.0,4.8,8.0,51.2,True,20260903
ORD-0001038,2026-07-18,淘宝/天猫,core_buyer,paid,shipped,39.0,3.9,8.0,43.1,True,20260903
ORD-0001039,2026-08-22,线下展会或快闪店,potential_buyer,paid,delivered,256.0,0.0,0.0,256.0,True,20260903
ORD-0001040,2026-08-10,官方商城,occasional_buyer,paid,delivered,117.0,1.8,0.0,115.2,True,20260903
ORD-0001041,2026-08-27,官方商城,potential_buyer,paid,delivered,99.0,0.0,0.0,99.0,True,20260903
ORD-0001042,2026-06-06,官方商城,occasional_buyer,paid,delivered,99.0,0.0,0.0,99.0,True,20260903
ORD-0001043,2026-07-10,B站会员购,occasional_buyer,paid,delivered,788.0,48.3,0.0,739.7,True,20260903
ORD-0001044,2026-06-18,官方商城,occasional_buyer,paid,delivered,699.0,34.95,0.0,664.05,True,20260903
ORD-0001045,2026-06-16,官方商城,occasional_buyer,paid,delivered,99.0,0.0,0.0,99.0,True,20260903
ORD-0001046,2026-07-20,官方商城,occasional_buyer,paid,delivered,198.0,9.9,0.0,188.1,True,20260903
ORD-0001047,2026-08-12,淘宝/天猫,core_buyer,paid,delivered,39.0,1.95,0.0,37.05,True,20260903
ORD-0001048,2026-06-20,B站会员购,occasional_buyer,paid,delivered,39.0,3.9,0.0,35.1,True,20260903
ORD-0001049,2026-06-30,淘宝/天猫,occasional_buyer,paid,delivered,699.0,34.95,0.0,664.05,True,20260903
ORD-0001050,2026-07-13,官方商城,core_buyer,paid,delivered,256.0,0.0,0.0,256.0,True,20260903
ORD-0001051,2026-07-04,B站会员购,core_buyer,paid,delivered,89.0,0.0,10.0,99.0,True,20260903
ORD-0001052,2026-07-29,B站会员购,occasional_buyer,paid,delivered,18.0,0.0,8.0,26.0,True,20260903
ORD-0001053,2026-08-19,淘宝/天猫,core_buyer,paid,delivered,89.0,8.9,10.0,90.1,True,20260903
ORD-0001054,2026-06-30,B站会员购,occasional_buyer,paid,delivered,99.0,0.0,0.0,99.0,True,20260903
ORD-0001055,2026-07-05,直播间,occasional_buyer,paid,delivered,99.0,4.95,0.0,94.05,True,20260903
ORD-0001056,2026-06-10,二手平台,core_buyer,paid,delivered,99.0,0.0,0.0,99.0,True,20260903
ORD-0001057,2026-06-26,淘宝/天猫,core_buyer,paid,delivered,315.0,4.8,0.0,310.2,True,20260903
ORD-0001058,2026-07-19,淘宝/天猫,core_buyer,paid,delivered,89.0,0.0,12.0,101.0,True,20260903
ORD-0001059,2026-07-01,官方商城,occasional_buyer,paid,delivered,128.0,6.4,0.0,121.6,True,20260903
ORD-0001060,2026-07-20,淘宝/天猫,occasional_buyer,paid,delivered,117.0,10.8,0.0,106.2,True,20260903
ORD-0001061,2026-08-15,淘宝/天猫,occasional_buyer,paid,delivered,39.0,0.0,10.0,49.0,True,20260903
ORD-0001062,2026-07-21,淘宝/天猫,occasional_buyer,paid,pending,699.0,0.0,0.0,699.0,True,20260903
ORD-0001063,2026-07-04,线下展会或快闪店,occasional_buyer,paid,delivered,227.0,16.3,0.0,210.7,True,20260903
ORD-0001064,2026-08-16,淘宝/天猫,core_buyer,paid,delivered,747.0,0.0,0.0,747.0,True,20260903
ORD-0001065,2026-08-13,B站会员购,occasional_buyer,paid,delivered,699.0,69.9,0.0,629.1,True,20260903
ORD-0001066,2026-06-11,淘宝/天猫,potential_buyer,paid,delivered,99.0,4.95,0.0,94.05,True,20260903
ORD-0001067,2026-06-30,其他,core_buyer,paid,delivered,48.0,4.8,0.0,43.2,True,20260903
ORD-0001068,2026-06-09,淘宝/天猫,core_buyer,paid,delivered,89.0,0.0,8.0,97.0,True,20260903
ORD-0001069,2026-08-11,淘宝/天猫,occasional_buyer,paid,delivered,699.0,0.0,0.0,699.0,True,20260903
ORD-0001070,2026-08-03,B站会员购,potential_buyer,paid,delivered,99.0,0.0,0.0,99.0,True,20260903
ORD-0001071,2026-08-14,线下展会或快闪店,occasional_buyer,paid,delivered,48.0,0.0,0.0,48.0,True,20260903
ORD-0001072,2026-06-09,淘宝/天猫,core_buyer,paid,delivered,176.0,6.4,0.0,169.6,True,20260903
ORD-0001073,2026-06-30,官方商城,occasional_buyer,paid,delivered,89.0,0.0,12.0,101.0,True,20260903
ORD-0001074,2026-08-23,线下展会或快闪店,core_buyer,paid,delivered,18.0,0.0,10.0,28.0,True,20260903
ORD-0001075,2026-07-01,淘宝/天猫,occasional_buyer,paid,delivered,18.0,0.9,8.0,25.1,True,20260903
ORD-0001076,2026-07-25,B站会员购,potential_buyer,paid,delivered,78.0,0.0,8.0,86.0,True,20260903
ORD-0001077,2026-06-27,官方商城,occasional_buyer,paid,delivered,128.0,12.8,0.0,115.2,True,20260903
ORD-0001078,2026-08-12,淘宝/天猫,core_buyer,paid,delivered,717.0,72.6,0.0,644.4,True,20260903
ORD-0001079,2026-06-14,线下展会或快闪店,potential_buyer,paid,delivered,699.0,69.9,0.0,629.1,True,20260903
ORD-0001080,2026-08-05,淘宝/天猫,occasional_buyer,paid,delivered,89.0,8.9,8.0,88.1,True,20260903
ORD-0001081,2026-06-22,B站会员购,core_buyer,paid,delivered,117.0,11.7,0.0,105.3,True,20260903
ORD-0001082,2026-06-19,官方商城,core_buyer,paid,delivered,18.0,0.9,8.0,25.1,True,20260903
ORD-0001083,2026-07-08,线下展会或快闪店,potential_buyer,cancelled,cancelled,96.0,9.6,0.0,0.0,True,20260903
ORD-0001084,2026-06-18,淘宝/天猫,occasional_buyer,paid,delivered,198.0,4.95,0.0,193.05,True,20260903
ORD-0001085,2026-06-15,淘宝/天猫,core_buyer,paid,delivered,89.0,4.45,0.0,84.55,True,20260903
ORD-0001086,2026-06-23,官方商城,occasional_buyer,paid,delivered,89.0,8.9,0.0,80.1,True,20260903
ORD-0001087,2026-07-26,官方商城,core_buyer,paid,shipped,48.0,2.4,12.0,57.6,True,20260903
ORD-0001088,2026-06-26,线下展会或快闪店,core_buyer,paid,delivered,699.0,69.9,0.0,629.1,True,20260903
ORD-0001089,2026-06-25,官方商城,occasional_buyer,paid,delivered,176.0,7.2,0.0,168.8,True,20260903
ORD-0001090,2026-07-25,淘宝/天猫,core_buyer,paid,delivered,226.0,2.4,0.0,223.6,True,20260903
ORD-0001091,2026-07-04,B站会员购,core_buyer,paid,delivered,188.0,4.95,0.0,183.05,True,20260903
ORD-0001092,2026-07-24,淘宝/天猫,core_buyer,paid,delivered,39.0,0.0,0.0,39.0,True,20260903
ORD-0001093,2026-07-11,淘宝/天猫,core_buyer,paid,delivered,96.0,0.0,0.0,96.0,True,20260903
ORD-0001094,2026-07-05,淘宝/天猫,occasional_buyer,paid,delivered,39.0,0.0,0.0,39.0,True,20260903
ORD-0001095,2026-07-05,淘宝/天猫,core_buyer,paid,delivered,18.0,0.0,8.0,26.0,True,20260903
ORD-0001096,2026-06-23,B站会员购,core_buyer,paid,delivered,192.0,0.0,0.0,192.0,True,20260903
ORD-0001097,2026-06-06,其他,occasional_buyer,paid,delivered,1416.0,0.9,0.0,1415.1,True,20260903
ORD-0001098,2026-06-02,官方商城,core_buyer,paid,delivered,48.0,0.0,8.0,56.0,True,20260903
ORD-0001099,2026-06-21,淘宝/天猫,occasional_buyer,paid,delivered,39.0,0.0,8.0,47.0,True,20260903
ORD-0001100,2026-06-29,淘宝/天猫,core_buyer,paid,delivered,1398.0,69.9,0.0,1328.1,True,20260903
ORD-0001101,2026-06-26,淘宝/天猫,core_buyer,paid,delivered,176.0,4.8,0.0,171.2,True,20260903
ORD-0001102,2026-07-25,淘宝/天猫,occasional_buyer,paid,delivered,57.0,0.0,0.0,57.0,True,20260903
ORD-0001103,2026-08-01,官方商城,occasional_buyer,paid,delivered,128.0,12.8,0.0,115.2,True,20260903
ORD-0001104,2026-08-27,淘宝/天猫,core_buyer,paid,shipped,99.0,9.9,8.0,97.1,True,20260903
ORD-0001105,2026-07-25,线下展会或快闪店,occasional_buyer,paid,delivered,217.0,13.35,0.0,203.65,True,20260903
ORD-0001106,2026-08-08,线下展会或快闪店,core_buyer,paid,delivered,48.0,0.0,0.0,48.0,True,20260903
ORD-0001107,2026-07-31,淘宝/天猫,occasional_buyer,paid,shipped,777.0,3.9,0.0,773.1,True,20260903
ORD-0001108,2026-08-04,官方商城,occasional_buyer,cancelled,cancelled,128.0,6.4,0.0,0.0,True,20260903
ORD-0001109,2026-07-28,官方商城,occasional_buyer,paid,delivered,128.0,0.0,0.0,128.0,True,20260903
ORD-0001110,2026-07-02,淘宝/天猫,core_buyer,paid,shipped,256.0,12.8,0.0,243.2,True,20260903
ORD-0001111,2026-08-10,官方商城,core_buyer,paid,delivered,99.0,0.0,0.0,99.0,True,20260903
ORD-0001112,2026-07-20,B站会员购,core_buyer,paid,delivered,89.0,0.0,8.0,97.0,True,20260903
ORD-0001113,2026-06-16,淘宝/天猫,occasional_buyer,paid,delivered,99.0,4.95,8.0,102.05,True,20260903
ORD-0001114,2026-08-23,淘宝/天猫,occasional_buyer,paid,delivered,217.0,6.4,0.0,210.6,True,20260903
ORD-0001115,2026-07-07,官方商城,core_buyer,paid,delivered,138.0,0.0,0.0,138.0,True,20260903
ORD-0001116,2026-08-10,官方商城,core_buyer,paid,delivered,96.0,0.0,10.0,106.0,True,20260903
ORD-0001117,2026-06-18,二手平台,core_buyer,paid,delivered,39.0,0.0,0.0,39.0,True,20260903
ORD-0001118,2026-08-04,其他,core_buyer,paid,delivered,18.0,1.8,8.0,24.2,True,20260903
ORD-0001119,2026-08-24,官方商城,potential_buyer,paid,delivered,256.0,0.0,0.0,256.0,True,20260903
ORD-0001120,2026-07-07,淘宝/天猫,core_buyer,paid,delivered,39.0,3.9,8.0,43.1,True,20260903
ORD-0001121,2026-08-02,淘宝/天猫,potential_buyer,paid,delivered,36.0,0.0,0.0,36.0,True,20260903
ORD-0001122,2026-07-30,淘宝/天猫,occasional_buyer,paid,delivered,99.0,0.0,0.0,99.0,True,20260903
ORD-0001123,2026-08-16,其他,potential_buyer,paid,delivered,1398.0,69.9,0.0,1328.1,True,20260903
ORD-0001124,2026-08-01,官方商城,core_buyer,paid,delivered,18.0,2.7,8.0,23.3,True,20260903
ORD-0001125,2026-06-06,官方商城,occasional_buyer,paid,delivered,18.0,0.0,8.0,26.0,True,20260903
ORD-0001126,2026-07-12,B站会员购,occasional_buyer,paid,delivered,39.0,5.85,0.0,33.15,True,20260903
ORD-0001127,2026-06-22,淘宝/天猫,core_buyer,paid,delivered,48.0,0.0,0.0,48.0,True,20260903
ORD-0001128,2026-08-05,B站会员购,occasional_buyer,paid,delivered,198.0,0.0,0.0,198.0,True,20260903
ORD-0001129,2026-06-17,线下展会或快闪店,core_buyer,paid,delivered,128.0,0.0,0.0,128.0,True,20260903
ORD-0001130,2026-07-09,淘宝/天猫,core_buyer,paid,delivered,39.0,0.0,12.0,51.0,True,20260903
ORD-0001131,2026-08-09,线下展会或快闪店,core_buyer,paid,delivered,48.0,0.0,8.0,56.0,True,20260903
ORD-0001132,2026-07-14,B站会员购,core_buyer,paid,delivered,699.0,69.9,0.0,629.1,True,20260903
ORD-0001133,2026-06-07,直播间,core_buyer,paid,delivered,699.0,0.0,0.0,699.0,True,20260903
ORD-0001134,2026-07-12,官方商城,potential_buyer,paid,delivered,78.0,0.0,10.0,88.0,True,20260903
ORD-0001135,2026-07-31,淘宝/天猫,core_buyer,paid,delivered,48.0,0.0,0.0,48.0,True,20260903
ORD-0001136,2026-06-15,线下展会或快闪店,occasional_buyer,paid,delivered,48.0,4.8,8.0,51.2,True,20260903
ORD-0001137,2026-06-06,淘宝/天猫,occasional_buyer,paid,delivered,444.0,0.0,0.0,444.0,True,20260903
ORD-0001138,2026-06-17,淘宝/天猫,potential_buyer,paid,delivered,36.0,3.6,8.0,40.4,True,20260903
ORD-0001139,2026-08-21,官方商城,core_buyer,paid,delivered,699.0,0.0,0.0,699.0,True,20260903
ORD-0001140,2026-08-06,线下展会或快闪店,occasional_buyer,paid,delivered,256.0,38.4,0.0,217.6,True,20260903
ORD-0001141,2026-06-23,官方商城,occasional_buyer,paid,shipped,128.0,0.0,0.0,128.0,True,20260903
ORD-0001142,2026-07-28,官方商城,core_buyer,paid,delivered,788.0,34.95,0.0,753.05,True,20260903
ORD-0001143,2026-06-26,淘宝/天猫,potential_buyer,paid,delivered,48.0,2.4,8.0,53.6,True,20260903
ORD-0001144,2026-07-02,线下展会或快闪店,occasional_buyer,paid,delivered,699.0,0.0,0.0,699.0,True,20260903
ORD-0001145,2026-08-06,淘宝/天猫,occasional_buyer,paid,delivered,699.0,0.0,0.0,699.0,True,20260903
ORD-0001146,2026-07-07,官方商城,occasional_buyer,paid,delivered,845.0,1.8,0.0,843.2,True,20260903
ORD-0001147,2026-06-26,B站会员购,potential_buyer,paid,pending,128.0,6.4,0.0,121.6,True,20260903
ORD-0001148,2026-07-09,淘宝/天猫,core_buyer,paid,delivered,128.0,0.0,0.0,128.0,True,20260903
ORD-0001149,2026-07-12,B站会员购,occasional_buyer,paid,delivered,138.0,3.9,0.0,134.1,True,20260903
ORD-0001150,2026-08-06,官方商城,occasional_buyer,paid,shipped,128.0,0.0,0.0,128.0,True,20260903
ORD-0001151,2026-08-11,淘宝/天猫,potential_buyer,paid,delivered,277.0,17.8,0.0,259.2,True,20260903
ORD-0001152,2026-08-16,官方商城,potential_buyer,paid,delivered,117.0,0.9,0.0,116.1,True,20260903
ORD-0001153,2026-06-21,淘宝/天猫,core_buyer,cancelled,cancelled,39.0,0.0,10.0,0.0,True,20260903
ORD-0001154,2026-08-16,线下展会或快闪店,core_buyer,paid,delivered,185.0,0.0,0.0,185.0,True,20260903
ORD-0001155,2026-08-03,淘宝/天猫,core_buyer,paid,delivered,39.0,0.0,0.0,39.0,True,20260903
ORD-0001156,2026-07-30,淘宝/天猫,occasional_buyer,paid,delivered,18.0,0.9,0.0,17.1,True,20260903
ORD-0001157,2026-08-07,官方商城,core_buyer,paid,delivered,18.0,0.9,12.0,29.1,True,20260903
ORD-0001158,2026-06-21,B站会员购,occasional_buyer,paid,pending,87.0,4.35,0.0,82.65,True,20260903
ORD-0001159,2026-08-14,其他,core_buyer,paid,delivered,66.0,0.9,10.0,75.1,True,20260903
ORD-0001160,2026-08-05,淘宝/天猫,occasional_buyer,paid,delivered,18.0,2.7,0.0,15.3,True,20260903
ORD-0001161,2026-08-02,B站会员购,core_buyer,paid,delivered,39.0,1.95,10.0,47.05,True,20260903
ORD-0001162,2026-08-02,B站会员购,core_buyer,cancelled,cancelled,39.0,3.9,10.0,0.0,True,20260903
ORD-0001163,2026-08-21,线下展会或快闪店,core_buyer,paid,delivered,18.0,1.8,0.0,16.2,True,20260903
ORD-0001164,2026-06-09,淘宝/天猫,occasional_buyer,paid,delivered,39.0,0.0,8.0,47.0,True,20260903
ORD-0001165,2026-07-09,淘宝/天猫,core_buyer,paid,delivered,39.0,1.95,8.0,45.05,True,20260903
ORD-0001166,2026-07-01,官方商城,potential_buyer,paid,delivered,128.0,0.0,0.0,128.0,True,20260903
ORD-0001167,2026-06-18,淘宝/天猫,occasional_buyer,paid,delivered,48.0,0.0,8.0,56.0,True,20260903
ORD-0001168,2026-08-18,淘宝/天猫,occasional_buyer,paid,delivered,89.0,0.0,0.0,89.0,True,20260903
ORD-0001169,2026-07-13,线下展会或快闪店,core_buyer,paid,delivered,48.0,0.0,10.0,58.0,True,20260903
ORD-0001170,2026-07-29,官方商城,core_buyer,paid,delivered,128.0,3.9,0.0,124.1,True,20260903
ORD-0001171,2026-07-27,B站会员购,core_buyer,cancelled,cancelled,699.0,69.9,0.0,0.0,True,20260903
ORD-0001172,2026-08-05,B站会员购,occasional_buyer,paid,delivered,39.0,0.0,8.0,47.0,True,20260903
ORD-0001173,2026-06-18,官方商城,core_buyer,paid,shipped,18.0,0.0,8.0,26.0,True,20260903
ORD-0001174,2026-07-23,淘宝/天猫,occasional_buyer,paid,delivered,128.0,0.0,0.0,128.0,True,20260903
ORD-0001175,2026-06-20,B站会员购,occasional_buyer,paid,delivered,1487.0,144.25,0.0,1342.75,True,20260903
ORD-0001176,2026-07-31,B站会员购,core_buyer,paid,delivered,89.0,0.0,8.0,97.0,True,20260903
ORD-0001177,2026-06-18,淘宝/天猫,core_buyer,paid,delivered,18.0,0.9,8.0,25.1,True,20260903
ORD-0001178,2026-08-24,官方商城,core_buyer,paid,delivered,48.0,0.0,8.0,56.0,True,20260903
ORD-0001179,2026-07-14,线下展会或快闪店,occasional_buyer,paid,delivered,1398.0,69.9,0.0,1328.1,True,20260903
ORD-0001180,2026-06-29,淘宝/天猫,core_buyer,paid,delivered,128.0,12.8,0.0,115.2,True,20260903
ORD-0001181,2026-07-18,线下展会或快闪店,core_buyer,paid,delivered,788.0,8.9,0.0,779.1,True,20260903
ORD-0001182,2026-06-21,官方商城,occasional_buyer,paid,delivered,48.0,0.0,0.0,48.0,True,20260903
ORD-0001183,2026-08-24,官方商城,core_buyer,paid,delivered,48.0,2.4,0.0,45.6,True,20260903
ORD-0001184,2026-07-14,B站会员购,core_buyer,paid,delivered,89.0,0.0,0.0,89.0,True,20260903
ORD-0001185,2026-08-24,官方商城,occasional_buyer,paid,delivered,89.0,0.0,8.0,97.0,True,20260903
ORD-0001186,2026-08-03,淘宝/天猫,core_buyer,paid,pending,699.0,0.0,0.0,699.0,True,20260903
ORD-0001187,2026-08-07,线下展会或快闪店,potential_buyer,paid,delivered,128.0,12.8,0.0,115.2,True,20260903
ORD-0001188,2026-07-13,B站会员购,occasional_buyer,cancelled,cancelled,96.0,0.0,0.0,0.0,True,20260903
ORD-0001189,2026-08-29,淘宝/天猫,occasional_buyer,paid,delivered,699.0,0.0,0.0,699.0,True,20260903
ORD-0001190,2026-07-15,淘宝/天猫,occasional_buyer,paid,delivered,788.0,104.85,0.0,683.15,True,20260903
ORD-0001191,2026-07-06,B站会员购,core_buyer,paid,delivered,89.0,0.0,8.0,97.0,True,20260903
ORD-0001192,2026-07-09,官方商城,core_buyer,paid,delivered,699.0,0.0,0.0,699.0,True,20260903
ORD-0001193,2026-06-23,官方商城,potential_buyer,paid,delivered,18.0,0.9,8.0,25.1,True,20260903
ORD-0001194,2026-07-14,B站会员购,core_buyer,paid,delivered,699.0,69.9,0.0,629.1,True,20260903
ORD-0001195,2026-07-01,B站会员购,occasional_buyer,paid,delivered,39.0,3.9,10.0,45.1,True,20260903
ORD-0001196,2026-08-08,官方商城,core_buyer,paid,delivered,39.0,1.95,0.0,37.05,True,20260903
ORD-0001197,2026-06-15,线下展会或快闪店,occasional_buyer,paid,delivered,144.0,7.2,0.0,136.8,True,20260903
ORD-0001198,2026-07-19,淘宝/天猫,occasional_buyer,paid,delivered,99.0,0.0,0.0,99.0,True,20260903
ORD-0001199,2026-08-22,官方商城,core_buyer,paid,delivered,99.0,4.95,10.0,104.05,True,20260903
ORD-0001200,2026-07-04,淘宝/天猫,core_buyer,paid,delivered,128.0,0.0,0.0,128.0,True,20260903
ORD-0001201,2026-06-24,线下展会或快闪店,occasional_buyer,paid,delivered,89.0,0.0,0.0,89.0,True,20260903
ORD-0001202,2026-08-03,官方商城,core_buyer,paid,delivered,99.0,0.0,0.0,99.0,True,20260903
ORD-0001203,2026-07-13,淘宝/天猫,core_buyer,paid,delivered,89.0,0.0,8.0,97.0,True,20260903
ORD-0001204,2026-07-05,官方商城,potential_buyer,paid,delivered,128.0,0.0,0.0,128.0,True,20260903
ORD-0001205,2026-06-18,淘宝/天猫,occasional_buyer,paid,delivered,18.0,0.0,12.0,30.0,True,20260903
ORD-0001206,2026-06-05,官方商城,occasional_buyer,paid,delivered,39.0,0.0,8.0,47.0,True,20260903
ORD-0001207,2026-07-12,线下展会或快闪店,potential_buyer,paid,delivered,128.0,0.0,0.0,128.0,True,20260903
ORD-0001208,2026-08-13,淘宝/天猫,core_buyer,paid,delivered,89.0,0.0,8.0,97.0,True,20260903
ORD-0001209,2026-07-04,线下展会或快闪店,core_buyer,paid,delivered,99.0,0.0,0.0,99.0,True,20260903
ORD-0001210,2026-07-25,淘宝/天猫,occasional_buyer,paid,delivered,48.0,4.8,8.0,51.2,True,20260903
ORD-0001211,2026-06-19,线下展会或快闪店,core_buyer,paid,delivered,18.0,2.7,0.0,15.3,True,20260903
ORD-0001212,2026-08-03,淘宝/天猫,potential_buyer,paid,delivered,89.0,8.9,0.0,80.1,True,20260903
ORD-0001213,2026-07-03,B站会员购,occasional_buyer,paid,delivered,18.0,0.0,10.0,28.0,True,20260903
ORD-0001214,2026-08-04,线下展会或快闪店,core_buyer,paid,delivered,128.0,12.8,0.0,115.2,True,20260903
ORD-0001215,2026-08-29,淘宝/天猫,occasional_buyer,paid,delivered,99.0,9.9,8.0,97.1,True,20260903
ORD-0001216,2026-08-26,线下展会或快闪店,core_buyer,paid,delivered,39.0,0.0,12.0,51.0,True,20260903
ORD-0001217,2026-06-16,淘宝/天猫,potential_buyer,paid,delivered,18.0,0.0,10.0,28.0,True,20260903
ORD-0001218,2026-08-07,B站会员购,core_buyer,paid,delivered,128.0,6.4,0.0,121.6,True,20260903
ORD-0001219,2026-07-10,B站会员购,core_buyer,paid,delivered,89.0,13.35,12.0,87.65,True,20260903
ORD-0001220,2026-08-08,二手平台,core_buyer,paid,delivered,18.0,0.9,8.0,25.1,True,20260903
ORD-0001221,2026-07-10,线下展会或快闪店,core_buyer,paid,delivered,216.0,0.0,0.0,216.0,True,20260903
ORD-0001222,2026-08-09,B站会员购,occasional_buyer,paid,delivered,128.0,0.0,0.0,128.0,True,20260903
ORD-0001223,2026-07-30,线下展会或快闪店,occasional_buyer,paid,delivered,99.0,0.0,0.0,99.0,True,20260903
ORD-0001224,2026-07-14,淘宝/天猫,core_buyer,paid,delivered,96.0,0.0,8.0,104.0,True,20260903
ORD-0001225,2026-06-17,淘宝/天猫,occasional_buyer,paid,delivered,128.0,0.0,0.0,128.0,True,20260903
ORD-0001226,2026-08-16,B站会员购,core_buyer,paid,delivered,39.0,0.0,0.0,39.0,True,20260903
ORD-0001227,2026-07-16,淘宝/天猫,occasional_buyer,paid,delivered,39.0,1.95,0.0,37.05,True,20260903
ORD-0001228,2026-07-19,淘宝/天猫,potential_buyer,paid,delivered,36.0,0.0,8.0,44.0,True,20260903
ORD-0001229,2026-07-17,其他,occasional_buyer,paid,delivered,39.0,0.0,10.0,49.0,True,20260903
ORD-0001230,2026-08-24,B站会员购,core_buyer,paid,delivered,699.0,69.9,0.0,629.1,True,20260903
ORD-0001231,2026-06-23,B站会员购,potential_buyer,paid,pending,146.0,0.0,0.0,146.0,True,20260903
ORD-0001232,2026-07-12,B站会员购,core_buyer,paid,delivered,188.0,0.0,0.0,188.0,True,20260903
ORD-0001233,2026-06-22,官方商城,occasional_buyer,paid,delivered,39.0,0.0,8.0,47.0,True,20260903
ORD-0001234,2026-06-20,其他,occasional_buyer,paid,delivered,167.0,21.15,0.0,145.85,True,20260903
ORD-0001235,2026-07-26,淘宝/天猫,occasional_buyer,paid,delivered,699.0,0.0,0.0,699.0,True,20260903
ORD-0001236,2026-07-15,淘宝/天猫,core_buyer,paid,delivered,48.0,7.2,8.0,48.8,True,20260903
ORD-0001237,2026-07-16,官方商城,core_buyer,paid,delivered,48.0,2.4,8.0,53.6,True,20260903
ORD-0001238,2026-07-11,淘宝/天猫,occasional_buyer,paid,delivered,135.0,7.2,0.0,127.8,True,20260903
ORD-0001239,2026-07-17,淘宝/天猫,core_buyer,paid,delivered,18.0,0.0,8.0,26.0,True,20260903
ORD-0001240,2026-08-04,B站会员购,potential_buyer,paid,delivered,99.0,4.95,8.0,102.05,True,20260903
ORD-0001241,2026-07-16,B站会员购,core_buyer,paid,delivered,48.0,0.0,8.0,56.0,True,20260903
ORD-0001242,2026-07-19,淘宝/天猫,occasional_buyer,paid,delivered,48.0,4.8,0.0,43.2,True,20260903
ORD-0001243,2026-06-21,官方商城,potential_buyer,paid,delivered,48.0,0.0,0.0,48.0,True,20260903
ORD-0001244,2026-08-08,淘宝/天猫,core_buyer,paid,delivered,99.0,9.9,10.0,99.1,True,20260903
ORD-0001245,2026-08-24,官方商城,core_buyer,paid,delivered,2895.0,69.9,0.0,2825.1,True,20260903
ORD-0001246,2026-06-19,淘宝/天猫,occasional_buyer,paid,shipped,48.0,2.4,8.0,53.6,True,20260903
ORD-0001247,2026-07-06,B站会员购,core_buyer,paid,delivered,176.0,0.0,0.0,176.0,True,20260903
ORD-0001248,2026-06-12,淘宝/天猫,occasional_buyer,paid,delivered,128.0,12.8,0.0,115.2,True,20260903
ORD-0001249,2026-08-23,官方商城,occasional_buyer,cancelled,cancelled,717.0,72.6,0.0,0.0,True,20260903
ORD-0001250,2026-06-16,淘宝/天猫,occasional_buyer,paid,delivered,717.0,0.0,0.0,717.0,True,20260903
ORD-0001251,2026-08-11,官方商城,potential_buyer,paid,delivered,294.0,4.95,0.0,289.05,True,20260903
ORD-0001252,2026-07-09,淘宝/天猫,occasional_buyer,paid,delivered,78.0,3.9,0.0,74.1,True,20260903
ORD-0001253,2026-08-29,线下展会或快闪店,occasional_buyer,paid,delivered,39.0,1.95,0.0,37.05,True,20260903
ORD-0001254,2026-07-07,B站会员购,core_buyer,paid,delivered,137.0,2.4,0.0,134.6,True,20260903
ORD-0001255,2026-07-23,官方商城,occasional_buyer,paid,delivered,147.0,22.05,0.0,124.95,True,20260903
ORD-0001256,2026-06-21,淘宝/天猫,core_buyer,paid,delivered,48.0,0.0,12.0,60.0,True,20260903
ORD-0001257,2026-07-13,淘宝/天猫,core_buyer,paid,delivered,128.0,0.0,0.0,128.0,True,20260903
ORD-0001258,2026-06-26,淘宝/天猫,core_buyer,paid,delivered,699.0,0.0,0.0,699.0,True,20260903
ORD-0001259,2026-07-24,B站会员购,potential_buyer,paid,delivered,48.0,4.8,8.0,51.2,True,20260903
ORD-0001260,2026-06-21,B站会员购,potential_buyer,paid,delivered,99.0,4.95,0.0,94.05,True,20260903
