bvid,title,description,owner_mid,owner_name,published_at,view,like,coin,favorite,share,reply,danmaku,source_url,source_type,metric_precision,collected_at,age_days,content_type,explicit_operator,publication_year,views_per_day,weighted_interactions,weighted_engagement_rate,intent_rate,discussion_rate,archive_reach_score,archive_momentum_score,archive_engagement_score,archive_content_score
BV1TGSAB1EZD,《明日方舟》SideStory「未许之地」活动宣传pv,"《明日方舟》SideStory「未许之地」活动即将开启

“天空从来都是空空荡荡。
“在天空上填满东西的，是我们自己。”

————————————
更多活动详情内容详见游戏内公告。",161775300,明日方舟,2025-11-30T03:00:00+00:00,2303063,99718,21061,12203,38205,14668,11048,https://www.bilibili.com/video/BV1TGSAB1EZD,official_public_aggregate,exact_api,2026-09-02T18:57:30.589921+08:00,278.6792766520949,event_pv,,2025,8264.20617875781,308387.0,0.1339029805090004,0.0363307473568895,0.011165999366930041,71.58469945355192,89.61748633879782,17.66848816029144,60.81967213114754
BV19WUnBTEBo,《明日方舟》EP - Secret Escape,"11月22日 Secret Escape 正式上架各音乐平台

【专辑介绍】
一片炉火，几盏烛光；三两好友，七八佳肴。
暮色四合，冬日萧瑟，此间归所为你点亮一隅暖色。

【歌曲列表】
Secret Escape
Secret Escape (Instrumental)",161775300,明日方舟,2025-11-22T03:00:46+00:00,936541,84620,19711,22611,8867,4405,2893,https://www.bilibili.com/video/BV19WUnBTEBo,official_public_aggregate,exact_api,2026-09-02T18:55:06.385752+08:00,286.6787442446875,music_ep,,2025,3266.8658517655526,203919.0,0.2177363297495785,0.0788006077683732,0.007792504545983571,21.493624772313296,74.68123861566485,78.87067395264117,54.66302367941712
BV1KLkZB2Ezu,《明日方舟》「卫戍协议：盟约」宣传PV,《明日方舟》「卫戍协议：盟约」宣传PV,161775300,明日方舟,2025-11-10T03:03:45+00:00,1604779,72097,11157,7343,18044,29957,4667,https://www.bilibili.com/video/BV1KLkZB2Ezu,official_public_aggregate,exact_api,2026-09-02T18:57:42.230695+08:00,298.67667248542824,other_pv,,2025,5372.963970188511,210498.0,0.1311694632095759,0.02734769086584508,0.021575556509650238,50.27322404371585,85.79234972677595,16.029143897996356,50.65573770491804
BV1Mh1aBHEJi,《明日方舟》EP - Stardust on Me,"11月3日 Stardust on Me 正式上架各音乐平台

【专辑介绍】
我们手执不同尺规，沿着各自的轨道测绘万千星河。
纵如微茫星尘，仍欲以孤光将未知照亮。

【歌曲列表】
Stardust on Me
Stardust on Me (Instrumental)",161775300,明日方舟,2025-11-03T02:59:51+00:00,481445,48202,11057,12582,2081,3342,315,https://www.bilibili.com/video/BV1Mh1aBHEJi,official_public_aggregate,exact_api,2026-09-02T18:57:08.768929+08:00,305.6793808187616,music_ep,,2025,1574.9999189034293,106893.5,0.22202639969259208,0.07955633561466004,0.00759588322653678,3.825136612021858,48.816029143898,80.32786885245902,40.27322404371584
BV1jtyRBZETq,《明日方舟》EP - Follow Your Heart,"11 月 2 日 Follow Your Heart 正式上架各音乐平台

【专辑介绍】
她曾以指尖叩问冻土：我们所信仰的来自何处？
而风雪只是吹拂，引她向那古老的山路。

【歌曲列表】
Follow Your Heart
Follow Your Heart (Instrumental)",161775300,明日方舟,2025-11-02T03:00:00+00:00,642946,61688,18897,19448,3351,4589,1746,https://www.bilibili.com/video/BV1jtyRBZETq,official_public_aggregate,exact_api,2026-09-02T18:57:15.038528+08:00,306.6792766520949,music_ep,,2025,2096.4768373618376,156187.5,0.24292475573376301,0.09509974399094169,0.00985308252948148,10.200364298724955,61.384335154826964,87.7959927140255,48.83424408014572
BV1kP13BEErz,《明日方舟》EP - The Walk,"11月1日 The Walk 正式上架各音乐平台

【专辑介绍】
若天幕渐暗，群山失语，泥泞蔓延于故土，
我当以身为刃，破开浓雾，用新雪照彻明日之途。

【歌曲列表】
The Walk
The Walk (Instrumental)",161775300,明日方舟,2025-11-01T03:00:00+00:00,909208,86468,39418,27666,7790,9899,7013,https://www.bilibili.com/video/BV1kP13BEErz,official_public_aggregate,exact_api,2026-09-02T18:57:14.254107+08:00,307.6792766520949,music_ep,,2025,2955.0511490186495,262361.0,0.2885599334805677,0.11277947400374831,0.018600804216416925,20.58287795992714,71.40255009107467,95.81056466302368,58.397085610200364
BV1E3yUBLE5c,《明日方舟》限定干员「凛御银灰」前瞻PV,"老哥其实从来都没有变过,他还是那个想要保护所有人的""希瓦艾什家主""。",161775300,明日方舟,2025-10-29T03:00:29+00:00,1560335,85975,26396,16481,15807,15241,15366,https://www.bilibili.com/video/BV1E3yUBLE5c,official_public_aggregate,exact_api,2026-09-02T18:55:00.949741+08:00,310.67894100394676,operator_pv,凛御银灰,2025,5022.339122689935,249694.5,0.1600262123197903,0.048172347604841265,0.019615659457744652,46.994535519125684,84.8816029143898,34.06193078324226,54.48087431693989
BV1oHyrBsEZU,《明日方舟》2025「感谢庆典」前瞻特别直播节目（附字幕）,再次感谢大家的支持，关于《明日方舟》2025「感谢庆典」更多活动详情详见游戏内公告。,161775300,明日方舟,2025-10-28T11:00:00+00:00,752407,38708,6429,4394,1454,8656,2645,https://www.bilibili.com/video/BV1oHyrBsEZU,official_public_aggregate,exact_api,2026-09-02T18:57:43.803277+08:00,311.3459433187616,other_official,,2025,2416.626958359538,79022.5,0.10502626902726848,0.022156891150667126,0.015019796466540052,14.571948998178508,66.12021857923497,5.100182149362477,27.194899817850636
BV1ZJyrBdEor,《明日方舟》2025「感谢庆典」声优祝福,"-特别感谢-

（以下排名不分先后）

刘北辰 张雨曦 李嘉祥 何雨薇 克里斯汀小姐
伊藤静 清水理沙 福井裕佳梨 小西克幸 Denis Nekrasov

来自各位老师们为本次《明日方舟》2025「感谢庆典」送上的祝福。
非常感谢老师们的祝福与认可！",161775300,明日方舟,2025-10-28T10:45:10+00:00,342451,30990,4549,4512,1280,2185,1998,https://www.bilibili.com/video/BV1ZJyrBdEor,official_public_aggregate,exact_api,2026-09-02T18:57:43.803277+08:00,311.3562442446875,other_official,,2025,1099.868739844112,57228.5,0.16711441928918297,0.04337262849283547,0.012214886217298241,1.092896174863388,32.05828779599271,39.162112932604735,21.80327868852459
BV1X2sZzYExt,《明日方舟》特别映像[乌萨斯：至伟之人],这堂课，我们只讲述历史的开始，一位使乌萨斯真正站立于大地的人物。,161775300,明日方舟,2025-10-26T05:00:00+00:00,584632,39609,4995,5440,1933,3009,375,https://www.bilibili.com/video/BV1X2sZzYExt,official_public_aggregate,exact_api,2026-09-02T18:57:30.589921+08:00,313.5959433187616,animation_brand,,2025,1864.284320176099,70979.0,0.12140799682535339,0.030460186921003298,0.005788256544287689,7.650273224043716,56.284153005464475,9.47176684881603,22.786885245901637
BV1HtsZz2E19,《明日方舟》特别映像[米诺斯：英雄之乡],接下来我们要讲述的，是一位英雄的故事，也是米诺斯，这个英雄的故乡，建立的历史。,161775300,明日方舟,2025-10-26T04:00:00+00:00,562892,36187,4193,4006,2319,2880,637,https://www.bilibili.com/video/BV1HtsZz2E19,official_public_aggregate,exact_api,2026-09-02T18:55:11.918815+08:00,313.63760998542824,animation_brand,,2025,1794.7209839602854,64180.5,0.11401920794752812,0.025802462994677488,0.0062480902197934955,6.375227686703097,54.09836065573771,7.285974499089254,20.965391621129328
BV1JesZzkEjM,一分（多）钟看泰拉#3,一瓶汽水的时间了解一个泰拉知识，关注我的频道，大地的秘密等你来揭开。,161775300,明日方舟,2025-10-26T03:00:00+00:00,587459,44383,4961,5868,1173,1643,855,https://www.bilibili.com/video/BV1JesZzkEjM,official_public_aggregate,exact_api,2026-09-02T18:57:30.589921+08:00,313.6792766520949,other_official,,2025,1872.8014367731316,72452.0,0.12333116013202623,0.030419144144527534,0.004252211643706199,7.832422586520947,56.466302367941715,10.92896174863388,23.351548269581055
BV1FbsdzME6E,明日方舟2025感谢庆典印象曲 - When We Were the Most Beautiful by Higuchi Ai,"塞壬唱片-MSR携手@樋口爱HiguchiAi  ，打造明日方舟2025感谢庆典印象曲《When We Were the Most Beautiful》 
作词 樋口爱（Higuchi Ai）
作曲 樋口爱（Higuchi Ai）

我们如风穿行于时间，在夜色与晨曦交替的瞬息驻足。
“此刻”是河川跃动的浮光，而每一粒光点连缀成永恒。
""We live in the moment.""",161775300,明日方舟,2025-10-25T14:00:00+00:00,2087469,190475,131840,97651,26408,11196,1997,https://www.bilibili.com/video/BV1FbsdzME6E,official_public_aggregate,exact_api,2026-09-02T18:57:40.658319+08:00,314.2209433187616,other_official,,2025,6643.315935444716,746473.5,0.3575974062369309,0.16936778462338842,0.0063200938552859945,66.48451730418944,88.70673952641167,98.54280510018215,82.76867030965391
BV1ZasdzNEDm,《明日方舟》特别映像【前探泰拉:警兆】,"《明日方舟》特别映像【前探泰拉:警兆】

博士！你来得正好，我需要你立刻来看看这些报告。",161775300,明日方舟,2025-10-25T13:30:00+00:00,880802,49990,8784,9407,6130,5124,1746,https://www.bilibili.com/video/BV1ZasdzNEDm,official_public_aggregate,exact_api,2026-09-02T18:57:03.296797+08:00,314.2417766520949,animation_brand,,2025,2802.943674084297,113321.0,0.12865661067981227,0.038292374449649294,0.007799709809923229,19.30783242258652,71.22040072859745,14.025500910746814,33.29690346083789
BV1uSsdz9EAz,明日方舟 × 怪物猎人 联动第二期前瞻预告,明日方舟×怪物猎人 联动sidestory第二期筹备中,161775300,明日方舟,2025-10-25T13:10:00+00:00,3337263,122022,15280,10984,55320,25090,16730,https://www.bilibili.com/video/BV1uSsdz9EAz,official_public_aggregate,exact_api,2026-09-02T18:57:52.413633+08:00,314.25566554098384,other_official,,2025,10619.579425099557,386510.0,0.11581646397062503,0.02773770002544001,0.012531226936564483,87.43169398907104,91.98542805100182,8.014571948998178,64.97267759562841
BV1T5sWztErE,《明日方舟》× 海底捞「罗德岛番茄派对」合作宣传PV,"酸甜鼎沸，欢趣入味。
明日方舟携手@海底捞火锅  ，邀博士相聚罗德岛番茄派对。

更多活动详情，请关注海底捞自媒体账号。",161775300,明日方舟,2025-10-25T13:05:00+00:00,452705,25611,2862,2992,2876,2162,2884,https://www.bilibili.com/video/BV1T5sWztErE,official_public_aggregate,exact_api,2026-09-02T18:53:08.573872+08:00,314.259137763206,other_pv,,2025,1440.5468150336262,50632.0,0.11184325333274428,0.025893241735788206,0.011146331496228228,3.096539162112933,45.537340619307834,6.375227686703097,16.81238615664845
BV1JQsoz3EtK,《明日方舟》2025「感谢庆典」活动宣传PV,"《明日方舟》2025「感谢庆典」活动宣传PV

于是我们行走在谢拉格的土地上，以我们自己的名字，以谢拉格人的名义。

———————————— 
详细活动内容敬请关注《明日方舟》游戏内相关公告。",161775300,明日方舟,2025-10-25T12:15:00+00:00,3434647,86794,36231,17623,18440,498655,18490,https://www.bilibili.com/video/BV1JQsoz3EtK,official_public_aggregate,exact_api,2026-09-02T18:57:47.698188+08:00,314.29385998542824,event_pv,,2025,10928.13903573949,1007049.5,0.29320320254162946,0.026179400677857144,0.15056714707508514,88.88888888888889,92.53187613843352,96.35701275045537,92.22222222222223
BV1XWsoz8EVo,《明日方舟》SideStory「雪山降临1101」活动先导PV,"《明日方舟》SideStory「雪山降临1101」活动先导PV

千万个和平而无忧的日夜在此终结
于是人们祈祷，祂再无回声
寻觅心，寻觅出路，寻觅已失去的庇佑
先驱者以钢铁塑造利爪，响应者连声高呼
警示，见证，再次出发，我们仍有明天

———————————— 
详细活动内容敬请关注《明日方舟》游戏内相关公告。",161775300,明日方舟,2025-10-25T12:10:00+00:00,1378083,75641,25420,15726,12024,12992,8187,https://www.bilibili.com/video/BV1XWsoz8EVo,official_public_aggregate,exact_api,2026-09-02T18:57:36.032983+08:00,314.29733220765047,event_pv,,2025,4384.647462071125,217586.5,0.15789070759888918,0.049994085987563885,0.015368450231227002,40.80145719489982,80.51001821493625,32.05828779599271,50.09107468123862
BV1H8W6ztEwp,《明日方舟》EP - Paper Boat,"10 月 17 日 Paper Boat 正式上架各音乐平台

【专辑介绍】
小船儿，轻轻摇，夜空为你盖被袄。
星光铺条银河路，伴你梦乡到天晓。

【歌曲列表】
Paper Boat
Paper Boat (Instrumental)",161775300,明日方舟,2025-10-17T03:00:00+00:00,852350,77714,19723,22130,7603,4325,3298,https://www.bilibili.com/video/BV1H8W6ztEwp,official_public_aggregate,exact_api,2026-09-02T18:57:06.422974+08:00,322.6792766520949,music_ep,,2025,2641.477348168793,192365.5,0.22568839091922333,0.08398662521264738,0.00894350912183962,18.94353369763206,69.03460837887067,81.78506375227687,52.82331511839708
BV14wWazyEBt,《明日方舟》× 三丽鸥家族「温情时光」合作宣传PV,"《明日方舟》× 三丽鸥家族「温情时光」合作宣传PV

时光煨甜，温润心间。
明日方舟再度携手HelloKitty_Sanrio官方，邀博士共赴暖意时刻。",161775300,明日方舟,2025-10-16T03:00:00+00:00,1492379,110242,22703,14350,48528,10953,12049,https://www.bilibili.com/video/BV14wWazyEBt,official_public_aggregate,exact_api,2026-09-02T18:57:16.582302+08:00,323.6792766520949,other_pv,,2025,4610.6720684626225,352386.0,0.23612366563721415,0.06696087253975029,0.015412974854242789,45.3551912568306,82.5136612021858,85.79234972677595,68.63387978142077
BV1ny4vzWEQs,《明日方舟》「促融共竞#2」宣传PV,《明日方舟》「促融共竞#2」宣传PV,161775300,明日方舟,2025-10-15T02:57:55+00:00,1035220,76913,12299,7944,34236,10844,12219,https://www.bilibili.com/video/BV1ny4vzWEQs,official_public_aggregate,exact_api,2026-09-02T18:57:02.539918+08:00,324.68072341135417,other_pv,,2025,3188.424582534973,242482.5,0.23423282007689186,0.06029926006066343,0.022278356291416317,25.865209471766846,73.77049180327869,85.24590163934425,58.051001821493614
BV1GHx6zDE8i,《明日方舟》EP - Sealed,"10月9日 Sealed 正式上架各音乐平台

【专辑介绍】
诉说如海潮汹涌，却似光坠入黑洞，寂寂无声。
而无言者以聆听为呐喊，吞下话语的浪涛，
用沉默承接陨落的重量。

【歌曲列表】
Sealed
Sealed (Instrumental)",161775300,明日方舟,2025-10-09T03:00:15+00:00,745894,60078,19109,18077,5106,5320,3384,https://www.bilibili.com/video/BV1GHx6zDE8i,official_public_aggregate,exact_api,2026-09-02T18:57:08.768929+08:00,330.6791030409838,music_ep,,2025,2255.6429878411614,159440.0,0.2137569145213663,0.08093509265391598,0.011669218414412772,14.207650273224044,63.387978142076506,76.86703096539162,47.759562841530055
BV1NUx2z4EhG,《明日方舟》干员「真言」技能展示PV,"《明日方舟》干员「真言」技能展示PV

————————————
主题曲【反常光谱】开放，限时纪念活动即将开启
更多活动详情内容详见游戏内公告。",161775300,明日方舟,2025-10-07T03:00:00+00:00,1523941,91723,11306,7059,40523,13511,13728,https://www.bilibili.com/video/BV1NUx2z4EhG,official_public_aggregate,exact_api,2026-09-02T18:53:00.696764+08:00,332.6792766520949,operator_pv,真言,2025,4580.8113307691465,277152.5,0.1818656365305481,0.0432739850164803,0.017874051554489314,46.44808743169399,82.14936247723132,51.001821493624774,58.52459016393442
BV1XbxHzAE9H,《明日方舟》主题曲【反常光谱】开放 限时纪念活动宣传pv,"主题曲【反常光谱】开放，限时纪念活动开启

说吧，说吧。让失语者用呼号谈论，让被捆住双手的人用拳头谈论，让活在黑暗中的一切用光明谈论......
这谈论的所有，都将得到聆听。

————————————
详细活动内容敬请关注《明日方舟》游戏内相关公告。",161775300,明日方舟,2025-10-04T03:00:00+00:00,3225588,127939,37618,21984,50618,14001,497,https://www.bilibili.com/video/BV1XbxHzAE9H,official_public_aggregate,exact_api,2026-09-02T18:57:30.589921+08:00,335.6792766520949,event_pv,,2025,9609.136531067621,420247.0,0.130285392926809,0.0409860155729746,0.004494684380026215,86.88524590163934,90.52823315118397,15.664845173041893,66.6120218579235
BV1szWjzPESy,《明日方舟》「次生预案」宣传PV,"《明日方舟》「次生预案」宣传PV

次生预案限时活动开启
关卡开放时间：09月25日 16:00 - 10月16日 03:59
解锁条件：通关主线 1-10
活动说明：活动期间，玩家可通过参与活动关卡、完成加急指标获取资源，完成加急指标还可获取【资源点数】，用于提升【建设促进计划】等级获取相应活动奖励

【建设促进计划】开放时间：09月25日 16:00 - 10月19日 03:59
【建设促进计划】主要奖励：时装【闪耀阶梯系列 - 冷色摇滚 - 谜图】、家具【“应急备案”生态缸】、模组养成材料、高级养成",161775300,明日方舟,2025-09-20T03:00:00+00:00,1582027,93643,14242,9819,25159,8866,9630,https://www.bilibili.com/video/BV1szWjzPESy,official_public_aggregate,exact_api,2026-09-02T18:57:02.539918+08:00,349.6792766520949,other_pv,,2025,4524.222925495239,235356.0,0.1487686366920413,0.03731857926571418,0.011691330173252416,48.816029143898,81.9672131147541,25.318761384335154,51.712204007285976
BV1PEYTzFEL6,主线动画 完结特别映像《生命换装》,"你我想要守护的，原本都是同一束光芒。
《生命换装》
演唱：@ReoNa  
作词：伞村トータ(LIVE LAB.)
作曲：伞村トータ(LIVE LAB.)
编曲：宫野幸子（SHANGRI-LA INC.）",161775300,明日方舟,2025-09-06T09:38:49+00:00,744323,78902,24233,18717,4893,4404,2787,https://www.bilibili.com/video/BV1PEYTzFEL6,official_public_aggregate,exact_api,2026-09-02T18:57:38.341448+08:00,363.4023206335764,animation_brand,,2025,2048.206513107304,187480.5,0.2518805679792241,0.08942354327355194,0.009661128300482451,13.843351548269581,59.92714025500911,91.2568306010929,50.892531876138435
BV13Ma2zjEMA,《明日方舟》EP - in your blue eyes,"9月4日 in your blue eyes 正式上架

作词：Diggy-MO’
作曲：Diggy-MO’、松坂康司 (SUPA LOVE)
编曲：Diggy-MO’、松坂康司 (SUPA LOVE)

【专辑介绍】
溺于苍白的月光，抑或猩红的梦境？
醒来吧，她轻声呼唤，携着青蓝色的爱与叹息。
苏醒的人偶拾起乐器，奏响重塑世界的乐声。
直至人偶走下舞台，而戏剧仍在继续。

【歌曲列表】
in your blue eyes",161775300,明日方舟,2025-09-04T11:00:00+00:00,5168881,227706,131867,103777,61950,23226,11883,https://www.bilibili.com/video/BV13Ma2zjEMA,official_public_aggregate,exact_api,2026-09-02T18:57:30.589921+08:00,365.3459433187616,music_ep,,2025,14147.908563172932,925624.5,0.17907638036162954,0.0776514297775476,0.006792379240303656,95.62841530054644,93.98907103825137,48.63387978142077,81.03825136612022
BV1bveDzcEY7,【明日方舟 × BanG Dream! Ave Mujica】SideStory「无忧梦呓」活动宣传PV,"【明日方舟 × BanG Dream! Ave Mujica】SideStory「无忧梦呓」活动宣传PV

【明日方舟 × BanG Dream! Ave Mujica】SideStory「无忧梦呓」限时活动即将开启
在这片大地上，留下属于我们的声音吧！

———————————— 
详细活动内容敬请关注《明日方舟》游戏内相关公告。",161775300,明日方舟,2025-08-28T03:00:00+00:00,7631182,376318,187962,87740,302706,92240,127479,https://www.bilibili.com/video/BV1bveDzcEY7,official_public_aggregate,exact_api,2026-09-02T18:57:53.984763+08:00,372.6792766520949,event_pv,,2025,20476.539689980917,2037939.5,0.26705423877978535,0.08729289905548053,0.02879226311205787,98.1785063752277,96.17486338797814,93.44262295081968,96.15664845173043
BV1XPbtzsEin,主线动画 播出中特别映像《Truth》,"8月16日 Truth 正式上架各音乐平台

【专辑介绍】
战士们啊，愿你们拥有安稳的长眠。

【歌曲列表】
Truth",161775300,明日方舟,2025-08-16T02:59:23+00:00,834186,74113,21091,18393,10022,6882,4034,https://www.bilibili.com/video/BV1XPbtzsEin,official_public_aggregate,exact_api,2026-09-02T18:57:40.658319+08:00,384.6797048928357,animation_brand,,2025,2168.520952339786,195487.0,0.23434461858626254,0.08139551610791838,0.013085810598595517,17.850637522768668,62.295081967213115,85.42805100182149,51.45719489981785
BV1vAtvzLEdx,《明日方舟》危机合约新赛季「弧光作战」宣传PV,"危机合约#4「弧光作战」即将开启

一、危机合约#4「弧光作战」开启
二、【联合行动】特选干员定向寻访开启
三、“资源收集”关卡限时全天开放
四、中坚甄选开启
五、礼包限时上架

更多活动内容请持续关注《明日方舟》游戏内公告。",161775300,明日方舟,2025-08-10T03:00:00+00:00,2239356,130159,32188,19764,47592,19135,16189,https://www.bilibili.com/video/BV1vAtvzLEdx,official_public_aggregate,exact_api,2026-09-02T18:57:45.405200+08:00,390.6792766520949,gameplay_system,,2025,5731.95491501377,413636.0,0.18471203328099686,0.05327781737249459,0.01577417793329868,70.30965391621129,86.33879781420765,53.18761384335154,69.98178506375228
BV1ZRhTz2EWA,《明日方舟》EP - Little Wish,"8月3日 Little Wish 正式上架各音乐平台

【专辑介绍】
一触即碎的肥皂泡，
也要托起小小愿望，
飞越风雨，飞向太阳，
绽放她的幻彩流光。

【歌曲列表】
Little Wish
Little Wish (Instrumental)",161775300,明日方舟,2025-08-03T03:00:00+00:00,7930651,328430,159320,191143,80479,30571,49845,https://www.bilibili.com/video/BV1ZRhTz2EWA,official_public_aggregate,exact_api,2026-09-02T18:57:52.413633+08:00,397.6792766520949,music_ep,,2025,19942.329071720873,1341572.0,0.1691629098292183,0.07844059712121994,0.010139898981811203,98.36065573770492,95.81056466302368,41.16575591985428,80.43715846994536
BV1KRh4zJEA3,《明日方舟》EP - Undaunted,"8 月 2 日 Undaunted 正式上架各音乐平台

【专辑介绍】
以豪气作坚盾，以怒意铸长刀。
执盾劈裂过往，断道不复回望。

【歌曲列表】
Undaunted
Undaunted (Instrumental)",161775300,明日方舟,2025-08-02T03:00:00+00:00,893245,73123,24559,19631,6986,6960,11575,https://www.bilibili.com/video/BV1KRh4zJEA3,official_public_aggregate,exact_api,2026-09-02T18:57:29.829616+08:00,398.6792766520949,music_ep,,2025,2240.510235447941,198688.5,0.22243449445560848,0.07926940537030713,0.02075018611914984,20.21857923497268,63.20582877959927,80.51001821493625,51.202185792349724
BV1Zs8DzAE8V,《明日方舟》限定干员「斩业星熊」前瞻pv,"《明日方舟》限定干员「斩业星熊」前瞻pv

过去被抹消的恶鬼
几乎失了神智的恶鬼
我对你，对御机，已经不再有任何奢求
我现在只要一个形式",161775300,明日方舟,2025-07-29T03:00:06+00:00,1460680,99317,21784,12534,13355,8943,14722,https://www.bilibili.com/video/BV1Zs8DzAE8V,official_public_aggregate,exact_api,2026-09-02T18:54:32.049908+08:00,402.6792072076505,operator_pv,斩业星熊,2025,3627.403585422199,228793.5,0.15663492346030616,0.04121847358764411,0.01620135827148999,43.89799635701275,77.77777777777779,31.147540983606557,50.2367941712204
BV1Pb84zVEJE,《明日方舟》2025夏日嘉年华特别通讯视频,"《明日方舟》2025夏日嘉年华特别通讯现已结束，感谢大家的支持。本次夏日嘉年华特别通讯视频现已上传。

————————————
更多活动详情内容详见游戏内公告。",161775300,明日方舟,2025-07-26T12:30:00+00:00,1404410,63764,14828,8202,5526,9922,22366,https://www.bilibili.com/video/BV1Pb84zVEJE,official_public_aggregate,exact_api,2026-09-02T18:57:28.278486+08:00,405.2834433187616,other_official,,2025,3465.253819646933,152468.0,0.10856373850940965,0.026173268489970876,0.022990437265470908,41.34790528233151,75.95628415300546,5.646630236794172,41.0200364298725
BV1TP8tzJEY6,《明日方舟》× 大白兔「甜忆回响」合作宣传PV,"《明日方舟》× 大白兔「甜忆回响」合作宣传PV

奶香氤氲间，藏着旧夏的温柔回甘。
明日方舟携手大白兔，同博士一起，品尝一颗旧时光。",161775300,明日方舟,2025-07-26T12:20:00+00:00,1048095,80408,7717,10274,22312,7305,9817,https://www.bilibili.com/video/BV1TP8tzJEY6,official_public_aggregate,exact_api,2026-09-02T18:55:35.564124+08:00,405.290387763206,other_pv,,2025,2586.0346843763723,199192.0,0.19005147434154346,0.048256121821018134,0.016336305392163877,26.59380692167577,68.85245901639344,58.65209471766849,48.888888888888886
BV1VQ84ztEMq,《明日方舟》SideStory「墟」活动宣传pv,"《明日方舟》SideStory「墟」活动即将开启

“......哦？你听到的关于我的传闻，是什么样的呢？”

————————————
更多活动详情内容详见游戏内公告。",161775300,明日方舟,2025-07-26T11:50:00+00:00,2331948,76853,21719,12664,14020,7235,15243,https://www.bilibili.com/video/BV1VQ84ztEMq,official_public_aggregate,exact_api,2026-09-02T18:57:32.158721+08:00,405.3112210965394,event_pv,,2025,5753.475054776643,206153.0,0.08840377229680936,0.026187119095279997,0.00963915147336047,72.1311475409836,86.52094717668488,2.5500910746812386,55.57377049180328
BV1KN8tzUE4N,《明日方舟》SideStory「墟」活动先导PV,"《明日方舟》SideStory「墟」活动先导PV

高楼投下的阴翳浓得像是阴谋，
而暗面的参与者——
「极道」「怪谈」，还是「神明」？",161775300,明日方舟,2025-07-26T11:45:00+00:00,770784,53623,12976,8993,7852,3085,3417,https://www.bilibili.com/video/BV1KN8tzUE4N,official_public_aggregate,exact_api,2026-09-02T18:57:40.658319+08:00,405.3146933187616,event_pv,,2025,1901.6927160689272,127453.0,0.16535501515340226,0.05035652011458463,0.00843556690330884,15.300546448087433,57.19489981785064,37.704918032786885,34.59016393442623
BV1tA8TzbERP,《明日方舟》EP - Summer Fizz Pop,"7 月 24 日 Summer Fizz Pop 正式上架各音乐平台

【专辑介绍】
【本曲适用症状】冷气惰性、夏日忧郁、午后困倦
【成分】碳酸饮料噗嗤声、致幻海浪贝斯、融化成橘子汽水的夕阳
【品鉴说明】
1.点开播放键的拉环
2.放任鼓点在耳膜冒泡
3.在碳酸爆开前纵身跃入这片蔚蓝的节奏

【歌曲列表】
Summer Fizz Pop
Summer Fizz Pop (Instrumental)",161775300,明日方舟,2025-07-24T03:03:31+00:00,1372993,121829,34022,30257,17312,11259,10139,https://www.bilibili.com/video/BV1tA8TzbERP,official_public_aggregate,exact_api,2026-09-02T18:57:09.557348+08:00,407.6768345224653,music_ep,,2025,3367.846499319157,324281.0,0.23618547217647867,0.08146290622020651,0.01558493014895196,40.619307832422585,75.22768670309654,85.97449908925319,64.60837887067395
BV1dwg5zCEBD,《明日方舟》2025「音律联觉-熠曲丰碑」官方录播,2025明日方舟音律联觉-熠曲丰碑官方录播现已正式上线！,161775300,明日方舟,2025-07-21T13:00:00+00:00,2505313,149612,129334,82584,37162,13735,54680,https://www.bilibili.com/video/BV1dwg5zCEBD,official_public_aggregate,exact_api,2026-09-02T18:57:32.158721+08:00,410.26260998542824,offline_event,,2025,6106.60815541778,732876.5,0.29252891754443455,0.13238425697707232,0.027307965112542822,76.68488160291439,87.24954462659382,96.17486338797814,85.70127504553734
BV1eRuyzdEER,《明日方舟》×《太鼓之达人》合作宣传PV,"【明日方舟×太鼓之达人】限时联动即将开启

一、【明日方舟×太鼓之达人】，新装限时上架
二、【明日方舟×太鼓之达人】，组合包限时上架

更多活动内容请持续关注《明日方舟》游戏内公告及官方公告。",161775300,明日方舟,2025-07-15T03:00:37+00:00,1564378,111550,12433,11021,47799,9790,15091,https://www.bilibili.com/video/BV1eRuyzdEER,official_public_aggregate,exact_api,2026-09-02T18:57:30.589921+08:00,416.6788484113542,other_pv,,2025,3754.397435733558,324085.5,0.2071657233737626,0.052592148444941055,0.015904723794377063,47.17668488160292,78.32422586520947,74.13479052823315,64.60837887067396
BV13VMozJEE7,《明日方舟》集成战略「岁的界园志异」宣传PV · 玩法介绍,"《明日方舟》集成战略「岁的界园志异」宣传PV · 玩法介绍

奇岩，异草，景中藏境，旧物新缘。
洞穿异象，镇压祸乱，或许能看见......失落已久的真相。

_____________
全新集成战略主题「岁的界园志异」，即将开启

主题开启时间：2025年07月15日 16:00
主题站链接：https://b23.tv/yY2U11b

更多「岁的界园志异」集成战略主题内容，请持续关注《明日方舟》自媒体账号及「岁的界园志异」集成战略主题站。",161775300,明日方舟,2025-07-13T03:00:00+00:00,2615775,128937,40867,19238,49131,14112,37318,https://www.bilibili.com/video/BV13VMozJEE7,official_public_aggregate,exact_api,2026-09-02T18:57:18.138957+08:00,418.6792766520949,gameplay_system,,2025,6247.682046545619,436367.0,0.16682130534927508,0.04911508061664325,0.019661477000124244,78.14207650273224,87.97814207650273,38.61566484517304,69.23497267759564
