snapshot_at,query,query_scope,target_operator,sort,collection_method,item_id,url,rank,raw_text,price,sales_proxy_min,sales_proxy_censored,category,rights_type,fulfillment_type,free_shipping,return_insurance,fast_dispatch,operator_mentions,operator_mention_count,target_relevance,ip_scope,source_file,is_simulated,rank_weight,numeric_sales_available
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,1027432207191,https://item.taobao.com/item.htm?id=1027432207191,18,苹果乐毛绒挂件明日方舟游戏周边 新约能天使毛绒挂件 ¥ 41 .88 4人收货 浙江 金华 包邮 哲猫生活馆,41.88,4.0,False,毛绒抱枕,未标明,未标明,True,False,False,新约能天使,1,1.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.23540891336663824,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,991484145689,https://item.taobao.com/item.htm?id=991484145689,19,明日方舟 m3通行证一对 47.0 mon3tr 拉普兰德新约能天使代餐三层 拉普兰德 1 在售 ¥ 38 .16 补贴后 4人收货 河南 郑州 淘金币已抵1.17元 退货宝 48小时内发 精选动漫周边,38.16,4.0,False,亚克力立牌,未标明,现货/在售,False,True,True,Mon3tr|荒芜拉普兰德|新约能天使,3,1.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.23137821315975915,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,1017330437805,https://item.taobao.com/item.htm?id=1017330437805,20,苹果乐毛绒挂件明日方舟游戏周边 新约能天使毛绒挂件 限量发售 苹果乐 ¥ 42 .8 4人收货 广东 深圳 包邮 玫瑰西瓜冰,42.8,4.0,False,毛绒抱枕,未标明,未标明,True,False,False,新约能天使,1,1.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.227670248696953,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,994155895716,https://item.taobao.com/item.htm?id=994155895716,21,明日方舟周边同人幽灵鲨属性10cm凯尔希棉花娃娃游戏玩偶毛绒挂件 入选棉花美娃娃店铺 榜 帕拉斯 毛绒公仔 男女通用 ¥ 23 .8 4人收货 河北 保定 包邮 娃妈优选店,23.8,4.0,False,毛绒抱枕,同人原创,未标明,True,False,False,凯尔希·思衡托|归溟幽灵鲨,2,0.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.22424382421757544,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,926483003272,https://item.taobao.com/item.htm?id=926483003272,22,灵梦次元社明日方舟新约能天使PBT热升华动漫周边二次元键盘键帽 入选二次元键帽店铺 榜 键盘 在售 8周岁以上 ¥ 90 优惠后 3人收货 福建 厦门 包邮 灵梦次元社,90.0,3.0,False,生活数码,未标明,现货/在售,True,False,False,新约能天使,1,1.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.22106472945750374,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,1010999701769,https://item.taobao.com/item.htm?id=1010999701769,23,【现货】明日方舟通行认证48.0系列蕾缪安新约能天使酒神周边挂件 新约能天使 亚克力 在售 ¥ 45 .4 补贴后 3人收货 北京 淘金币已抵1.4元 48小时内发 包邮 日系谷子补给站,45.4,3.0,False,亚克力立牌,未标明,现货/在售,True,False,True,新约能天使|酒神,2,1.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.21810429198553155,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,916798377958,https://item.taobao.com/item.htm?id=916798377958,24,现货丨明日方舟岁家余周边徽章拍立得镭射明信片色纸云母界园吧唧 徽章/纽扣 新约能天使、蕾缪安 亚克力 ¥ 5 .34 补贴后 3人收货 北京 淘金币已抵0.16元 6年老店 星屑剧团,5.34,3.0,False,徽章吧唧,未标明,现货/在售,False,False,False,新约能天使,1,1.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.21533827903669653,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,918949083498,https://item.taobao.com/item.htm?id=918949083498,25,ARK 新约能天使 蕾缪安 周边多彩马克杯水杯瓷杯可定制 ¥ 20 .37 补贴后 3人收货 黑龙江 哈尔滨 淘金币已抵0.63元 包邮 御萌宅品原创动漫周边,20.37,3.0,False,生活数码,同人原创,未标明,True,False,False,新约能天使,1,1.0,other,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.21274605355336318,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,994846667112,https://item.taobao.com/item.htm?id=994846667112,26,【预售】No.1 laterano 蕾缪安新约能天使 明日方舟同人周边徽章 徽章/纽扣 蕾缪安 马口铁 ¥ 5 3人收货 上海 零维海,5.0,3.0,False,徽章吧唧,同人原创,预售/补款,False,False,False,新约能天使,1,1.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.2103099178571525,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,1039904650841,https://item.taobao.com/item.htm?id=1039904650841,27,明日同方舟cosplay新约能天使二次元短袖t风衣卫衣jk短裙漫展常服 仅限线上销售 涤纶 秋季 ¥ 88 3人收货 福建 宁德 退货宝 包邮 漫贸,88.0,3.0,False,服装COS,未标明,未标明,True,True,False,新约能天使,1,1.0,other,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.20801459767650948,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,1021080690898,https://item.taobao.com/item.htm?id=1021080690898,28,明日方舟星熊毛绒玩偶周边10cm印花体棉花娃娃二次元游戏公仔挂件 星熊 吊饰/挂件 男女通用 ¥ 23 2人收货 河北 保定 包邮 娃妈优选店,23.0,2.0,False,毛绒抱枕,未标明,未标明,True,False,False,斩业星熊,1,0.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.20584683246043448,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,1002606165467,https://item.taobao.com/item.htm?id=1002606165467,29,明日方舟周边游戏同人玩偶陈棉花娃娃10cm印花体毛绒公仔努努挂件 陈 吊饰/挂件 男女通用 ¥ 23 2人收货 河北 保定 包邮 娃妈优选店,23.0,2.0,False,毛绒抱枕,同人原创,未标明,True,False,False,赤刃明霄陈,1,0.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.2037950470905062,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,1062722590724,https://item.taobao.com/item.htm?id=1062722590724,30,明日同人方舟披风终末地管理员新约能天使拉普兰德周边空调毯斗篷 现货 休闲 棉制作 ¥ 48 2人收货 福建 宁德 退货宝 包邮 猫漫,48.0,2.0,False,服装COS,同人原创,现货/在售,True,True,False,荒芜拉普兰德|新约能天使,2,1.0,endfield,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.20184908658209985,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,1024968066027,https://item.taobao.com/item.htm?id=1024968066027,31,明日同人方舟书包终末地管理员阿米娅能天使周边衍生双肩学生背包 双肩 涤纶 现货 ¥ 98 2人收货 福建 宁德 退货宝 包邮 猫漫,98.0,2.0,False,生活数码,同人原创,现货/在售,True,True,False,新约能天使,1,0.45,endfield,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.2,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,1041034768550,https://item.taobao.com/item.htm?id=1041034768550,32,凯尔希等身抱枕mon3tr靠枕m3阿能天使谷子明日方舟令黍姐夕宝周边 凯尔希/mon3tr/m3/能天使/新约能天使/阿能/令姐/黍姐/夕宝/诗怀雅/蕾缪安 等身抱枕 桃皮绒、毛毛绒、2WAY ¥ 54 .12 优惠后 2人收货 广东 佛山 30天价保 包邮 公益宝贝 7年老店 小毛动漫二次元,54.12,2.0,False,毛绒抱枕,未标明,未标明,True,False,False,凯尔希·思衡托|Mon3tr|新约能天使,3,1.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.19823986317056053,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,1059412986961,https://item.taobao.com/item.htm?id=1059412986961,33,正版同人原创手作明日方舟新约能天使手链手绳周边非DIY ¥ 13 .18 补贴后 2人收货 广东 广州 淘金币已抵0.3元 包邮 公益宝贝 奇思妙想手作,13.18,2.0,False,生活数码,同人原创,未标明,True,False,False,新约能天使,1,1.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.1965616322328226,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,919151647329,https://item.taobao.com/item.htm?id=919151647329,34,明日方舟三层工艺亚克力通行证二次元周边新约能天使蕾缪安挂件 卡片/信纸 能天使蕾缪安 亚克力 ¥ 9 .99 2人收货 浙江 金华 48小时内发 包邮 10年老店 课桌小宇宙,9.99,2.0,False,亚克力立牌,未标明,现货/在售,True,False,True,新约能天使,1,1.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.1949590218937863,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,990252528561,https://item.taobao.com/item.htm?id=990252528561,35,【寄售】明日方舟下班Timing系列香片通行证同人周边品类持续更新 水月逻各斯 吊饰/挂件 明日方舟 ¥ 6 .79 补贴后 2人收货 山东 菏泽 淘金币已抵0.21元 退货宝 泰拉补给站,6.79,2.0,False,亚克力立牌,同人原创,未标明,False,True,False,,0,0.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.19342640361727081,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,1043973319048,https://item.taobao.com/item.htm?id=1043973319048,36,苹果乐毛绒挂件明日方舟游戏周边 新约能天使毛绒挂件 限量发售 苹果乐 ¥ 41 .88 2人收货 浙江 金华 包邮 清喜小仓铺,41.88,2.0,False,毛绒抱枕,未标明,未标明,True,False,False,新约能天使,1,1.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.19195872000656014,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,1031978980861,https://item.taobao.com/item.htm?id=1031978980861,37,明日方舟 黍春日宴皮肤通行证一对维什戴尔新约能天使三层代餐 维什戴尔 亚克力 在售 ¥ 37 .9 补贴后 2人收货 河南 郑州 淘金币已抵1.17元 退货宝 48小时内发 精选动漫周边,37.9,2.0,False,亚克力立牌,未标明,现货/在售,False,True,True,新约能天使,1,1.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.1905514124267734,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,956543896771,https://item.taobao.com/item.htm?id=956543896771,38,猫爪在上原创明日方舟新约能天使抱枕等身枕套能天使周边等身抱枕 新约能天使 抱枕/靠垫 新2way ¥ 59 优惠后 2人收货 江苏 南通 包邮 猫爪在上漫品,59.0,2.0,False,毛绒抱枕,同人原创,未标明,True,False,False,新约能天使,1,1.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.18920035951687003,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,990124075686,https://item.taobao.com/item.htm?id=990124075686,39,【补款】日版 明日方舟 日服6周年 毛绒挂件 组合立牌 通贩 亚雷斯塔 毛绒 预售 ¥ 17 1人收货 浙江 杭州 5年老店 蛋挞日本代购店,17.0,1.0,False,亚克力立牌,未标明,预售/补款,False,False,False,,0,0.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.18790182470910757,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,1048481342377,https://item.taobao.com/item.htm?id=1048481342377,40,苹果乐毛绒挂件明日方舟游戏周边 新约能天使毛绒挂件 ¥ 41 .9 1人收货 广东 惠州 包邮 合众百货供应链企业店,41.9,1.0,False,毛绒抱枕,未标明,未标明,True,False,False,新约能天使,1,1.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.18665241123894338,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,1076776801927,https://item.taobao.com/item.htm?id=1076776801927,41,【天空的回响】新约能天使/蕾缪安 明日方舟同人游戏周边送礼 新约能天使/蕾缪安 在售 同人版 ¥ 9 1人收货 湖北 武汉 兔兔全肯定,9.0,1.0,False,其他周边,同人原创,现货/在售,False,False,False,新约能天使,1,1.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.1854490234153689,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,970236122639,https://item.taobao.com/item.htm?id=970236122639,42,明日方舟周边新约能天使挂件亚克力精美挂件谷子二次元周边收藏 ¥ 6 .8 1人收货 广东 深圳 包邮 奶酪Cheese,6.8,1.0,False,亚克力立牌,未标明,未标明,True,False,False,新约能天使,1,1.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.18428883314870617,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,1047579708754,https://item.taobao.com/item.htm?id=1047579708754,43,明日方舟同人周边团子阿贝洛内澄闪望塞雷娅挂件 阿贝洛内澄闪望塞雷娅 毛绒公仔 pp棉 ¥ 20 1人收货 广东 广州 5年老店 西芒星球同人社,20.0,1.0,False,毛绒抱枕,同人原创,未标明,False,False,False,贝洛内,1,0.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.18316925091363362,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,966701392536,https://item.taobao.com/item.htm?id=966701392536,44,AA 明日方舟-蕾缪安 新约能天使同人周边镭射票小卡徽章 卡片/信纸 蕾缪安 纸制品 ¥ 4 .8 1人收货 贵州 贵阳 11年老店 呜喵王的店,4.8,1.0,False,徽章吧唧,同人原创,未标明,False,False,False,新约能天使,1,1.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.18208790046993825,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,1014270593927,https://item.taobao.com/item.htm?id=1014270593927,45,浅草萌物原创-明日方舟-新约能天使 二次元游戏动漫周边等身抱枕 能天使 等身抱枕 2way ¥ 114 优惠后 1人收货 浙江 金华 退货宝 包邮 浅草萌物,114.0,1.0,False,毛绒抱枕,同人原创,未标明,True,True,False,新约能天使,1,1.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.1810425967800402,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,919638549122,https://item.taobao.com/item.htm?id=919638549122,46,明日方舟精二大立牌新约能天使蕾缪安信仰搅拌机六周年众生行纪 钥匙扣/小挂件 亚克力 预售 ¥ 16 1人收货 浙江 金华 包邮 只是一家周边店,16.0,1.0,False,亚克力立牌,未标明,预售/补款,True,False,False,新约能天使,1,1.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.18003132665669264,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,949209549991,https://item.taobao.com/item.htm?id=949209549991,47,明日方舟三层工艺亚克力通行证二次元周边新约能天使蕾缪安挂件 ¥ 17 .9 1人收货 浙江 金华 包邮 不吃文具,17.9,1.0,False,亚克力立牌,未标明,未标明,True,False,False,新约能天使,1,1.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.17905223175104137,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,970699315269,https://item.taobao.com/item.htm?id=970699315269,48,明日方舟周边新约能天使遥伊内丝云迹斩业星熊Q版钥匙扣挂件礼物 伊内丝 亚克力 在售 ¥ 12 .8 1人收货 湖南 长沙 包邮 8年老店 宅萌动漫,12.8,1.0,False,亚克力立牌,未标明,现货/在售,True,False,False,新约能天使|斩业星熊,2,1.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.1781035935540111,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,1057364683222,https://item.taobao.com/item.htm?id=1057364683222,49,新约能天使同人周边云母令牌明日方舟双闪吧唧摆件无料钥匙扣挂X 压克力 12岁以上 ¥ 19 .95 1人收货 山东 菏泽 包邮 4源今优选工厂,19.95,1.0,False,徽章吧唧,同人原创,未标明,True,False,False,新约能天使,1,1.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.17718382013555792,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,924913935016,https://item.taobao.com/item.htm?id=924913935016,50,明日方舟周边新约能天使高颜值笔记本学生A5横线日记本记事本加M ¥ 16 .8 1人收货 广东 东莞 包邮 轩悦百货店,16.8,1.0,False,生活数码,未标明,未标明,True,False,False,新约能天使,1,1.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.17629143438888212,True
