case_id,order_id,sku_id,case_type,reason,requested_at,resolved_at,units,refund_amount,case_status,is_simulated,simulation_seed
AS-000210,ORD-0003446,缄默德克萨斯-毛绒玩偶,return,车线瑕疵,2026-07-15,2026-07-21,1,128.0,closed,True,20260903
AS-000211,ORD-0003471,维娜·维多利亚-亚克力制品,return,印刷偏色,2026-07-18,2026-07-22,1,48.0,closed,True,20260903
AS-000212,ORD-0003472,死芒-毛绒玩偶,return,尺寸与预期不符,2026-08-07,2026-08-12,1,128.0,closed,True,20260903
AS-000213,ORD-0003512,佩佩-通行证,exchange,印刷瑕疵,2026-07-25,2026-07-28,1,0.0,closed,True,20260903
AS-000214,ORD-0003543,缄默德克萨斯-毛绒玩偶,return,尺寸与预期不符,2026-07-11,2026-07-17,1,128.0,closed,True,20260903
AS-000215,ORD-0003548,赤刃明霄陈-毛绒玩偶,exchange,车线瑕疵,2026-07-09,2026-07-12,1,0.0,closed,True,20260903
AS-000216,ORD-0003556,缪尔赛思-毛绒玩偶,exchange,尺寸与预期不符,2026-08-31,2026-09-05,1,0.0,closed,True,20260903
AS-000217,ORD-0003573,斩业星熊-吧唧（徽章）,refund,重复购买,2026-07-09,2026-07-13,1,18.0,closed,True,20260903
AS-000218,ORD-0003578,真言-毛绒玩偶,exchange,尺寸与预期不符,2026-08-23,2026-08-25,1,0.0,closed,True,20260903
AS-000219,ORD-0003593,缄默德克萨斯-手办模玩,refund,涂装瑕疵,2026-06-29,2026-07-02,1,699.0,closed,True,20260903
AS-000220,ORD-0003598,缪尔赛思-通行证,exchange,运输折损,2026-08-01,2026-08-05,1,0.0,closed,True,20260903
AS-000221,ORD-0003610,怒潮凛冬-吧唧（徽章）,refund,别针松动,2026-08-27,2026-08-28,1,18.0,closed,True,20260903
AS-000222,ORD-0003615,余-手办模玩,return,涂装瑕疵,2026-06-21,2026-06-27,1,699.0,closed,True,20260903
AS-000223,ORD-0003646,酒神-手办模玩,return,到货与宣传差异,2026-08-11,2026-08-14,1,699.0,closed,True,20260903
AS-000224,ORD-0003648,余-手办模玩,return,到货与宣传差异,2026-07-20,2026-07-25,1,699.0,closed,True,20260903
AS-000225,ORD-0003661,余-通行证,exchange,重复购买,2026-06-28,2026-06-29,1,0.0,closed,True,20260903
AS-000226,ORD-0003665,贝洛内-装饰摆件,refund,尺寸与预期不符,2026-08-30,2026-09-06,1,89.0,closed,True,20260903
AS-000227,ORD-0003679,真言-日用生活,refund,功能异常,2026-06-17,2026-06-24,1,99.0,closed,True,20260903
AS-000228,ORD-0003719,凛御银灰-日用生活,refund,材质与预期不符,2026-07-08,2026-07-12,1,99.0,closed,True,20260903
AS-000229,ORD-0003723,佩佩-吧唧（徽章）,refund,别针松动,2026-06-16,2026-06-19,1,18.0,closed,True,20260903
AS-000230,ORD-0003735,焰狐龙梓兰-毛绒玩偶,return,车线瑕疵,2026-06-11,2026-06-13,1,128.0,closed,True,20260903
AS-000231,ORD-0003735,结城理-亚克力制品,return,表面划痕,2026-06-16,2026-06-19,1,48.0,closed,True,20260903
AS-000232,ORD-0003781,予愿安洁莉娜-毛绒玩偶,return,填充不均,2026-08-14,2026-08-17,1,128.0,closed,True,20260903
AS-000233,ORD-0003793,司霆惊蛰-日用生活,return,尺码不合适,2026-07-16,2026-07-17,1,99.0,closed,True,20260903
AS-000234,ORD-0003800,Mon3tr-毛绒玩偶,refund,尺寸与预期不符,2026-08-31,2026-09-07,1,128.0,closed,True,20260903
AS-000235,ORD-0003828,司霆惊蛰-亚克力制品,return,表面划痕,2026-08-22,2026-08-24,1,48.0,closed,True,20260903
AS-000236,ORD-0003855,真言-吧唧（徽章）,exchange,表面划痕,2026-08-17,2026-08-24,1,0.0,closed,True,20260903
AS-000237,ORD-0003859,纯烬艾雅法拉-手办模玩,refund,涂装瑕疵,2026-07-17,2026-07-18,1,699.0,closed,True,20260903
AS-000238,ORD-0003867,死芒-亚克力制品,return,印刷偏色,2026-08-03,2026-08-09,1,48.0,closed,True,20260903
AS-000239,ORD-0003869,黍-装饰摆件,refund,安装困难,2026-08-01,2026-08-06,1,89.0,closed,True,20260903
AS-000240,ORD-0003876,塑心-毛绒玩偶,return,填充不均,2026-06-26,2026-06-29,1,128.0,closed,True,20260903
AS-000241,ORD-0003885,缄默德克萨斯-日用生活,refund,材质与预期不符,2026-08-18,2026-08-22,1,99.0,closed,True,20260903
AS-000242,ORD-0003901,死芒-手办模玩,return,到货与宣传差异,2026-06-21,2026-06-27,1,699.0,closed,True,20260903
AS-000243,ORD-0003908,怒潮凛冬-亚克力制品,return,印刷偏色,2026-08-12,2026-08-19,1,48.0,closed,True,20260903
AS-000244,ORD-0003911,荒芜拉普兰德-手办模玩,refund,到货与宣传差异,2026-08-12,2026-08-18,1,699.0,closed,True,20260903
AS-000245,ORD-0003914,新约能天使-通行证,return,印刷瑕疵,2026-06-21,2026-06-22,1,39.0,closed,True,20260903
AS-000246,ORD-0003931,娜斯提-吧唧（徽章）,exchange,别针松动,2026-07-21,2026-07-24,1,0.0,closed,True,20260903
AS-000247,ORD-0003935,赤刃明霄陈-毛绒玩偶,return,填充不均,2026-08-19,2026-08-23,1,128.0,closed,True,20260903
AS-000248,ORD-0003966,凛御银灰-亚克力制品,exchange,尺寸与预期不符,2026-07-20,2026-07-21,1,0.0,closed,True,20260903
AS-000249,ORD-0003984,新约能天使-装饰摆件,exchange,安装困难,2026-08-28,2026-08-31,1,0.0,closed,True,20260903
AS-000250,ORD-0003988,酒神-手办模玩,refund,涂装瑕疵,2026-06-19,2026-06-22,1,699.0,closed,True,20260903
AS-000251,ORD-0004025,酒神-手办模玩,return,涂装瑕疵,2026-07-17,2026-07-21,1,699.0,closed,True,20260903
AS-000252,ORD-0004041,缄默德克萨斯-吧唧（徽章）,exchange,别针松动,2026-06-09,2026-06-15,1,0.0,closed,True,20260903
AS-000253,ORD-0004055,斩业星熊-手办模玩,return,到货与宣传差异,2026-06-28,2026-06-29,1,699.0,closed,True,20260903
AS-000254,ORD-0004079,塑心-毛绒玩偶,return,尺寸与预期不符,2026-09-03,2026-09-08,1,128.0,closed,True,20260903
AS-000255,ORD-0004094,维娜·维多利亚-通行证,return,印刷瑕疵,2026-07-04,2026-07-07,1,39.0,closed,True,20260903
AS-000256,ORD-0004107,塑心-通行证,exchange,运输折损,2026-08-11,2026-08-17,1,0.0,closed,True,20260903
AS-000257,ORD-0004126,缇缇-日用生活,return,功能异常,2026-08-11,2026-08-16,1,99.0,closed,True,20260903
AS-000258,ORD-0004136,焰狐龙梓兰-手办模玩,return,零件损坏,2026-08-08,2026-08-13,1,699.0,closed,True,20260903
AS-000259,ORD-0004142,缪尔赛思-通行证,refund,印刷瑕疵,2026-06-29,2026-07-02,1,39.0,closed,True,20260903
AS-000260,ORD-0004165,予愿安洁莉娜-毛绒玩偶,return,尺寸与预期不符,2026-08-06,2026-08-08,1,128.0,closed,True,20260903
AS-000261,ORD-0004166,酒神-装饰摆件,return,安装困难,2026-07-04,2026-07-06,1,89.0,closed,True,20260903
AS-000262,ORD-0004191,缄默德克萨斯-毛绒玩偶,refund,填充不均,2026-07-15,2026-07-18,1,128.0,closed,True,20260903
AS-000263,ORD-0004199,贝洛内-装饰摆件,return,安装困难,2026-06-20,2026-06-21,1,89.0,closed,True,20260903
AS-000264,ORD-0004207,塑心-吧唧（徽章）,refund,表面划痕,2026-07-01,2026-07-03,1,18.0,closed,True,20260903
AS-000265,ORD-0004210,缄默德克萨斯-装饰摆件,return,尺寸与预期不符,2026-08-15,2026-08-18,1,89.0,closed,True,20260903
AS-000266,ORD-0004216,Mon3tr-手办模玩,return,到货与宣传差异,2026-07-30,2026-08-04,2,1398.0,closed,True,20260903
AS-000267,ORD-0004233,黍-日用生活,refund,材质与预期不符,2026-08-18,2026-08-24,1,99.0,closed,True,20260903
AS-000268,ORD-0004246,纯烬艾雅法拉-日用生活,exchange,功能异常,2026-08-15,2026-08-17,1,0.0,closed,True,20260903
AS-000269,ORD-0004260,缄默德克萨斯-亚克力制品,refund,表面划痕,2026-07-10,2026-07-13,1,48.0,closed,True,20260903
AS-000270,ORD-0004263,佩佩-通行证,return,运输折损,2026-07-15,2026-07-16,1,39.0,closed,True,20260903
AS-000271,ORD-0004270,酒神-吧唧（徽章）,return,重复购买,2026-06-23,2026-06-24,1,18.0,closed,True,20260903
AS-000272,ORD-0004298,维娜·维多利亚-亚克力制品,exchange,尺寸与预期不符,2026-08-11,2026-08-17,1,0.0,closed,True,20260903
AS-000273,ORD-0004308,缄默德克萨斯-吧唧（徽章）,exchange,表面划痕,2026-06-26,2026-07-01,1,0.0,closed,True,20260903
AS-000274,ORD-0004340,焰狐龙梓兰-装饰摆件,return,安装困难,2026-08-01,2026-08-03,1,89.0,closed,True,20260903
AS-000275,ORD-0004380,黍-日用生活,return,尺码不合适,2026-08-13,2026-08-18,1,99.0,closed,True,20260903
AS-000276,ORD-0004392,司霆惊蛰-毛绒玩偶,exchange,车线瑕疵,2026-07-20,2026-07-25,1,0.0,closed,True,20260903
AS-000277,ORD-0004415,真言-吧唧（徽章）,return,表面划痕,2026-08-04,2026-08-11,1,18.0,closed,True,20260903
AS-000278,ORD-0004416,新约能天使-毛绒玩偶,refund,尺寸与预期不符,2026-08-10,2026-08-17,1,128.0,closed,True,20260903
AS-000279,ORD-0004444,娜斯提-装饰摆件,exchange,运输破损,2026-07-15,2026-07-21,1,0.0,closed,True,20260903
AS-000280,ORD-0004453,Mon3tr-吧唧（徽章）,refund,重复购买,2026-07-15,2026-07-22,1,18.0,closed,True,20260903
AS-000281,ORD-0004470,焰狐龙梓兰-手办模玩,refund,到货与宣传差异,2026-08-10,2026-08-15,1,699.0,closed,True,20260903
AS-000282,ORD-0004473,赤刃明霄陈-手办模玩,refund,零件损坏,2026-07-15,2026-07-22,1,699.0,closed,True,20260903
AS-000283,ORD-0004487,望-装饰摆件,refund,尺寸与预期不符,2026-07-04,2026-07-08,1,89.0,closed,True,20260903
AS-000284,ORD-0004489,塑心-日用生活,return,功能异常,2026-06-30,2026-07-01,1,99.0,closed,True,20260903
AS-000285,ORD-0004500,纯烬艾雅法拉-手办模玩,return,零件损坏,2026-08-19,2026-08-25,1,699.0,closed,True,20260903
AS-000286,ORD-0004502,真言-日用生活,return,材质与预期不符,2026-06-21,2026-06-28,1,99.0,closed,True,20260903
AS-000287,ORD-0004521,凛御银灰-毛绒玩偶,return,尺寸与预期不符,2026-08-15,2026-08-20,1,128.0,closed,True,20260903
AS-000288,ORD-0004523,予愿安洁莉娜-手办模玩,return,零件损坏,2026-08-05,2026-08-08,1,699.0,closed,True,20260903
AS-000289,ORD-0004533,维娜·维多利亚-通行证,return,运输折损,2026-08-10,2026-08-17,1,39.0,closed,True,20260903
AS-000290,ORD-0004548,重岳-通行证,refund,运输折损,2026-08-01,2026-08-04,1,39.0,closed,True,20260903
AS-000291,ORD-0004550,缄默德克萨斯-毛绒玩偶,return,尺寸与预期不符,2026-07-03,2026-07-05,1,128.0,closed,True,20260903
AS-000292,ORD-0004556,焰狐龙梓兰-装饰摆件,return,安装困难,2026-08-19,2026-08-26,1,89.0,closed,True,20260903
AS-000293,ORD-0004569,司霆惊蛰-日用生活,refund,功能异常,2026-07-31,2026-08-01,1,99.0,closed,True,20260903
AS-000294,ORD-0004644,贝洛内-通行证,return,运输折损,2026-08-14,2026-08-15,1,39.0,closed,True,20260903
AS-000295,ORD-0004661,纯烬艾雅法拉-日用生活,refund,功能异常,2026-06-30,2026-07-07,1,99.0,closed,True,20260903
AS-000296,ORD-0004665,怒潮凛冬-日用生活,refund,尺码不合适,2026-06-20,2026-06-24,1,99.0,closed,True,20260903
AS-000297,ORD-0004687,新约能天使-手办模玩,refund,到货与宣传差异,2026-07-04,2026-07-05,1,699.0,closed,True,20260903
AS-000298,ORD-0004697,焰狐龙梓兰-手办模玩,return,零件损坏,2026-08-11,2026-08-13,1,699.0,closed,True,20260903
AS-000299,ORD-0004725,贝洛内-手办模玩,return,零件损坏,2026-07-26,2026-07-28,1,699.0,closed,True,20260903
AS-000300,ORD-0004728,真言-毛绒玩偶,return,填充不均,2026-08-25,2026-08-26,1,128.0,closed,True,20260903
AS-000301,ORD-0004736,缄默德克萨斯-日用生活,refund,尺码不合适,2026-08-19,2026-08-26,1,99.0,closed,True,20260903
AS-000302,ORD-0004757,真言-亚克力制品,exchange,印刷偏色,2026-08-24,2026-08-28,1,0.0,closed,True,20260903
AS-000303,ORD-0004811,焰狐龙梓兰-手办模玩,refund,到货与宣传差异,2026-07-16,2026-07-18,1,699.0,closed,True,20260903
AS-000304,ORD-0004812,凯尔希·思衡托-日用生活,exchange,功能异常,2026-08-30,2026-09-04,1,0.0,closed,True,20260903
AS-000305,ORD-0004839,凯尔希·思衡托-日用生活,return,尺码不合适,2026-08-06,2026-08-11,1,99.0,closed,True,20260903
AS-000306,ORD-0004864,缪尔赛思-手办模玩,exchange,零件损坏,2026-07-21,2026-07-27,1,0.0,closed,True,20260903
AS-000307,ORD-0004869,重岳-装饰摆件,return,运输破损,2026-07-01,2026-07-03,1,89.0,closed,True,20260903
AS-000308,ORD-0004881,归溟幽灵鲨-手办模玩,return,涂装瑕疵,2026-08-24,2026-08-31,1,699.0,closed,True,20260903
AS-000309,ORD-0004883,归溟幽灵鲨-毛绒玩偶,return,填充不均,2026-09-03,2026-09-10,1,128.0,closed,True,20260903
AS-000310,ORD-0004887,归溟幽灵鲨-日用生活,return,功能异常,2026-08-07,2026-08-14,1,99.0,closed,True,20260903
AS-000311,ORD-0004898,余-手办模玩,exchange,零件损坏,2026-09-05,2026-09-08,1,0.0,closed,True,20260903
AS-000312,ORD-0004912,凛御银灰-毛绒玩偶,exchange,车线瑕疵,2026-08-04,2026-08-10,1,0.0,closed,True,20260903
AS-000313,ORD-0004926,斩业星熊-手办模玩,refund,零件损坏,2026-09-03,2026-09-05,1,699.0,closed,True,20260903
AS-000314,ORD-0004928,新约能天使-日用生活,exchange,材质与预期不符,2026-07-19,2026-07-22,1,0.0,closed,True,20260903
AS-000315,ORD-0004930,死芒-日用生活,exchange,尺码不合适,2026-07-14,2026-07-20,1,0.0,closed,True,20260903
AS-000316,ORD-0004931,焰狐龙梓兰-手办模玩,exchange,涂装瑕疵,2026-06-15,2026-06-21,1,0.0,closed,True,20260903
AS-000317,ORD-0004933,凯尔希·思衡托-亚克力制品,return,印刷偏色,2026-07-10,2026-07-16,1,48.0,closed,True,20260903
AS-000318,ORD-0004944,重岳-日用生活,refund,材质与预期不符,2026-09-05,2026-09-06,1,99.0,closed,True,20260903
AS-000319,ORD-0004946,谬因-手办模玩,refund,到货与宣传差异,2026-07-18,2026-07-24,1,699.0,closed,True,20260903
AS-000320,ORD-0004948,荒芜拉普兰德-装饰摆件,return,安装困难,2026-08-01,2026-08-06,1,89.0,closed,True,20260903
AS-000321,ORD-0004955,缪尔赛思-亚克力制品,return,尺寸与预期不符,2026-06-27,2026-06-30,1,48.0,closed,True,20260903
AS-000322,ORD-0004979,死芒-装饰摆件,return,运输破损,2026-08-12,2026-08-16,1,89.0,closed,True,20260903
AS-000323,ORD-0004980,司霆惊蛰-装饰摆件,refund,尺寸与预期不符,2026-08-27,2026-08-29,1,89.0,closed,True,20260903
AS-000324,ORD-0004989,真言-吧唧（徽章）,exchange,表面划痕,2026-07-23,2026-07-29,1,0.0,closed,True,20260903
AS-000325,ORD-0005003,缪尔赛思-日用生活,return,功能异常,2026-07-09,2026-07-10,1,99.0,closed,True,20260903
AS-000326,ORD-0005039,司霆惊蛰-亚克力制品,return,印刷偏色,2026-06-14,2026-06-18,1,48.0,closed,True,20260903
AS-000327,ORD-0005049,黍-手办模玩,refund,到货与宣传差异,2026-08-30,2026-09-02,1,699.0,closed,True,20260903
AS-000328,ORD-0005057,荒芜拉普兰德-手办模玩,exchange,零件损坏,2026-07-01,2026-07-02,1,0.0,closed,True,20260903
AS-000329,ORD-0005072,真言-日用生活,exchange,功能异常,2026-07-04,2026-07-07,1,0.0,closed,True,20260903
AS-000330,ORD-0005095,贝洛内-日用生活,exchange,材质与预期不符,2026-08-12,2026-08-16,1,0.0,closed,True,20260903
AS-000331,ORD-0005104,酒神-装饰摆件,return,运输破损,2026-07-14,2026-07-21,1,89.0,closed,True,20260903
AS-000332,ORD-0005126,死芒-日用生活,refund,功能异常,2026-07-27,2026-08-03,1,99.0,closed,True,20260903
AS-000333,ORD-0005140,司霆惊蛰-日用生活,refund,尺码不合适,2026-07-11,2026-07-17,1,99.0,closed,True,20260903
AS-000334,ORD-0005154,维娜·维多利亚-毛绒玩偶,return,尺寸与预期不符,2026-08-13,2026-08-17,1,128.0,closed,True,20260903
AS-000335,ORD-0005155,重岳-手办模玩,refund,到货与宣传差异,2026-06-16,2026-06-20,1,699.0,closed,True,20260903
AS-000336,ORD-0005188,Mon3tr-吧唧（徽章）,return,重复购买,2026-06-23,2026-06-29,1,18.0,closed,True,20260903
AS-000337,ORD-0005199,缪尔赛思-日用生活,exchange,功能异常,2026-08-04,2026-08-05,1,0.0,closed,True,20260903
AS-000338,ORD-0005223,赤刃明霄陈-吧唧（徽章）,refund,别针松动,2026-06-26,2026-06-29,1,18.0,closed,True,20260903
AS-000339,ORD-0005244,重岳-毛绒玩偶,exchange,尺寸与预期不符,2026-08-14,2026-08-21,1,0.0,closed,True,20260903
AS-000340,ORD-0005251,归溟幽灵鲨-亚克力制品,refund,尺寸与预期不符,2026-06-24,2026-06-25,1,48.0,closed,True,20260903
AS-000341,ORD-0005264,贝洛内-通行证,return,重复购买,2026-07-16,2026-07-21,1,39.0,closed,True,20260903
AS-000342,ORD-0005266,缄默德克萨斯-通行证,return,印刷瑕疵,2026-06-19,2026-06-20,1,39.0,closed,True,20260903
AS-000343,ORD-0005285,余-装饰摆件,return,运输破损,2026-07-31,2026-08-03,1,89.0,closed,True,20260903
AS-000344,ORD-0005293,贝洛内-手办模玩,refund,涂装瑕疵,2026-06-03,2026-06-07,1,699.0,closed,True,20260903
AS-000345,ORD-0005300,望-吧唧（徽章）,refund,别针松动,2026-07-18,2026-07-21,1,18.0,closed,True,20260903
AS-000346,ORD-0005303,贝洛内-日用生活,return,材质与预期不符,2026-07-17,2026-07-21,1,99.0,closed,True,20260903
AS-000347,ORD-0005308,归溟幽灵鲨-吧唧（徽章）,return,别针松动,2026-08-04,2026-08-05,1,18.0,closed,True,20260903
AS-000348,ORD-0005323,娜斯提-吧唧（徽章）,return,别针松动,2026-07-01,2026-07-02,1,18.0,closed,True,20260903
AS-000349,ORD-0005330,死芒-毛绒玩偶,exchange,填充不均,2026-07-08,2026-07-15,1,0.0,closed,True,20260903
AS-000350,ORD-0005333,真言-毛绒玩偶,refund,尺寸与预期不符,2026-08-01,2026-08-06,1,128.0,closed,True,20260903
AS-000351,ORD-0005338,黍-亚克力制品,exchange,印刷偏色,2026-06-08,2026-06-12,1,0.0,closed,True,20260903
AS-000352,ORD-0005368,娜斯提-吧唧（徽章）,refund,别针松动,2026-07-03,2026-07-06,1,18.0,closed,True,20260903
AS-000353,ORD-0005369,焰狐龙梓兰-手办模玩,return,零件损坏,2026-06-09,2026-06-11,1,699.0,closed,True,20260903
AS-000354,ORD-0005378,斩业星熊-手办模玩,return,到货与宣传差异,2026-06-26,2026-07-02,1,699.0,closed,True,20260903
AS-000355,ORD-0005419,维娜·维多利亚-手办模玩,return,到货与宣传差异,2026-06-15,2026-06-18,1,699.0,closed,True,20260903
AS-000356,ORD-0005427,赤刃明霄陈-日用生活,refund,尺码不合适,2026-07-16,2026-07-22,1,99.0,closed,True,20260903
AS-000357,ORD-0005441,缪尔赛思-日用生活,refund,尺码不合适,2026-07-26,2026-07-31,1,99.0,closed,True,20260903
AS-000358,ORD-0005443,新约能天使-吧唧（徽章）,return,别针松动,2026-07-30,2026-08-01,1,18.0,closed,True,20260903
AS-000359,ORD-0005446,缪尔赛思-通行证,return,印刷瑕疵,2026-06-20,2026-06-26,1,39.0,closed,True,20260903
AS-000360,ORD-0005450,缄默德克萨斯-手办模玩,return,涂装瑕疵,2026-07-02,2026-07-04,1,699.0,closed,True,20260903
AS-000361,ORD-0005471,娜斯提-亚克力制品,return,尺寸与预期不符,2026-06-19,2026-06-21,1,48.0,closed,True,20260903
AS-000362,ORD-0005485,塑心-手办模玩,exchange,零件损坏,2026-06-15,2026-06-22,1,0.0,closed,True,20260903
AS-000363,ORD-0005510,黍-手办模玩,refund,零件损坏,2026-06-26,2026-06-29,1,699.0,closed,True,20260903
AS-000364,ORD-0005531,谬因-毛绒玩偶,return,填充不均,2026-08-22,2026-08-24,1,128.0,closed,True,20260903
AS-000365,ORD-0005535,结城理-亚克力制品,refund,尺寸与预期不符,2026-07-18,2026-07-20,1,48.0,closed,True,20260903
AS-000366,ORD-0005543,重岳-吧唧（徽章）,return,别针松动,2026-07-29,2026-07-31,1,18.0,closed,True,20260903
AS-000367,ORD-0005593,荒芜拉普兰德-手办模玩,refund,零件损坏,2026-08-25,2026-08-26,1,699.0,closed,True,20260903
AS-000368,ORD-0005600,司霆惊蛰-手办模玩,refund,零件损坏,2026-06-23,2026-06-26,1,699.0,closed,True,20260903
AS-000369,ORD-0005635,娜斯提-装饰摆件,return,运输破损,2026-08-17,2026-08-22,1,89.0,closed,True,20260903
AS-000370,ORD-0005676,荒芜拉普兰德-毛绒玩偶,refund,车线瑕疵,2026-07-15,2026-07-22,1,128.0,closed,True,20260903
AS-000371,ORD-0005759,予愿安洁莉娜-日用生活,exchange,功能异常,2026-07-08,2026-07-15,1,0.0,closed,True,20260903
AS-000372,ORD-0005761,怒潮凛冬-装饰摆件,return,运输破损,2026-07-27,2026-08-03,1,89.0,closed,True,20260903
AS-000373,ORD-0005762,佩佩-装饰摆件,return,运输破损,2026-09-05,2026-09-06,1,89.0,closed,True,20260903
AS-000374,ORD-0005772,余-手办模玩,exchange,涂装瑕疵,2026-08-05,2026-08-08,1,0.0,closed,True,20260903
AS-000375,ORD-0005782,重岳-日用生活,return,功能异常,2026-08-19,2026-08-24,1,99.0,closed,True,20260903
AS-000376,ORD-0005784,望-装饰摆件,refund,安装困难,2026-07-01,2026-07-08,1,89.0,closed,True,20260903
AS-000377,ORD-0005826,新约能天使-装饰摆件,refund,运输破损,2026-07-25,2026-07-26,1,89.0,closed,True,20260903
AS-000378,ORD-0005847,贝洛内-吧唧（徽章）,refund,别针松动,2026-08-29,2026-09-04,2,36.0,closed,True,20260903
AS-000379,ORD-0005860,Mon3tr-日用生活,return,功能异常,2026-07-15,2026-07-18,1,99.0,closed,True,20260903
AS-000380,ORD-0005866,死芒-手办模玩,exchange,到货与宣传差异,2026-09-06,2026-09-12,1,0.0,closed,True,20260903
AS-000381,ORD-0005876,怒潮凛冬-装饰摆件,exchange,安装困难,2026-07-05,2026-07-08,1,0.0,closed,True,20260903
AS-000382,ORD-0005901,塑心-日用生活,return,材质与预期不符,2026-06-14,2026-06-20,1,99.0,closed,True,20260903
AS-000383,ORD-0005906,予愿安洁莉娜-毛绒玩偶,refund,车线瑕疵,2026-09-03,2026-09-07,1,128.0,closed,True,20260903
AS-000384,ORD-0005908,余-装饰摆件,refund,安装困难,2026-07-16,2026-07-19,1,89.0,closed,True,20260903
AS-000385,ORD-0005915,司霆惊蛰-吧唧（徽章）,exchange,别针松动,2026-07-05,2026-07-12,1,0.0,closed,True,20260903
AS-000386,ORD-0005927,凛御银灰-日用生活,return,尺码不合适,2026-07-12,2026-07-19,1,99.0,closed,True,20260903
AS-000387,ORD-0005934,娜斯提-日用生活,return,材质与预期不符,2026-06-27,2026-06-30,1,99.0,closed,True,20260903
AS-000388,ORD-0005963,斩业星熊-通行证,refund,重复购买,2026-08-07,2026-08-09,1,39.0,closed,True,20260903
AS-000389,ORD-0005973,归溟幽灵鲨-手办模玩,return,零件损坏,2026-08-28,2026-08-30,1,699.0,closed,True,20260903
AS-000390,ORD-0005990,凯尔希·思衡托-装饰摆件,return,尺寸与预期不符,2026-08-26,2026-08-31,1,89.0,closed,True,20260903
AS-000391,ORD-0005991,余-手办模玩,return,到货与宣传差异,2026-07-28,2026-08-04,1,699.0,closed,True,20260903
AS-000392,ORD-0005999,贝洛内-亚克力制品,return,印刷偏色,2026-09-07,2026-09-09,1,48.0,closed,True,20260903
