sku_id,operator,category,price,unit_cost,initial_stock,reorder_point,purchase_lead_time_days,sold_units,gross_sales,discount_amount,net_sales,cogs,return_units,refund_amount,average_inventory,ending_inventory,inbound_units,stockout_units,net_sales_after_refund,gross_profit,gross_margin_rate,return_rate,sell_through_rate,inventory_turnover,days_of_inventory,stockout_rate,inventory_status,recommended_action,is_simulated,simulation_seed,weekly_demand_mean,weekly_demand_std,demand_cv,xyz_class,line_count,order_count,cancelled_line_count,sold_quantity_requested,average_discount_rate,cancelled_line_rate,after_sales_case_count,resolution_days_mean,sales_share,cumulative_sales_share,abc_class,abc_xyz_class,average_inventory_value,gmroi,lost_sales_value_proxy,net_revenue_per_sold_unit,operating_action
焰狐龙梓兰-日用生活,焰狐龙梓兰,日用生活,99.0,45.54,31,23,30,51,5049.0,153.45,4895.55,2322.54,1.0,99.0,19.244444444444444,4,24,0,4796.55,2474.01,0.5157894736842106,0.0196078431372549,0.9272727272727272,2.6501154734411085,7.0588235294117645,0.0,replenish_now,立即补货,True,20260903,3.923076923076923,2.3259957889593026,0.592900887381783,Y,46,46,1,52,0.03260869565217391,0.021739130434782608,1.0,5.0,0.004020009237585727,0.6803516668930945,A,AY,876.3919999999999,2.8229490912742246,0.0,94.05,常规监控
余-日用生活,余,日用生活,99.0,45.54,29,21,30,52,5148.0,158.4,4989.599999999999,2368.08,3.0,198.0,16.57777777777778,27,48,1,4791.599999999999,2423.5199999999995,0.5057851239669421,0.0576923076923076,0.6753246753246753,3.136729222520107,46.73076923076923,0.0188679245283018,healthy,维持现有补货节奏,True,20260903,4.0,2.380476142847616,0.595119035711904,Y,42,42,2,54,0.030952380952380953,0.047619047619047616,3.0,4.0,0.004015860621241468,0.6843675275143359,A,AY,754.952,3.2101643548199084,99.0,92.14615384615384,常规监控
维娜·维多利亚-毛绒玩偶,维娜·维多利亚,毛绒玩偶,128.0,61.44,36,28,40,41,5248.0,204.8,5043.2,2519.04,2.0,256.0,24.066666666666663,24,28,0,4787.2,2268.16,0.4737967914438502,0.048780487804878,0.640625,1.703601108033241,52.6829268292683,0.0,healthy,维持现有补货节奏,True,20260903,3.1538461538461537,2.4781092875467863,0.7857419692221518,Y,34,34,1,42,0.03970588235294118,0.029411764705882353,2.0,5.0,0.0040121729622687955,0.6883797004766047,A,AY,1478.6559999999997,1.5339335180055405,0.0,116.76097560975609,常规监控
凯尔希·思衡托-日用生活,凯尔希·思衡托,日用生活,99.0,45.54,32,24,30,52,5148.0,178.20000000000002,4969.8,2368.08,3.0,198.0,18.266666666666666,32,48,0,4771.8,2403.7200000000003,0.5037344398340249,0.0576923076923076,0.65,2.8467153284671536,55.38461538461539,0.0,healthy,维持现有补货节奏,True,20260903,3.8461538461538463,2.6722697545393204,0.6947901361802232,Y,50,50,1,53,0.033,0.02,3.0,4.333333333333333,0.003999266155864438,0.6923789666324691,A,AY,831.8639999999999,2.889558870199937,0.0,91.76538461538462,常规监控
新约能天使-毛绒玩偶,新约能天使,毛绒玩偶,128.0,61.44,38,30,40,42,5376.0,249.6,5126.4,2580.48,3.0,384.0,28.666666666666668,28,30,0,4742.4,2161.92,0.4558704453441295,0.0714285714285714,0.6176470588235294,1.4651162790697674,60.0,0.0,healthy,维持现有补货节奏,True,20260903,3.1538461538461537,0.8987170342729173,0.28495905964751034,X,41,41,1,43,0.0451219512195122,0.024390243902439025,3.0,3.6666666666666665,0.003974625889092483,0.6963535925215616,A,AX,1761.28,1.2274709302325582,0.0,112.91428571428571,核心稳定SKU：滚动补货
缄默德克萨斯-毛绒玩偶,缄默德克萨斯,毛绒玩偶,128.0,61.44,34,26,40,43,5504.0,217.6,5286.4,2641.92,5.0,640.0,21.53333333333333,24,27,0,4646.4,2004.48,0.4314049586776859,0.1162790697674418,0.7049180327868853,1.9969040247678016,50.23255813953488,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903,3.076923076923077,2.956956161932358,0.9610107526280164,Y,38,38,1,44,0.035526315789473684,0.02631578947368421,5.0,3.8,0.0038941678751432426,0.7002477603967049,A,AY,1323.0079999999998,1.5150928792569662,0.0,108.05581395348837,售后风险：复核质量、包装与详情页承诺
死芒-日用生活,死芒,日用生活,99.0,45.54,29,21,30,52,5148.0,212.85,4935.15,2368.08,4.0,297.0,17.022222222222222,28,48,0,4638.15,2270.07,0.4894343649946638,0.0769230769230769,0.6753246753246753,3.0548302872062663,48.46153846153847,0.0,healthy,维持现有补货节奏,True,20260903,3.923076923076923,2.019139192062567,0.5146825391532034,Y,44,44,1,53,0.042045454545454546,0.022727272727272728,4.0,5.0,0.0038872535145694797,0.7041350139112744,A,AY,775.192,2.928397093881258,0.0,89.1951923076923,常规监控
焰狐龙梓兰-装饰摆件,焰狐龙梓兰,装饰摆件,89.0,37.38,29,21,25,56,4984.0,222.5,4761.5,2093.28,2.0,178.0,18.211111111111112,24,48,0,4583.5,2490.22,0.5433009708737864,0.0357142857142857,0.7272727272727273,3.075045759609518,38.57142857142857,0.0,healthy,维持现有补货节奏,True,20260903,4.230769230769231,2.27866357593825,0.5385932088581318,Y,53,53,4,60,0.041509433962264156,0.07547169811320754,2.0,4.5,0.003841451113920251,0.7079764650251946,A,AY,680.7313333333334,3.658153926610302,0.0,81.84821428571429,常规监控
归溟幽灵鲨-毛绒玩偶,归溟幽灵鲨,毛绒玩偶,128.0,61.44,35,27,40,38,4864.0,153.6,4710.4,2334.72,1.0,128.0,24.022222222222226,24,27,0,4582.4,2247.68,0.4905027932960893,0.0263157894736842,0.6129032258064516,1.5818686401480109,56.8421052631579,0.0,healthy,维持现有补货节奏,True,20260903,2.923076923076923,2.6913917855989946,0.9207392950733403,Y,34,34,1,40,0.03529411764705882,0.029411764705882353,1.0,7.0,0.003840529199177082,0.7118169942243717,A,AY,1475.9253333333336,1.5228954671600365,0.0,120.58947368421052,常规监控
重岳-毛绒玩偶,重岳,毛绒玩偶,128.0,61.44,34,26,40,36,4608.0,121.6,4486.4,2211.84,1.0,0.0,21.066666666666663,26,26,0,4486.4,2274.5599999999995,0.5069900142653352,0.0277777777777777,0.6,1.7088607594936709,65.0,0.0,healthy,维持现有补货节奏,True,20260903,2.6923076923076925,2.250356097177192,0.8358465503800998,Y,34,34,2,38,0.026470588235294117,0.058823529411764705,1.0,7.0,0.0037600711852278416,0.7155770654095995,A,AY,1294.3359999999998,1.7573180379746833,0.0,124.6222222222222,常规监控
司霆惊蛰-毛绒玩偶,司霆惊蛰,毛绒玩偶,128.0,61.44,33,25,40,36,4608.0,121.6,4486.4,2211.84,1.0,0.0,23.522222222222226,26,28,0,4486.4,2274.5599999999995,0.5069900142653352,0.0277777777777777,0.5901639344262295,1.5304676428908834,65.0,0.0,healthy,维持现有补货节奏,True,20260903,2.769230769230769,2.27866357593825,0.8228507357554792,Y,32,32,2,38,0.029687500000000002,0.0625,1.0,5.0,0.0037600711852278416,0.7193371365948273,A,AY,1445.2053333333336,1.5738663202645247,0.0,124.6222222222222,常规监控
新约能天使-装饰摆件,新约能天使,装饰摆件,89.0,37.38,31,23,25,53,4717.0,178.0,4539.0,1981.14,2.0,89.0,19.377777777777776,24,46,0,4450.0,2468.86,0.5548,0.0377358490566037,0.6883116883116883,2.7350917431192663,40.75471698113208,0.0,healthy,维持现有补货节奏,True,20260903,4.076923076923077,2.5318484177091665,0.6210194232116824,Y,49,49,0,53,0.03877551020408163,0.0,2.0,2.0,0.0037295641882720883,0.7230667007830994,A,AY,724.3413333333333,3.4084207077326347,0.0,83.9622641509434,常规监控
凯尔希·思衡托-装饰摆件,凯尔希·思衡托,装饰摆件,89.0,37.38,30,22,25,54,4806.0,195.8,4610.2,2018.52,3.0,178.0,21.766666666666666,25,46,0,4432.2,2413.6799999999994,0.544578313253012,0.0555555555555555,0.7105263157894737,2.4808575803981623,41.66666666666667,0.0,healthy,维持现有补货节奏,True,20260903,4.076923076923077,2.5645512427953308,0.6290408708743265,Y,54,54,5,59,0.04259259259259259,0.09259259259259259,3.0,4.333333333333333,0.003714645931519,0.7267813467146185,A,AY,813.638,2.9665281120105003,0.0,82.07777777777777,常规监控
凛御银灰-装饰摆件,凛御银灰,装饰摆件,89.0,37.38,29,21,25,52,4628.0,169.1,4458.9,1943.76,1.0,89.0,17.31111111111111,28,48,0,4369.9,2426.1399999999994,0.555193482688391,0.0192307692307692,0.6753246753246753,3.0038510911424905,48.46153846153847,0.0,healthy,维持现有补货节奏,True,20260903,3.8461538461538463,2.8238907511373332,0.7342115952957067,Y,46,46,2,54,0.0391304347826087,0.043478260869565216,1.0,7.0,0.0036624320328831903,0.7304437787475017,A,AY,647.0893333333333,3.7493123051531256,0.0,84.03653846153846,常规监控
荒芜拉普兰德-日用生活,荒芜拉普兰德,日用生活,99.0,45.54,30,22,30,46,4554.0,103.95,4450.05,2094.84,1.0,99.0,18.91111111111111,10,24,0,4351.05,2256.21,0.5185437997724687,0.0217391304347826,0.8518518518518519,2.4324324324324325,19.565217391304348,0.0,replenish_now,立即补货,True,20260903,3.3846153846153846,2.467740583964123,0.7291051725348545,Y,44,44,3,49,0.022727272727272728,0.06818181818181818,1.0,2.0,0.0036466337666025326,0.7340904125141042,A,AY,861.212,2.619807898635876,0.0,94.58804347826087,常规监控
望-日用生活,望,日用生活,99.0,45.54,30,22,30,46,4554.0,118.8,4435.2,2094.84,3.0,99.0,21.044444444444444,10,24,0,4336.2,2241.36,0.5168949771689497,0.0652173913043478,0.8518518518518519,2.185850052798311,19.565217391304348,0.0,replenish_now,立即补货,True,20260903,3.5384615384615383,2.1838568563966754,0.6171769376773213,Y,38,38,1,47,0.02631578947368421,0.02631578947368421,3.0,2.0,0.003634187917569759,0.737724600431674,A,AY,958.3639999999999,2.3387355952435613,0.0,94.26521739130435,常规监控
赤刃明霄陈-毛绒玩偶,赤刃明霄陈,毛绒玩偶,128.0,61.44,36,28,40,37,4736.0,211.2,4524.8,2273.28,3.0,256.0,27.68888888888889,30,29,0,4268.8,1995.5200000000004,0.4674662668665668,0.081081081081081,0.5692307692307692,1.3362760834670946,72.97297297297298,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903,2.8461538461538463,0.8987170342729172,0.3157654444742682,X,39,39,3,40,0.04743589743589744,0.07692307692307693,3.0,3.6666666666666665,0.003577699686942897,0.7413023001186169,A,AX,1701.2053333333333,1.1730036115569826,0.0,115.37297297297297,售后风险：复核质量、包装与详情页承诺
望-毛绒玩偶,望,毛绒玩偶,128.0,61.44,34,26,40,36,4608.0,217.6,4390.4,2211.84,1.0,128.0,22.866666666666667,24,26,0,4262.4,2050.5599999999995,0.481081081081081,0.0277777777777777,0.6,1.5743440233236154,60.0,0.0,healthy,维持现有补货节奏,True,20260903,2.769230769230769,2.1273554065179203,0.7682116745759157,Y,35,35,0,36,0.04714285714285714,0.0,1.0,5.0,0.0035723358193462803,0.7448746359379631,A,AY,1404.9279999999999,1.459548104956268,0.0,118.39999999999999,常规监控
缄默德克萨斯-装饰摆件,缄默德克萨斯,装饰摆件,89.0,37.38,28,20,25,50,4450.0,137.95000000000002,4312.05,1869.0,1.0,89.0,16.866666666666667,26,47,0,4223.05,2354.05,0.5574288724973656,0.02,0.6666666666666666,2.9644268774703555,46.8,0.0,healthy,维持现有补货节奏,True,20260903,3.8461538461538463,2.7942248133771033,0.7264984514780468,Y,41,41,1,51,0.032926829268292684,0.024390243902439025,1.0,3.0,0.003539356414670212,0.7484139923526333,A,AY,630.4760000000001,3.733766233766233,0.0,84.461,常规监控
斩业星熊-日用生活,斩业星熊,日用生活,99.0,45.54,29,21,30,45,4455.0,143.55,4311.45,2049.3,2.0,99.0,16.22222222222222,35,48,0,4212.45,2163.15,0.5135135135135135,0.0444444444444444,0.5844155844155844,2.7739726027397262,70.0,0.0,healthy,维持现有补货节奏,True,20260903,3.3846153846153846,2.8147960713126134,0.8316442937969085,Y,40,40,0,45,0.03625,0.0,2.0,3.0,0.003530472508963316,0.7519444648615966,A,AY,738.76,2.928082191780822,0.0,93.61,常规监控
归溟幽灵鲨-装饰摆件,归溟幽灵鲨,装饰摆件,89.0,37.38,29,21,25,49,4361.0,133.5,4227.5,1831.62,1.0,89.0,18.91111111111111,28,48,0,4138.5,2306.88,0.5574193548387097,0.0204081632653061,0.6363636363636364,2.591069330199765,51.42857142857143,0.0,healthy,维持现有补货节奏,True,20260903,3.769230769230769,3.3454906504588666,0.8875791521625565,Y,39,39,1,51,0.03205128205128205,0.02564102564102564,1.0,3.0,0.003468494695093042,0.7554129595566896,A,AY,706.8973333333334,3.2633876112136977,0.0,84.45918367346938,常规监控
维娜·维多利亚-装饰摆件,维娜·维多利亚,装饰摆件,89.0,37.38,29,21,25,49,4361.0,137.95000000000002,4223.05,1831.62,1.0,89.0,20.45555555555556,29,47,0,4134.05,2302.4300000000003,0.5569429494079656,0.0204081632653061,0.6447368421052632,2.3954372623574143,53.26530612244898,0.0,healthy,维持现有补货节奏,True,20260903,3.6153846153846154,2.662657242256988,0.7364796627519329,Y,47,47,1,50,0.031914893617021274,0.02127659574468085,1.0,5.0,0.00346476513090477,0.7588777246875944,A,AY,764.6286666666668,3.011174051369597,0.0,84.36836734693878,常规监控
缪尔赛思-日用生活,缪尔赛思,日用生活,99.0,45.54,30,22,30,47,4653.0,232.65,4420.349999999999,2140.38,4.0,297.0,19.23333333333333,34,48,0,4123.349999999999,1982.9699999999996,0.4809123649459783,0.0851063829787234,0.6025641025641025,2.4436741767764296,65.1063829787234,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903,3.6153846153846154,2.2560460078960247,0.6240127255882622,Y,45,45,1,48,0.051111111111111114,0.022222222222222223,4.0,2.25,0.003455797414766677,0.762333522102361,A,AY,875.8859999999999,2.263959008364102,0.0,87.73085106382977,售后风险：复核质量、包装与详情页承诺
缄默德克萨斯-日用生活,缄默德克萨斯,日用生活,99.0,45.54,29,21,30,46,4554.0,138.6,4415.4,2094.84,3.0,297.0,19.58888888888889,9,24,0,4118.4,2023.5599999999995,0.4913461538461537,0.0652173913043478,0.8679245283018868,2.3482699943278504,17.608695652173914,0.0,replenish_now,立即补货,True,20260903,3.4615384615384617,1.7614096918559587,0.508851688758388,Y,43,43,3,49,0.030232558139534883,0.06976744186046512,3.0,4.0,0.0034516487984224196,0.7657851709007835,A,AY,892.078,2.268366667488717,0.0,89.5304347826087,常规监控
焰狐龙梓兰-毛绒玩偶,焰狐龙梓兰,毛绒玩偶,128.0,61.44,35,27,40,36,4608.0,256.0,4352.0,2211.84,2.0,256.0,26.81111111111111,27,27,0,4096.0,1884.16,0.4599999999999999,0.0555555555555555,0.5806451612903226,1.342726895980108,67.5,0.0,healthy,维持现有补货节奏,True,20260903,2.769230769230769,2.006400016357911,0.7245333392403568,Y,35,35,4,40,0.05714285714285714,0.11428571428571428,2.0,1.5,0.0034328752618342636,0.7692180461626177,A,AY,1647.2746666666665,1.143804392871944,0.0,113.77777777777777,常规监控
赤刃明霄陈-日用生活,赤刃明霄陈,日用生活,99.0,45.54,31,23,30,45,4455.0,163.35,4291.65,2049.3,3.0,297.0,21.355555555555554,14,26,0,3994.65,1945.3499999999997,0.486988847583643,0.0666666666666666,0.7894736842105263,2.1071800208116547,28.0,0.0,replenish_now,立即补货,True,20260903,3.3846153846153846,2.5012817227194253,0.7390150544398302,Y,38,38,0,45,0.0368421052631579,0.0,3.0,4.333333333333333,0.003347933389815977,0.7725659795524337,A,AY,972.5319999999999,2.000294077727005,0.0,88.77,常规监控
怒潮凛冬-毛绒玩偶,怒潮凛冬,毛绒玩偶,128.0,61.44,32,24,40,34,4352.0,160.0,4192.0,2088.96,2.0,256.0,25.322222222222223,24,24,0,3936.0,1847.04,0.4692682926829268,0.0588235294117647,0.6071428571428571,1.3426941641070644,63.52941176470589,0.0,healthy,维持现有补货节奏,True,20260903,2.5384615384615383,1.8980421761815784,0.7477135845563794,Y,32,32,0,34,0.035937500000000004,0.0,2.0,1.5,0.0032987785719188626,0.7758647581243525,A,AY,1555.7973333333334,1.1871983326020183,0.0,115.76470588235294,常规监控
Mon3tr-日用生活,Mon3tr,日用生活,99.0,45.54,30,22,30,42,4158.0,153.45000000000002,4004.55,1912.68,1.0,99.0,20.05555555555556,37,48,0,3905.55,1992.87,0.5102661596958175,0.0238095238095238,0.5384615384615384,2.0941828254847645,79.28571428571428,0.0,healthy,维持现有补货节奏,True,20260903,3.230769230769231,2.712742958515303,0.8396585347785462,Y,41,41,0,42,0.03780487804878049,0.0,1.0,3.0,0.0032732582956193383,0.7791380164199718,A,AY,913.3300000000003,2.1819824159942183,0.0,92.98928571428571,常规监控
司霆惊蛰-日用生活,司霆惊蛰,日用生活,99.0,45.54,29,21,30,45,4455.0,153.45000000000002,4301.55,2049.3,4.0,396.0,18.22222222222222,34,48,0,3905.55,1856.25,0.4752851711026615,0.0888888888888888,0.5844155844155844,2.469512195121952,68.0,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903,3.4615384615384617,1.7614096918559587,0.508851688758388,Y,41,41,0,45,0.032926829268292684,0.0,4.0,2.75,0.0032732582956193383,0.7824112747155911,A,AY,829.8399999999999,2.236876988335101,0.0,86.79,售后风险：复核质量、包装与详情页承诺
真言-毛绒玩偶,真言,毛绒玩偶,128.0,61.44,34,26,40,35,4480.0,198.4,4281.6,2150.4,4.0,384.0,23.14444444444445,27,26,0,3897.6,1747.2000000000005,0.4482758620689655,0.1142857142857142,0.5833333333333334,1.5122419587133942,69.42857142857143,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903,2.6923076923076925,1.797434068545834,0.667618368317024,Y,31,31,1,36,0.04032258064516129,0.03225806451612903,4.0,2.25,0.003266595366339166,0.7856778700819304,A,AY,1421.994666666667,1.2286965914546328,0.0,111.36,售后风险：复核质量、包装与详情页承诺
斩业星熊-装饰摆件,斩业星熊,装饰摆件,89.0,37.38,27,19,25,48,4272.0,133.5,4138.5,1794.2400000000002,3.0,267.0,16.0,30,48,1,3871.5,2077.26,0.536551724137931,0.0625,0.64,3.0,56.25,0.0204081632653061,stockout_risk,提高安全库存并缩短补货周期,True,20260903,3.6923076923076925,2.39390251070699,0.6483485966498097,Y,45,45,0,48,0.03222222222222223,0.0,3.0,3.0,0.0032447208437967165,0.788922590925727,A,AY,598.08,3.473214285714286,89.0,80.65625,缺货风险：提高安全库存并复核交期
塑心-装饰摆件,塑心,装饰摆件,89.0,37.38,27,19,25,45,4005.0,151.3,3853.7,1682.1,0.0,0.0,18.844444444444445,7,24,0,3853.7,2171.5999999999995,0.5635103926096997,0.0,0.8823529411764706,2.3879716981132075,14.0,0.0,replenish_now,立即补货,True,20260903,3.3846153846153846,2.534379001467011,0.7487937958879805,Y,40,40,2,47,0.0325,0.05,,,0.003229802587043628,0.7921523935127707,A,AY,704.4053333333334,3.0828840970350395,0.0,85.63777777777777,常规监控
纯烬艾雅法拉-毛绒玩偶,纯烬艾雅法拉,毛绒玩偶,128.0,61.44,36,28,40,32,4096.0,134.4,3961.6,1966.08,1.0,128.0,31.544444444444444,33,28,0,3833.6,1867.52,0.4871452420701169,0.03125,0.5,1.0144417048256429,92.8125,0.0,healthy,维持现有补货节奏,True,20260903,2.4615384615384617,1.8081014266989472,0.7345412045964472,Y,30,30,1,33,0.030000000000000002,0.03333333333333333,1.0,2.0,0.003212956690373006,0.7953653502031437,A,AY,1938.0906666666665,0.9635875308207116,0.0,119.8,常规监控
缪尔赛思-毛绒玩偶,缪尔赛思,毛绒玩偶,128.0,61.44,34,26,40,32,4096.0,153.6,3942.4,1966.08,2.0,128.0,27.744444444444444,30,27,0,3814.4,1848.32,0.4845637583892618,0.0625,0.5245901639344263,1.1533840608730477,84.375,0.0,healthy,维持现有补货节奏,True,20260903,2.4615384615384617,1.5063966175050876,0.6119736258614418,Y,28,28,0,32,0.04107142857142858,0.0,2.0,3.5,0.0031968650875831583,0.7985622152907269,A,AY,1704.6186666666665,1.0843011613936724,0.0,119.2,常规监控
司霆惊蛰-装饰摆件,司霆惊蛰,装饰摆件,89.0,37.38,27,19,25,44,3916.0,133.5,3782.5,1644.72,2.0,89.0,20.244444444444444,9,24,0,3693.5,2048.78,0.5546987951807228,0.0454545454545454,0.8627450980392157,2.173435784851811,18.40909090909091,0.0,replenish_now,立即补货,True,20260903,3.230769230769231,2.3506682083273738,0.7275877787679966,Y,39,39,4,48,0.03974358974358975,0.10256410256410256,2.0,4.5,0.0030955382762658332,0.8016577535669928,B,BY,756.7373333333334,2.7073859181433275,0.0,83.94318181818181,常规监控
酒神-日用生活,酒神,日用生活,99.0,45.54,29,21,30,39,3861.0,118.8,3742.2,1776.06,2.0,99.0,17.988888888888887,17,24,0,3643.2,1867.14,0.5125,0.0512820512820512,0.7358490566037735,2.168004941321804,39.230769230769226,0.0,healthy,维持现有补货节奏,True,20260903,2.8461538461538463,2.1543039806456377,0.7569176148214403,Y,37,37,3,43,0.031081081081081086,0.08108108108108109,2.0,4.5,0.003053381629373679,0.8047111351963664,B,BY,819.2139999999999,2.279184681902409,0.0,93.41538461538461,常规监控
缇缇-日用生活,缇缇,日用生活,99.0,45.54,27,19,30,39,3861.0,143.55,3717.45,1776.06,1.0,99.0,17.92222222222222,13,24,0,3618.45,1842.39,0.5091655266757866,0.0256410256410256,0.7647058823529411,2.1760694358338504,30.0,0.0,replenish_now,立即补货,True,20260903,3.0,2.70801280154532,0.90267093384844,Y,36,36,0,39,0.036111111111111115,0.0,1.0,5.0,0.0030326385476523903,0.8077437737440187,B,BY,816.1779999999999,2.2573384727351145,0.0,92.78076923076922,常规监控
真言-装饰摆件,真言,装饰摆件,89.0,37.38,28,20,25,44,3916.0,222.5,3693.5,1644.72,2.0,89.0,20.988888888888887,34,48,0,3604.5,1959.78,0.5437037037037037,0.0454545454545454,0.5789473684210527,2.096347273689783,69.54545454545455,0.0,healthy,维持现有补货节奏,True,20260903,3.3076923076923075,1.9741924671712983,0.5968488854238809,Y,42,42,1,45,0.05714285714285714,0.023809523809523808,2.0,5.5,0.0030209469925003914,0.8107647207365192,B,BY,784.5646666666667,2.4979202904030857,0.0,81.92045454545455,常规监控
予愿安洁莉娜-装饰摆件,予愿安洁莉娜,装饰摆件,89.0,37.38,29,21,25,42,3738.0,164.65,3573.35,1569.96,1.0,0.0,19.41111111111111,34,46,0,3573.35,2003.39,0.5606475716064757,0.0238095238095238,0.56,2.163709215798512,72.85714285714286,0.0,healthy,维持现有补货节奏,True,20260903,3.230769230769231,2.681847813040049,0.8300957516552532,Y,38,38,2,44,0.039473684210526314,0.05263157894736842,1.0,5.0,0.0029948400431824866,0.8137595607797017,B,BY,725.5873333333334,2.761059775942432,0.0,85.07976190476191,常规监控
佩佩-日用生活,佩佩,日用生活,99.0,45.54,28,20,30,37,3663.0,108.9,3554.1,1684.98,0.0,0.0,20.91111111111111,15,24,0,3554.1,1869.12,0.5259052924791087,0.0,0.7115384615384616,1.769394261424017,36.48648648648649,0.0,replenish_now,立即补货,True,20260903,2.8461538461538463,1.908147174886057,0.6704300884734795,Y,33,33,1,38,0.030303030303030304,0.030303030303030304,,,0.00297870653517704,0.8167382673148788,B,BY,952.292,1.9627593217206485,0.0,96.05675675675676,常规监控
贝洛内-日用生活,贝洛内,日用生活,99.0,45.54,29,21,30,40,3960.0,207.9,3752.1,1821.6,3.0,198.0,22.022222222222226,16,24,0,3554.1,1732.5,0.4874651810584958,0.075,0.7547169811320755,1.8163471241170532,36.0,0.0,replenish_now,立即补货,True,20260903,3.076923076923077,2.4651415936864716,0.8011710179481032,Y,35,35,2,42,0.047142857142857146,0.05714285714285714,3.0,3.3333333333333335,0.00297870653517704,0.8197169738500558,B,BY,1002.8920000000002,1.7275040582635017,0.0,88.85249999999999,常规监控
结城理-装饰摆件,结城理,装饰摆件,89.0,37.38,28,20,25,42,3738.0,106.8,3631.2,1569.96,1.0,89.0,19.0,11,24,0,3542.2,1972.24,0.5567839195979899,0.0238095238095238,0.8076923076923077,2.210526315789473,23.57142857142857,0.0,replenish_now,立即补货,True,20260903,3.230769230769231,1.7867030229749128,0.5530271261589016,Y,40,40,1,43,0.028750000000000005,0.025,1.0,4.0,0.002968733093864582,0.8226857069439204,B,BY,710.22,2.7769423558897244,0.0,84.33809523809524,常规监控
怒潮凛冬-日用生活,怒潮凛冬,日用生活,99.0,45.54,28,20,30,40,3960.0,158.4,3801.6,1821.6,6.0,297.0,21.944444444444443,19,24,0,3504.6,1683.0,0.480225988700565,0.15,0.7692307692307693,1.8227848101265824,42.75,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903,2.8461538461538463,1.7246329970051526,0.6059521340828914,Y,38,38,1,42,0.03815789473684211,0.02631578947368421,6.0,4.5,0.002937220371734463,0.8256229273156549,B,BY,999.3499999999999,1.6840946615299945,0.0,87.615,售后风险：复核质量、包装与详情页承诺
Mon3tr-装饰摆件,Mon3tr,装饰摆件,89.0,37.38,28,20,25,41,3649.0,164.65,3484.35,1532.5800000000002,0.0,0.0,20.6,35,48,0,3484.35,1951.77,0.5601532567049808,0.0,0.5394736842105263,1.990291262135922,76.82926829268293,0.0,healthy,维持现有补货节奏,True,20260903,3.1538461538461537,1.863963243832607,0.5910127358493632,Y,34,34,2,43,0.0411764705882353,0.058823529411764705,,,0.002920248759417045,0.828543176075072,B,BY,770.0280000000001,2.534674063800277,0.0,84.98414634146341,常规监控
娜斯提-装饰摆件,娜斯提,装饰摆件,89.0,37.38,26,18,25,42,3738.0,84.55000000000001,3653.45,1569.96,3.0,178.0,17.644444444444446,36,48,0,3475.45,1905.49,0.5482714468629961,0.0714285714285714,0.5675675675675675,2.380352644836272,77.14285714285714,0.0,healthy,维持现有补货节奏,True,20260903,3.1538461538461537,1.6756169931378437,0.5312931929461456,Y,36,36,0,42,0.026388888888888892,0.0,3.0,5.666666666666667,0.0029127896310405005,0.8314559657061125,B,BY,659.5493333333334,2.8890788053256564,0.0,82.74880952380951,常规监控
佩佩-毛绒玩偶,佩佩,毛绒玩偶,128.0,61.44,32,24,40,28,3584.0,108.8,3475.2,1720.32,0.0,0.0,26.33333333333333,28,24,0,3475.2,1754.88,0.5049723756906077,0.0,0.5,1.0632911392405064,90.0,0.0,healthy,维持现有补货节奏,True,20260903,2.1538461538461537,1.6756169931378437,0.7779650325282846,Y,26,26,0,28,0.03076923076923077,0.0,,,0.002912580104962508,0.834368545811075,B,BY,1617.9199999999996,1.0846518987341776,0.0,124.11428571428571,常规监控
黍-日用生活,黍,日用生活,99.0,45.54,31,23,30,38,3762.0,198.0,3564.0,1730.52,2.0,198.0,22.766666666666666,18,24,0,3366.0,1635.48,0.4858823529411765,0.0526315789473684,0.6909090909090909,1.6691068814055638,42.63157894736842,0.0,healthy,维持现有补货节奏,True,20260903,2.923076923076923,2.2898885875932358,0.7833829378608439,Y,40,40,3,41,0.051250000000000004,0.075,2.0,5.5,0.002821059114095247,0.8371896049251702,B,BY,1036.7939999999999,1.5774396842574323,0.0,88.57894736842105,常规监控
赤刃明霄陈-装饰摆件,赤刃明霄陈,装饰摆件,89.0,37.38,29,21,25,39,3471.0,129.05,3341.95,1457.8200000000002,0.0,0.0,23.77777777777778,15,24,0,3341.95,1884.13,0.5637816245006657,0.0,0.7358490566037735,1.6401869158878506,34.61538461538461,0.0,healthy,维持现有补货节奏,True,20260903,2.923076923076923,1.4411533842457842,0.4930261577682946,X,36,36,0,39,0.04027777777777778,0.0,,,0.002800902705392338,0.8399905076305626,B,BX,888.8133333333334,2.119826435246996,0.0,85.69102564102563,常规监控
