sku_code,sku_id,operator,category,price,unit_cost,production_risk,launch_inventory,sold_units,product_name,supplier_id,purchase_lead_time_days,average_daily_demand_plan,safety_stock,reorder_point,initial_stock,sku_status,is_simulated,simulation_seed
AK-0142,司霆惊蛰-通行证,司霆惊蛰,通行证,39.0,12.48,0.2,639,547,司霆惊蛰 通行证,SUP-PRINT-01,14,0.37,8,14,22,active,True,20260903
AK-0143,司霆惊蛰-吧唧（徽章）,司霆惊蛰,吧唧（徽章）,18.0,5.4,0.15,580,504,司霆惊蛰 吧唧（徽章）,SUP-METAL-01,12,0.41,8,13,21,active,True,20260903
AK-0144,司霆惊蛰-毛绒玩偶,司霆惊蛰,毛绒玩偶,128.0,61.44,0.46,543,431,司霆惊蛰 毛绒玩偶,SUP-PLUSH-01,40,0.42,8,25,33,active,True,20260903
AK-0145,司霆惊蛰-手办模玩,司霆惊蛰,手办模玩,699.0,433.38,0.8,404,293,司霆惊蛰 手办模玩,SUP-FIGURE-01,90,0.43,9,48,57,active,True,20260903
AK-0146,司霆惊蛰-装饰摆件,司霆惊蛰,装饰摆件,89.0,37.38,0.38,358,291,司霆惊蛰 装饰摆件,SUP-DECOR-01,25,0.44,8,19,27,active,True,20260903
AK-0147,司霆惊蛰-日用生活,司霆惊蛰,日用生活,99.0,45.54,0.52,451,352,司霆惊蛰 日用生活,SUP-LIFESTYLE-01,30,0.42,8,21,29,active,True,20260903
AK-0148,余-亚克力制品,余,亚克力制品,48.0,16.8,0.24,596,504,余 亚克力制品,SUP-ACRYLIC-01,18,0.45,8,17,25,active,True,20260903
AK-0149,余-通行证,余,通行证,39.0,12.48,0.2,479,410,余 通行证,SUP-PRINT-01,14,0.36,8,14,22,active,True,20260903
AK-0150,余-吧唧（徽章）,余,吧唧（徽章）,18.0,5.4,0.15,594,516,余 吧唧（徽章）,SUP-METAL-01,12,0.41,8,13,21,active,True,20260903
AK-0151,余-毛绒玩偶,余,毛绒玩偶,128.0,61.44,0.46,523,415,余 毛绒玩偶,SUP-PLUSH-01,40,0.41,8,25,33,active,True,20260903
AK-0152,余-手办模玩,余,手办模玩,699.0,433.38,0.8,259,188,余 手办模玩,SUP-FIGURE-01,90,0.43,9,48,57,active,True,20260903
AK-0153,余-装饰摆件,余,装饰摆件,89.0,37.38,0.38,499,405,余 装饰摆件,SUP-DECOR-01,25,0.44,8,19,27,active,True,20260903
AK-0154,余-日用生活,余,日用生活,99.0,45.54,0.52,476,372,余 日用生活,SUP-LIFESTYLE-01,30,0.41,8,21,29,active,True,20260903
AK-0155,酒神-亚克力制品,酒神,亚克力制品,48.0,16.8,0.24,603,510,酒神 亚克力制品,SUP-ACRYLIC-01,18,0.45,8,17,25,active,True,20260903
AK-0156,酒神-通行证,酒神,通行证,39.0,12.48,0.2,567,485,酒神 通行证,SUP-PRINT-01,14,0.36,8,14,22,active,True,20260903
AK-0157,酒神-吧唧（徽章）,酒神,吧唧（徽章）,18.0,5.4,0.15,519,451,酒神 吧唧（徽章）,SUP-METAL-01,12,0.4,8,13,21,active,True,20260903
AK-0158,酒神-毛绒玩偶,酒神,毛绒玩偶,128.0,61.44,0.46,470,373,酒神 毛绒玩偶,SUP-PLUSH-01,40,0.41,8,25,33,active,True,20260903
AK-0159,酒神-手办模玩,酒神,手办模玩,699.0,433.38,0.8,411,298,酒神 手办模玩,SUP-FIGURE-01,90,0.42,9,47,56,active,True,20260903
AK-0160,酒神-装饰摆件,酒神,装饰摆件,89.0,37.38,0.38,517,420,酒神 装饰摆件,SUP-DECOR-01,25,0.43,8,19,27,active,True,20260903
AK-0161,酒神-日用生活,酒神,日用生活,99.0,45.54,0.52,598,467,酒神 日用生活,SUP-LIFESTYLE-01,30,0.41,8,21,29,active,True,20260903
AK-0162,斩业星熊-亚克力制品,斩业星熊,亚克力制品,48.0,16.8,0.24,488,413,斩业星熊 亚克力制品,SUP-ACRYLIC-01,18,0.44,8,16,24,active,True,20260903
AK-0163,斩业星熊-通行证,斩业星熊,通行证,39.0,12.48,0.2,362,310,斩业星熊 通行证,SUP-PRINT-01,14,0.36,8,14,22,active,True,20260903
AK-0164,斩业星熊-吧唧（徽章）,斩业星熊,吧唧（徽章）,18.0,5.4,0.15,732,636,斩业星熊 吧唧（徽章）,SUP-METAL-01,12,0.4,8,13,21,active,True,20260903
AK-0165,斩业星熊-毛绒玩偶,斩业星熊,毛绒玩偶,128.0,61.44,0.46,534,424,斩业星熊 毛绒玩偶,SUP-PLUSH-01,40,0.41,8,25,33,active,True,20260903
AK-0166,斩业星熊-手办模玩,斩业星熊,手办模玩,699.0,433.38,0.8,340,247,斩业星熊 手办模玩,SUP-FIGURE-01,90,0.42,9,47,56,active,True,20260903
AK-0167,斩业星熊-装饰摆件,斩业星熊,装饰摆件,89.0,37.38,0.38,320,260,斩业星熊 装饰摆件,SUP-DECOR-01,25,0.43,8,19,27,active,True,20260903
AK-0168,斩业星熊-日用生活,斩业星熊,日用生活,99.0,45.54,0.52,414,323,斩业星熊 日用生活,SUP-LIFESTYLE-01,30,0.41,8,21,29,active,True,20260903
AK-0169,怒潮凛冬-亚克力制品,怒潮凛冬,亚克力制品,48.0,16.8,0.24,558,472,怒潮凛冬 亚克力制品,SUP-ACRYLIC-01,18,0.42,8,16,24,active,True,20260903
AK-0170,怒潮凛冬-通行证,怒潮凛冬,通行证,39.0,12.48,0.2,320,274,怒潮凛冬 通行证,SUP-PRINT-01,14,0.33,8,13,21,active,True,20260903
AK-0171,怒潮凛冬-吧唧（徽章）,怒潮凛冬,吧唧（徽章）,18.0,5.4,0.15,500,434,怒潮凛冬 吧唧（徽章）,SUP-METAL-01,12,0.38,8,13,21,active,True,20260903
AK-0172,怒潮凛冬-毛绒玩偶,怒潮凛冬,毛绒玩偶,128.0,61.44,0.46,692,549,怒潮凛冬 毛绒玩偶,SUP-PLUSH-01,40,0.38,8,24,32,active,True,20260903
AK-0173,怒潮凛冬-手办模玩,怒潮凛冬,手办模玩,699.0,433.38,0.8,292,212,怒潮凛冬 手办模玩,SUP-FIGURE-01,90,0.4,8,44,52,active,True,20260903
AK-0174,怒潮凛冬-装饰摆件,怒潮凛冬,装饰摆件,89.0,37.38,0.38,479,389,怒潮凛冬 装饰摆件,SUP-DECOR-01,25,0.41,8,19,27,active,True,20260903
AK-0175,怒潮凛冬-日用生活,怒潮凛冬,日用生活,99.0,45.54,0.52,465,363,怒潮凛冬 日用生活,SUP-LIFESTYLE-01,30,0.38,8,20,28,active,True,20260903
AK-0176,塑心-亚克力制品,塑心,亚克力制品,48.0,16.8,0.24,595,503,塑心 亚克力制品,SUP-ACRYLIC-01,18,0.42,8,16,24,active,True,20260903
AK-0177,塑心-通行证,塑心,通行证,39.0,12.48,0.2,386,330,塑心 通行证,SUP-PRINT-01,14,0.33,8,13,21,active,True,20260903
AK-0178,塑心-吧唧（徽章）,塑心,吧唧（徽章）,18.0,5.4,0.15,553,480,塑心 吧唧（徽章）,SUP-METAL-01,12,0.38,8,13,21,active,True,20260903
AK-0179,塑心-毛绒玩偶,塑心,毛绒玩偶,128.0,61.44,0.46,558,443,塑心 毛绒玩偶,SUP-PLUSH-01,40,0.38,8,24,32,active,True,20260903
AK-0180,塑心-手办模玩,塑心,手办模玩,699.0,433.38,0.8,372,270,塑心 手办模玩,SUP-FIGURE-01,90,0.4,8,44,52,active,True,20260903
AK-0181,塑心-装饰摆件,塑心,装饰摆件,89.0,37.38,0.38,401,326,塑心 装饰摆件,SUP-DECOR-01,25,0.41,8,19,27,active,True,20260903
AK-0182,塑心-日用生活,塑心,日用生活,99.0,45.54,0.52,542,423,塑心 日用生活,SUP-LIFESTYLE-01,30,0.38,8,20,28,active,True,20260903
AK-0183,佩佩-亚克力制品,佩佩,亚克力制品,48.0,16.8,0.24,451,381,佩佩 亚克力制品,SUP-ACRYLIC-01,18,0.42,8,16,24,active,True,20260903
AK-0184,佩佩-通行证,佩佩,通行证,39.0,12.48,0.2,420,359,佩佩 通行证,SUP-PRINT-01,14,0.33,8,13,21,active,True,20260903
AK-0185,佩佩-吧唧（徽章）,佩佩,吧唧（徽章）,18.0,5.4,0.15,545,473,佩佩 吧唧（徽章）,SUP-METAL-01,12,0.37,8,13,21,active,True,20260903
AK-0186,佩佩-毛绒玩偶,佩佩,毛绒玩偶,128.0,61.44,0.46,484,384,佩佩 毛绒玩偶,SUP-PLUSH-01,40,0.38,8,24,32,active,True,20260903
AK-0187,佩佩-手办模玩,佩佩,手办模玩,699.0,433.38,0.8,295,214,佩佩 手办模玩,SUP-FIGURE-01,90,0.4,8,44,52,active,True,20260903
AK-0188,佩佩-装饰摆件,佩佩,装饰摆件,89.0,37.38,0.38,500,406,佩佩 装饰摆件,SUP-DECOR-01,25,0.41,8,19,27,active,True,20260903
AK-0189,佩佩-日用生活,佩佩,日用生活,99.0,45.54,0.52,419,327,佩佩 日用生活,SUP-LIFESTYLE-01,30,0.38,8,20,28,active,True,20260903
AK-0190,娜斯提-亚克力制品,娜斯提,亚克力制品,48.0,16.8,0.24,608,514,娜斯提 亚克力制品,SUP-ACRYLIC-01,18,0.41,8,16,24,active,True,20260903
AK-0191,娜斯提-通行证,娜斯提,通行证,39.0,12.48,0.2,480,411,娜斯提 通行证,SUP-PRINT-01,14,0.32,8,13,21,active,True,20260903
AK-0192,娜斯提-吧唧（徽章）,娜斯提,吧唧（徽章）,18.0,5.4,0.15,594,516,娜斯提 吧唧（徽章）,SUP-METAL-01,12,0.36,8,13,21,active,True,20260903
AK-0193,娜斯提-毛绒玩偶,娜斯提,毛绒玩偶,128.0,61.44,0.46,604,479,娜斯提 毛绒玩偶,SUP-PLUSH-01,40,0.37,8,23,31,active,True,20260903
AK-0194,娜斯提-手办模玩,娜斯提,手办模玩,699.0,433.38,0.8,293,213,娜斯提 手办模玩,SUP-FIGURE-01,90,0.39,8,44,52,active,True,20260903
AK-0195,娜斯提-装饰摆件,娜斯提,装饰摆件,89.0,37.38,0.38,472,383,娜斯提 装饰摆件,SUP-DECOR-01,25,0.4,8,18,26,active,True,20260903
AK-0196,娜斯提-日用生活,娜斯提,日用生活,99.0,45.54,0.52,501,391,娜斯提 日用生活,SUP-LIFESTYLE-01,30,0.37,8,20,28,active,True,20260903
AK-0197,谬因-亚克力制品,谬因,亚克力制品,48.0,16.8,0.24,420,355,谬因 亚克力制品,SUP-ACRYLIC-01,18,0.4,8,16,24,active,True,20260903
AK-0198,谬因-通行证,谬因,通行证,39.0,12.48,0.2,452,387,谬因 通行证,SUP-PRINT-01,14,0.31,8,13,21,active,True,20260903
AK-0199,谬因-吧唧（徽章）,谬因,吧唧（徽章）,18.0,5.4,0.15,406,353,谬因 吧唧（徽章）,SUP-METAL-01,12,0.36,8,13,21,active,True,20260903
AK-0200,谬因-毛绒玩偶,谬因,毛绒玩偶,128.0,61.44,0.46,533,423,谬因 毛绒玩偶,SUP-PLUSH-01,40,0.37,8,23,31,active,True,20260903
AK-0201,谬因-手办模玩,谬因,手办模玩,699.0,433.38,0.8,278,202,谬因 手办模玩,SUP-FIGURE-01,90,0.38,8,43,51,active,True,20260903
AK-0202,谬因-装饰摆件,谬因,装饰摆件,89.0,37.38,0.38,366,297,谬因 装饰摆件,SUP-DECOR-01,25,0.39,8,18,26,active,True,20260903
AK-0203,谬因-日用生活,谬因,日用生活,99.0,45.54,0.52,434,339,谬因 日用生活,SUP-LIFESTYLE-01,30,0.37,8,20,28,active,True,20260903
AK-0204,缇缇-亚克力制品,缇缇,亚克力制品,48.0,16.8,0.24,446,377,缇缇 亚克力制品,SUP-ACRYLIC-01,18,0.38,8,15,23,active,True,20260903
AK-0205,缇缇-通行证,缇缇,通行证,39.0,12.48,0.2,432,370,缇缇 通行证,SUP-PRINT-01,14,0.29,8,13,21,active,True,20260903
AK-0206,缇缇-吧唧（徽章）,缇缇,吧唧（徽章）,18.0,5.4,0.15,517,449,缇缇 吧唧（徽章）,SUP-METAL-01,12,0.33,8,12,20,active,True,20260903
AK-0207,缇缇-毛绒玩偶,缇缇,毛绒玩偶,128.0,61.44,0.46,544,432,缇缇 毛绒玩偶,SUP-PLUSH-01,40,0.34,8,22,30,active,True,20260903
AK-0208,缇缇-手办模玩,缇缇,手办模玩,699.0,433.38,0.8,231,168,缇缇 手办模玩,SUP-FIGURE-01,90,0.36,8,41,49,active,True,20260903
AK-0209,缇缇-装饰摆件,缇缇,装饰摆件,89.0,37.38,0.38,282,229,缇缇 装饰摆件,SUP-DECOR-01,25,0.37,8,18,26,active,True,20260903
AK-0210,缇缇-日用生活,缇缇,日用生活,99.0,45.54,0.52,285,223,缇缇 日用生活,SUP-LIFESTYLE-01,30,0.34,8,19,27,active,True,20260903
