candidate_id,candidate_rank,operator_category_rank,operator,base_operator,category,pilot_score,cross_platform_heat,commercial_heat_score,confidence_score,weighted_preference_score,mention_share,operator_rank,survey_role_score,respondent_count,buyer_share,purchase_intent_mean,high_intent_share,median_acceptable_price,median_preorder_days,category_intent_score,targeted_respondent_count,targeted_purchase_intent_mean,targeted_high_intent_share,targeted_acceptable_price_median,evidence_status,decision_note,data_type,is_simulated
CAND-081,81,2,焰狐龙梓兰,焰狐龙梓兰,亚克力制品,36.95181818181818,58.86666666666667,0.0,56.66666666666666,,,,0.0,44,0.4318181818181818,3.227272727272727,0.4090909090909091,100.0,45.0,53.40909090909092,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-082,82,3,维娜·维多利亚,维娜·维多利亚,手办模玩,36.72240601503759,60.266666666666666,0.0,56.66666666666666,,,,0.0,38,0.5263157894736842,3.236842105263158,0.3947368421052631,1000.0,45.0,49.81203007518798,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-083,83,4,维娜·维多利亚,维娜·维多利亚,日用生活,36.64235294117646,60.266666666666666,0.0,56.66666666666666,,,,0.0,34,0.5294117647058824,3.5294117647058822,0.4705882352941176,200.0,45.0,49.41176470588234,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-084,84,3,焰狐龙梓兰,焰狐龙梓兰,手办模玩,36.23240601503759,58.86666666666667,0.0,56.66666666666666,,,,0.0,38,0.5263157894736842,3.236842105263158,0.3947368421052631,1000.0,45.0,49.81203007518798,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-085,85,4,焰狐龙梓兰,焰狐龙梓兰,日用生活,36.15235294117647,58.86666666666667,0.0,56.66666666666666,,,,0.0,34,0.5294117647058824,3.5294117647058822,0.4705882352941176,200.0,45.0,49.41176470588234,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-086,86,5,维娜·维多利亚,维娜·维多利亚,装饰摆件,35.99344947735191,60.266666666666666,0.0,56.66666666666666,,,,0.0,41,0.4390243902439024,3.1707317073170733,0.3170731707317073,150.0,45.0,46.16724738675958,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-087,87,1,Mon3tr,Mon3tr,毛绒玩偶,35.659509803921566,54.43333333333333,0.0,56.66666666666666,,,,0.0,34,0.5588235294117647,3.588235294117647,0.5588235294117647,200.0,45.0,54.705882352941174,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-088,88,5,焰狐龙梓兰,焰狐龙梓兰,装饰摆件,35.503449477351914,58.86666666666667,0.0,56.66666666666666,,,,0.0,41,0.4390243902439024,3.1707317073170733,0.3170731707317073,150.0,45.0,46.16724738675958,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-089,89,2,Mon3tr,Mon3tr,亚克力制品,35.400151515151514,54.43333333333333,0.0,56.66666666666666,,,,0.0,44,0.4318181818181818,3.227272727272727,0.4090909090909091,100.0,45.0,53.40909090909092,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-090,90,6,维娜·维多利亚,维娜·维多利亚,吧唧（徽章）,35.34035714285714,60.266666666666666,0.0,56.66666666666666,,,,0.0,32,0.40625,3.5625,0.5,50.0,45.0,42.901785714285715,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-091,91,1,斩业星熊,星熊,毛绒玩偶,35.2278431372549,45.58095238095238,0.0,83.33333333333333,,,,0.0,34,0.5588235294117647,3.588235294117647,0.5588235294117647,200.0,45.0,54.705882352941174,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-092,92,1,重岳,重岳,毛绒玩偶,35.00617647058823,52.56666666666666,0.0,56.66666666666666,,,,0.0,34,0.5588235294117647,3.588235294117647,0.5588235294117647,200.0,45.0,54.705882352941174,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-093,93,2,斩业星熊,星熊,亚克力制品,34.968484848484856,45.58095238095238,0.0,83.33333333333333,,,,0.0,44,0.4318181818181818,3.227272727272727,0.4090909090909091,100.0,45.0,53.40909090909092,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-094,94,6,焰狐龙梓兰,焰狐龙梓兰,吧唧（徽章）,34.85035714285714,58.86666666666667,0.0,56.66666666666666,,,,0.0,32,0.40625,3.5625,0.5,50.0,45.0,42.901785714285715,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-095,95,1,望,望,毛绒玩偶,34.8428431372549,52.1,0.0,56.66666666666666,,,,0.0,34,0.5588235294117647,3.588235294117647,0.5588235294117647,200.0,45.0,54.705882352941174,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-096,96,1,结城理,结城理,毛绒玩偶,34.8428431372549,52.1,0.0,56.66666666666666,,,,0.0,34,0.5588235294117647,3.588235294117647,0.5588235294117647,200.0,45.0,54.705882352941174,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-097,97,2,重岳,重岳,亚克力制品,34.74681818181818,52.56666666666666,0.0,56.66666666666666,,,,0.0,44,0.4318181818181818,3.227272727272727,0.4090909090909091,100.0,45.0,53.40909090909092,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-098,98,3,Mon3tr,Mon3tr,手办模玩,34.68073934837093,54.43333333333333,0.0,56.66666666666666,,,,0.0,38,0.5263157894736842,3.236842105263158,0.3947368421052631,1000.0,45.0,49.81203007518798,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-099,99,7,维娜·维多利亚,维娜·维多利亚,通行证,34.631428571428565,60.266666666666666,0.0,56.66666666666666,,,,0.0,20,0.3,3.4,0.55,70.0,75.0,39.357142857142854,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-100,100,4,Mon3tr,Mon3tr,日用生活,34.6006862745098,54.43333333333333,0.0,56.66666666666666,,,,0.0,34,0.5294117647058824,3.5294117647058822,0.4705882352941176,200.0,45.0,49.41176470588234,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-101,101,2,望,望,亚克力制品,34.58348484848485,52.1,0.0,56.66666666666666,,,,0.0,44,0.4318181818181818,3.227272727272727,0.4090909090909091,100.0,45.0,53.40909090909092,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-102,102,2,结城理,结城理,亚克力制品,34.58348484848485,52.1,0.0,56.66666666666666,,,,0.0,44,0.4318181818181818,3.227272727272727,0.4090909090909091,100.0,45.0,53.40909090909092,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-103,103,3,斩业星熊,星熊,手办模玩,34.24907268170426,45.58095238095238,0.0,83.33333333333333,,,,0.0,38,0.5263157894736842,3.236842105263158,0.3947368421052631,1000.0,45.0,49.81203007518798,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-104,104,4,斩业星熊,星熊,日用生活,34.16901960784314,45.58095238095238,0.0,83.33333333333333,,,,0.0,34,0.5294117647058824,3.5294117647058822,0.4705882352941176,200.0,45.0,49.41176470588234,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-105,105,7,焰狐龙梓兰,焰狐龙梓兰,通行证,34.14142857142857,58.86666666666667,0.0,56.66666666666666,,,,0.0,20,0.3,3.4,0.55,70.0,75.0,39.357142857142854,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-106,106,3,重岳,重岳,手办模玩,34.02740601503759,52.56666666666666,0.0,56.66666666666666,,,,0.0,38,0.5263157894736842,3.236842105263158,0.3947368421052631,1000.0,45.0,49.81203007518798,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-107,107,1,死芒,死芒,毛绒玩偶,33.9853431372549,49.65,0.0,56.66666666666666,,,,0.0,34,0.5588235294117647,3.588235294117647,0.5588235294117647,200.0,45.0,54.705882352941174,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-108,108,5,Mon3tr,Mon3tr,装饰摆件,33.951782810685245,54.43333333333333,0.0,56.66666666666666,,,,0.0,41,0.4390243902439024,3.1707317073170733,0.3170731707317073,150.0,45.0,46.16724738675958,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-109,109,4,重岳,重岳,日用生活,33.94735294117646,52.56666666666666,0.0,56.66666666666666,,,,0.0,34,0.5294117647058824,3.5294117647058822,0.4705882352941176,200.0,45.0,49.41176470588234,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-110,110,1,真言,真言,毛绒玩偶,33.90367647058823,49.41666666666666,0.0,56.66666666666666,,,,0.0,34,0.5588235294117647,3.588235294117647,0.5588235294117647,200.0,45.0,54.705882352941174,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-111,111,3,望,望,手办模玩,33.86407268170426,52.1,0.0,56.66666666666666,,,,0.0,38,0.5263157894736842,3.236842105263158,0.3947368421052631,1000.0,45.0,49.81203007518798,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-112,112,3,结城理,结城理,手办模玩,33.86407268170426,52.1,0.0,56.66666666666666,,,,0.0,38,0.5263157894736842,3.236842105263158,0.3947368421052631,1000.0,45.0,49.81203007518798,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-113,113,4,望,望,日用生活,33.784019607843135,52.1,0.0,56.66666666666666,,,,0.0,34,0.5294117647058824,3.5294117647058822,0.4705882352941176,200.0,45.0,49.41176470588234,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-114,114,4,结城理,结城理,日用生活,33.784019607843135,52.1,0.0,56.66666666666666,,,,0.0,34,0.5294117647058824,3.5294117647058822,0.4705882352941176,200.0,45.0,49.41176470588234,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-115,115,2,死芒,死芒,亚克力制品,33.72598484848485,49.65,0.0,56.66666666666666,,,,0.0,44,0.4318181818181818,3.227272727272727,0.4090909090909091,100.0,45.0,53.40909090909092,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-116,116,2,真言,真言,亚克力制品,33.64431818181818,49.41666666666666,0.0,56.66666666666666,,,,0.0,44,0.4318181818181818,3.227272727272727,0.4090909090909091,100.0,45.0,53.40909090909092,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-117,117,5,斩业星熊,星熊,装饰摆件,33.52011614401859,45.58095238095238,0.0,83.33333333333333,,,,0.0,41,0.4390243902439024,3.1707317073170733,0.3170731707317073,150.0,45.0,46.16724738675958,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-118,118,1,贝洛内,贝洛内,毛绒玩偶,33.332009803921565,47.78333333333333,0.0,56.66666666666666,,,,0.0,34,0.5588235294117647,3.588235294117647,0.5588235294117647,200.0,45.0,54.705882352941174,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-119,119,6,Mon3tr,Mon3tr,吧唧（徽章）,33.29869047619047,54.43333333333333,0.0,56.66666666666666,,,,0.0,32,0.40625,3.5625,0.5,50.0,45.0,42.901785714285715,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-120,120,5,重岳,重岳,装饰摆件,33.29844947735191,52.56666666666666,0.0,56.66666666666666,,,,0.0,41,0.4390243902439024,3.1707317073170733,0.3170731707317073,150.0,45.0,46.16724738675958,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-121,121,1,司霆惊蛰,司霆惊蛰,毛绒玩偶,33.2503431372549,47.55,0.0,56.66666666666666,,,,0.0,34,0.5588235294117647,3.588235294117647,0.5588235294117647,200.0,45.0,54.705882352941174,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-122,122,5,望,望,装饰摆件,33.13511614401858,52.1,0.0,56.66666666666666,,,,0.0,41,0.4390243902439024,3.1707317073170733,0.3170731707317073,150.0,45.0,46.16724738675958,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-123,123,5,结城理,结城理,装饰摆件,33.13511614401858,52.1,0.0,56.66666666666666,,,,0.0,41,0.4390243902439024,3.1707317073170733,0.3170731707317073,150.0,45.0,46.16724738675958,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-124,124,2,贝洛内,贝洛内,亚克力制品,33.07265151515151,47.78333333333333,0.0,56.66666666666666,,,,0.0,44,0.4318181818181818,3.227272727272727,0.4090909090909091,100.0,45.0,53.40909090909092,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-125,125,3,死芒,死芒,手办模玩,33.006572681704256,49.65,0.0,56.66666666666666,,,,0.0,38,0.5263157894736842,3.236842105263158,0.3947368421052631,1000.0,45.0,49.81203007518798,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-126,126,2,司霆惊蛰,司霆惊蛰,亚克力制品,32.99098484848485,47.55,0.0,56.66666666666666,,,,0.0,44,0.4318181818181818,3.227272727272727,0.4090909090909091,100.0,45.0,53.40909090909092,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-127,127,1,余,余,毛绒玩偶,32.964509803921565,46.73333333333333,0.0,56.66666666666666,,,,0.0,34,0.5588235294117647,3.588235294117647,0.5588235294117647,200.0,45.0,54.705882352941174,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-128,128,4,死芒,死芒,日用生活,32.92651960784313,49.65,0.0,56.66666666666666,,,,0.0,34,0.5294117647058824,3.5294117647058822,0.4705882352941176,200.0,45.0,49.41176470588234,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-129,129,3,真言,真言,手办模玩,32.924906015037585,49.41666666666666,0.0,56.66666666666666,,,,0.0,38,0.5263157894736842,3.236842105263158,0.3947368421052631,1000.0,45.0,49.81203007518798,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-130,130,6,斩业星熊,星熊,吧唧（徽章）,32.867023809523815,45.58095238095238,0.0,83.33333333333333,,,,0.0,32,0.40625,3.5625,0.5,50.0,45.0,42.901785714285715,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-131,131,4,真言,真言,日用生活,32.84485294117646,49.41666666666666,0.0,56.66666666666666,,,,0.0,34,0.5294117647058824,3.5294117647058822,0.4705882352941176,200.0,45.0,49.41176470588234,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-132,132,1,酒神,酒神,毛绒玩偶,32.7603431372549,46.15,0.0,56.66666666666666,,,,0.0,34,0.5588235294117647,3.588235294117647,0.5588235294117647,200.0,45.0,54.705882352941174,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-133,133,2,余,余,亚克力制品,32.70515151515151,46.73333333333333,0.0,56.66666666666666,,,,0.0,44,0.4318181818181818,3.227272727272727,0.4090909090909091,100.0,45.0,53.40909090909092,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-134,134,6,重岳,重岳,吧唧（徽章）,32.64535714285714,52.56666666666666,0.0,56.66666666666666,,,,0.0,32,0.40625,3.5625,0.5,50.0,45.0,42.901785714285715,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-135,135,7,Mon3tr,Mon3tr,通行证,32.5897619047619,54.43333333333333,0.0,56.66666666666666,,,,0.0,20,0.3,3.4,0.55,70.0,75.0,39.357142857142854,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-136,136,2,酒神,酒神,亚克力制品,32.50098484848485,46.15,0.0,56.66666666666666,,,,0.0,44,0.4318181818181818,3.227272727272727,0.4090909090909091,100.0,45.0,53.40909090909092,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-137,137,6,望,望,吧唧（徽章）,32.48202380952381,52.1,0.0,56.66666666666666,,,,0.0,32,0.40625,3.5625,0.5,50.0,45.0,42.901785714285715,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-138,138,6,结城理,结城理,吧唧（徽章）,32.48202380952381,52.1,0.0,56.66666666666666,,,,0.0,32,0.40625,3.5625,0.5,50.0,45.0,42.901785714285715,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-139,139,3,贝洛内,贝洛内,手办模玩,32.35323934837093,47.78333333333333,0.0,56.66666666666666,,,,0.0,38,0.5263157894736842,3.236842105263158,0.3947368421052631,1000.0,45.0,49.81203007518798,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-140,140,5,死芒,死芒,装饰摆件,32.27761614401858,49.65,0.0,56.66666666666666,,,,0.0,41,0.4390243902439024,3.1707317073170733,0.3170731707317073,150.0,45.0,46.16724738675958,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-141,141,4,贝洛内,贝洛内,日用生活,32.2731862745098,47.78333333333333,0.0,56.66666666666666,,,,0.0,34,0.5294117647058824,3.5294117647058822,0.4705882352941176,200.0,45.0,49.41176470588234,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-142,142,3,司霆惊蛰,司霆惊蛰,手办模玩,32.27157268170426,47.55,0.0,56.66666666666666,,,,0.0,38,0.5263157894736842,3.236842105263158,0.3947368421052631,1000.0,45.0,49.81203007518798,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-143,143,5,真言,真言,装饰摆件,32.19594947735191,49.41666666666666,0.0,56.66666666666666,,,,0.0,41,0.4390243902439024,3.1707317073170733,0.3170731707317073,150.0,45.0,46.16724738675958,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-144,144,4,司霆惊蛰,司霆惊蛰,日用生活,32.191519607843134,47.55,0.0,56.66666666666666,,,,0.0,34,0.5294117647058824,3.5294117647058822,0.4705882352941176,200.0,45.0,49.41176470588234,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-145,145,7,斩业星熊,星熊,通行证,32.158095238095235,45.58095238095238,0.0,83.33333333333333,,,,0.0,20,0.3,3.4,0.55,70.0,75.0,39.357142857142854,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-146,146,3,余,余,手办模玩,31.98573934837092,46.73333333333333,0.0,56.66666666666666,,,,0.0,38,0.5263157894736842,3.236842105263158,0.3947368421052631,1000.0,45.0,49.81203007518798,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-147,147,7,重岳,重岳,通行证,31.936428571428564,52.56666666666666,0.0,56.66666666666666,,,,0.0,20,0.3,3.4,0.55,70.0,75.0,39.357142857142854,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-148,148,4,余,余,日用生活,31.905686274509797,46.73333333333333,0.0,56.66666666666666,,,,0.0,34,0.5294117647058824,3.5294117647058822,0.4705882352941176,200.0,45.0,49.41176470588234,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-149,149,3,酒神,酒神,手办模玩,31.78157268170426,46.15,0.0,56.66666666666666,,,,0.0,38,0.5263157894736842,3.236842105263158,0.3947368421052631,1000.0,45.0,49.81203007518798,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-150,150,7,望,望,通行证,31.773095238095237,52.1,0.0,56.66666666666666,,,,0.0,20,0.3,3.4,0.55,70.0,75.0,39.357142857142854,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-151,151,7,结城理,结城理,通行证,31.773095238095237,52.1,0.0,56.66666666666666,,,,0.0,20,0.3,3.4,0.55,70.0,75.0,39.357142857142854,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-152,152,4,酒神,酒神,日用生活,31.70151960784313,46.15,0.0,56.66666666666666,,,,0.0,34,0.5294117647058824,3.5294117647058822,0.4705882352941176,200.0,45.0,49.41176470588234,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-153,153,6,死芒,死芒,吧唧（徽章）,31.624523809523808,49.65,0.0,56.66666666666666,,,,0.0,32,0.40625,3.5625,0.5,50.0,45.0,42.901785714285715,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-154,154,5,贝洛内,贝洛内,装饰摆件,31.624282810685244,47.78333333333333,0.0,56.66666666666666,,,,0.0,41,0.4390243902439024,3.1707317073170733,0.3170731707317073,150.0,45.0,46.16724738675958,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-155,155,6,真言,真言,吧唧（徽章）,31.542857142857137,49.41666666666666,0.0,56.66666666666666,,,,0.0,32,0.40625,3.5625,0.5,50.0,45.0,42.901785714285715,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-156,156,5,司霆惊蛰,司霆惊蛰,装饰摆件,31.54261614401858,47.55,0.0,56.66666666666666,,,,0.0,41,0.4390243902439024,3.1707317073170733,0.3170731707317073,150.0,45.0,46.16724738675958,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-157,157,5,余,余,装饰摆件,31.256782810685245,46.73333333333333,0.0,56.66666666666666,,,,0.0,41,0.4390243902439024,3.1707317073170733,0.3170731707317073,150.0,45.0,46.16724738675958,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-158,158,5,酒神,酒神,装饰摆件,31.05261614401858,46.15,0.0,56.66666666666666,,,,0.0,41,0.4390243902439024,3.1707317073170733,0.3170731707317073,150.0,45.0,46.16724738675958,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-159,159,6,贝洛内,贝洛内,吧唧（徽章）,30.971190476190472,47.78333333333333,0.0,56.66666666666666,,,,0.0,32,0.40625,3.5625,0.5,50.0,45.0,42.901785714285715,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-160,160,1,怒潮凛冬,凛冬,毛绒玩偶,30.9228431372549,40.900000000000006,0.0,56.66666666666666,,,,0.0,34,0.5588235294117647,3.588235294117647,0.5588235294117647,200.0,45.0,54.705882352941174,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-161,161,1,塑心,塑心,毛绒玩偶,30.922843137254894,40.89999999999999,0.0,56.66666666666666,,,,0.0,34,0.5588235294117647,3.588235294117647,0.5588235294117647,200.0,45.0,54.705882352941174,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-162,162,7,死芒,死芒,通行证,30.915595238095236,49.65,0.0,56.66666666666666,,,,0.0,20,0.3,3.4,0.55,70.0,75.0,39.357142857142854,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-163,163,6,司霆惊蛰,司霆惊蛰,吧唧（徽章）,30.88952380952381,47.55,0.0,56.66666666666666,,,,0.0,32,0.40625,3.5625,0.5,50.0,45.0,42.901785714285715,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-164,164,1,佩佩,佩佩,毛绒玩偶,30.882009803921562,40.78333333333333,0.0,56.66666666666666,,,,0.0,34,0.5588235294117647,3.588235294117647,0.5588235294117647,200.0,45.0,54.705882352941174,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-165,165,7,真言,真言,通行证,30.833928571428565,49.41666666666666,0.0,56.66666666666666,,,,0.0,20,0.3,3.4,0.55,70.0,75.0,39.357142857142854,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-166,166,2,怒潮凛冬,凛冬,亚克力制品,30.66348484848485,40.900000000000006,0.0,56.66666666666666,,,,0.0,44,0.4318181818181818,3.227272727272727,0.4090909090909091,100.0,45.0,53.40909090909092,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-167,167,2,塑心,塑心,亚克力制品,30.66348484848485,40.89999999999999,0.0,56.66666666666666,,,,0.0,44,0.4318181818181818,3.227272727272727,0.4090909090909091,100.0,45.0,53.40909090909092,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-168,168,2,佩佩,佩佩,亚克力制品,30.622651515151517,40.78333333333333,0.0,56.66666666666666,,,,0.0,44,0.4318181818181818,3.227272727272727,0.4090909090909091,100.0,45.0,53.40909090909092,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-169,169,6,余,余,吧唧（徽章）,30.603690476190472,46.73333333333333,0.0,56.66666666666666,,,,0.0,32,0.40625,3.5625,0.5,50.0,45.0,42.901785714285715,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-170,170,6,酒神,酒神,吧唧（徽章）,30.399523809523807,46.15,0.0,56.66666666666666,,,,0.0,32,0.40625,3.5625,0.5,50.0,45.0,42.901785714285715,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-171,171,7,贝洛内,贝洛内,通行证,30.2622619047619,47.78333333333333,0.0,56.66666666666666,,,,0.0,20,0.3,3.4,0.55,70.0,75.0,39.357142857142854,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-172,172,7,司霆惊蛰,司霆惊蛰,通行证,30.180595238095236,47.55,0.0,56.66666666666666,,,,0.0,20,0.3,3.4,0.55,70.0,75.0,39.357142857142854,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-173,173,1,娜斯提,娜斯提,毛绒玩偶,30.147009803921563,38.68333333333333,0.0,56.66666666666666,,,,0.0,34,0.5588235294117647,3.588235294117647,0.5588235294117647,200.0,45.0,54.705882352941174,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-174,174,3,怒潮凛冬,凛冬,手办模玩,29.944072681704263,40.900000000000006,0.0,56.66666666666666,,,,0.0,38,0.5263157894736842,3.236842105263158,0.3947368421052631,1000.0,45.0,49.81203007518798,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
