sku_id,operator,category,price,unit_cost,initial_stock,reorder_point,purchase_lead_time_days,sold_units,gross_sales,discount_amount,net_sales,cogs,return_units,refund_amount,average_inventory,ending_inventory,inbound_units,stockout_units,net_sales_after_refund,gross_profit,gross_margin_rate,return_rate,sell_through_rate,inventory_turnover,days_of_inventory,stockout_rate,inventory_status,recommended_action,is_simulated,simulation_seed
重岳-装饰摆件,重岳,装饰摆件,89.0,37.38,28,20,25,36,3204.0,106.8,3097.2,1345.68,1.0,89.0,19.755555555555556,17,24,0,3008.2,1662.5199999999998,0.5526627218934911,0.027777777777777776,0.6923076923076923,1.8222722159730032,42.5,0.0,healthy,维持现有补货节奏,True,20260903
重岳-日用生活,重岳,日用生活,99.0,45.54,30,22,30,32,3168.0,158.4,3009.6,1457.28,3.0,297.0,23.655555555555555,25,24,0,2712.6,1255.32,0.4627737226277372,0.09375,0.5925925925925926,1.3527477689055896,70.3125,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903
荒芜拉普兰德-亚克力制品,荒芜拉普兰德,亚克力制品,48.0,16.8,25,17,18,40,1920.0,84.0,1836.0,672.0,2.0,96.0,18.977777777777778,31,46,0,1740.0,1068.0,0.6137931034482759,0.05,0.5633802816901409,2.107728337236534,69.75,0.0,healthy,维持现有补货节奏,True,20260903
荒芜拉普兰德-通行证,荒芜拉普兰德,通行证,39.0,12.48,22,14,14,33,1287.0,66.3,1220.7,411.84000000000003,0.0,0.0,20.155555555555555,14,24,0,1220.7,808.86,0.6626198083067093,0.0,0.717391304347826,1.637265711135612,38.18181818181819,0.0,healthy,维持现有补货节奏,True,20260903
荒芜拉普兰德-吧唧（徽章）,荒芜拉普兰德,吧唧（徽章）,18.0,5.4,22,14,12,43,774.0,43.2,730.8000000000001,232.20000000000002,0.0,0.0,18.944444444444443,27,48,0,730.8000000000001,498.6,0.6822660098522167,0.0,0.6142857142857143,2.269794721407625,56.51162790697674,0.0,healthy,维持现有补货节奏,True,20260903
荒芜拉普兰德-毛绒玩偶,荒芜拉普兰德,毛绒玩偶,128.0,61.44,34,26,40,50,6400.0,224.0,6176.0,3072.0,2.0,256.0,20.544444444444444,11,26,0,5920.0,2848.0,0.4810810810810811,0.04,0.8333333333333334,2.43374797187669,19.8,0.0,replenish_now,立即补货,True,20260903
荒芜拉普兰德-手办模玩,荒芜拉普兰德,手办模玩,699.0,433.38,62,52,90,44,30756.0,803.85,29952.149999999998,19068.72,5.0,2796.0,42.91111111111111,22,0,0,27156.149999999998,8087.429999999997,0.2978120978120977,0.11363636363636363,0.7096774193548387,1.0253754531330919,45.0,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903
荒芜拉普兰德-装饰摆件,荒芜拉普兰德,装饰摆件,89.0,37.38,28,20,25,39,3471.0,142.4,3328.6,1457.8200000000002,6.0,445.0,21.288888888888888,41,48,0,2883.6,1425.7799999999997,0.49444444444444435,0.15384615384615385,0.5131578947368421,1.8319415448851775,94.61538461538461,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903
荒芜拉普兰德-日用生活,荒芜拉普兰德,日用生活,99.0,45.54,30,22,30,46,4554.0,103.95,4450.05,2094.84,1.0,99.0,18.91111111111111,10,24,0,4351.05,2256.21,0.5185437997724687,0.021739130434782608,0.8518518518518519,2.4324324324324325,19.565217391304348,0.0,replenish_now,立即补货,True,20260903
望-亚克力制品,望,亚克力制品,48.0,16.8,25,17,18,56,2688.0,105.6,2582.4,940.8000000000001,0.0,0.0,16.533333333333335,18,48,0,2582.4,1641.6,0.6356877323420074,0.0,0.7671232876712328,3.387096774193548,28.928571428571427,0.0,healthy,维持现有补货节奏,True,20260903
望-通行证,望,通行证,39.0,12.48,22,14,14,34,1326.0,37.05,1288.95,424.32,1.0,39.0,19.966666666666665,16,24,0,1249.95,825.6300000000001,0.6605304212168487,0.029411764705882353,0.7391304347826086,1.7028380634390652,42.35294117647059,0.0,healthy,维持现有补货节奏,True,20260903
望-吧唧（徽章）,望,吧唧（徽章）,18.0,5.4,22,14,12,49,882.0,30.6,851.4,264.6,1.0,18.0,18.455555555555556,22,48,0,833.4,568.8,0.6825053995680346,0.02040816326530612,0.7,2.6550270921131847,40.40816326530613,0.0,healthy,维持现有补货节奏,True,20260903
望-毛绒玩偶,望,毛绒玩偶,128.0,61.44,34,26,40,36,4608.0,217.60000000000002,4390.4,2211.84,1.0,128.0,22.866666666666667,24,26,0,4262.4,2050.5599999999995,0.481081081081081,0.027777777777777776,0.6,1.5743440233236154,60.0,0.0,healthy,维持现有补货节奏,True,20260903
望-手办模玩,望,手办模玩,699.0,433.38,59,50,90,20,13980.0,349.5,13630.5,8667.6,0.0,0.0,46.46666666666667,39,0,0,13630.5,4962.9,0.3641025641025641,0.0,0.3389830508474576,0.430416068866571,175.5,0.0,healthy,维持现有补货节奏,True,20260903
望-装饰摆件,望,装饰摆件,89.0,37.38,28,20,25,37,3293.0,151.3,3141.7,1383.0600000000002,3.0,267.0,20.555555555555557,16,24,0,2874.7,1491.6399999999996,0.5188854489164085,0.08108108108108109,0.7115384615384616,1.8,38.91891891891892,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903
望-日用生活,望,日用生活,99.0,45.54,30,22,30,46,4554.0,118.80000000000001,4435.2,2094.84,3.0,99.0,21.044444444444444,10,24,0,4336.2,2241.3599999999997,0.5168949771689497,0.06521739130434782,0.8518518518518519,2.185850052798311,19.565217391304348,0.0,replenish_now,立即补货,True,20260903
结城理-亚克力制品,结城理,亚克力制品,48.0,16.8,25,17,18,48,2304.0,100.8,2203.2,806.4,3.0,144.0,20.7,24,46,0,2059.2,1252.7999999999997,0.6083916083916083,0.0625,0.676056338028169,2.318840579710145,45.0,0.0,healthy,维持现有补货节奏,True,20260903
结城理-通行证,结城理,通行证,39.0,12.48,22,14,14,20,780.0,39.0,741.0,249.60000000000002,1.0,39.0,20.31111111111111,27,24,0,702.0,452.4,0.6444444444444444,0.05,0.43478260869565216,0.9846827133479213,121.5,0.0,healthy,维持现有补货节奏,True,20260903
结城理-吧唧（徽章）,结城理,吧唧（徽章）,18.0,5.4,22,14,12,42,756.0,22.5,733.5,226.8,0.0,0.0,20.9,28,48,0,733.5,506.7,0.69079754601227,0.0,0.6,2.009569377990431,60.0,0.0,healthy,维持现有补货节奏,True,20260903
结城理-毛绒玩偶,结城理,毛绒玩偶,128.0,61.44,34,26,40,39,4992.0,185.60000000000002,4806.4,2396.16,0.0,0.0,22.477777777777778,22,26,0,4806.4,2410.24,0.5014647137150466,0.0,0.65,1.7350469599604545,50.76923076923077,0.0,healthy,维持现有补货节奏,True,20260903
结城理-手办模玩,结城理,手办模玩,699.0,433.38,59,50,90,25,17475.0,454.35,17020.65,10834.5,3.0,2097.0,48.7,36,0,0,14923.650000000001,4089.1500000000015,0.2740046838407495,0.12,0.423728813559322,0.513347022587269,129.6,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903
结城理-装饰摆件,结城理,装饰摆件,89.0,37.38,28,20,25,42,3738.0,106.8,3631.2,1569.96,1.0,89.0,19.0,11,24,0,3542.2,1972.2399999999998,0.5567839195979899,0.023809523809523808,0.8076923076923077,2.2105263157894735,23.57142857142857,0.0,replenish_now,立即补货,True,20260903
结城理-日用生活,结城理,日用生活,99.0,45.54,30,22,30,28,2772.0,118.8,2653.2,1275.12,2.0,198.0,26.4,27,24,0,2455.2,1180.08,0.4806451612903226,0.07142857142857142,0.5185185185185185,1.0606060606060606,86.78571428571428,0.0,healthy,维持现有补货节奏,True,20260903
缄默德克萨斯-亚克力制品,缄默德克萨斯,亚克力制品,48.0,16.8,25,17,18,37,1776.0,74.4,1701.6000000000001,621.6,2.0,96.0,20.466666666666665,36,48,0,1605.6000000000001,984.0000000000001,0.6128550074738416,0.05405405405405406,0.5068493150684932,1.8078175895765474,87.56756756756756,0.0,healthy,维持现有补货节奏,True,20260903
缄默德克萨斯-通行证,缄默德克萨斯,通行证,39.0,12.48,22,14,14,30,1170.0,52.65,1117.35,374.40000000000003,1.0,39.0,20.855555555555554,17,24,0,1078.35,703.9499999999998,0.6528028933092223,0.03333333333333333,0.6521739130434783,1.4384656366542357,51.0,0.0,healthy,维持现有补货节奏,True,20260903
缄默德克萨斯-吧唧（徽章）,缄默德克萨斯,吧唧（徽章）,18.0,5.4,22,14,12,54,972.0,39.6,932.4,291.6,2.0,0.0,20.122222222222224,20,48,0,932.4,640.8,0.6872586872586872,0.037037037037037035,0.7714285714285715,2.6836002208724463,33.333333333333336,0.0,healthy,维持现有补货节奏,True,20260903
缄默德克萨斯-毛绒玩偶,缄默德克萨斯,毛绒玩偶,128.0,61.44,34,26,40,43,5504.0,217.6,5286.4,2641.92,5.0,640.0,21.533333333333335,24,27,0,4646.4,2004.4799999999996,0.4314049586776859,0.11627906976744186,0.7049180327868853,1.9969040247678018,50.23255813953488,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903
缄默德克萨斯-手办模玩,缄默德克萨斯,手办模玩,699.0,433.38,59,50,90,32,22368.0,594.1500000000001,21773.85,13868.16,3.0,2097.0,46.12222222222222,30,0,0,19676.85,5808.689999999999,0.2952042628774422,0.09375,0.5423728813559322,0.693808720790171,84.375,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903
缄默德克萨斯-装饰摆件,缄默德克萨斯,装饰摆件,89.0,37.38,28,20,25,50,4450.0,137.95000000000002,4312.05,1869.0000000000002,1.0,89.0,16.866666666666667,26,47,0,4223.05,2354.05,0.5574288724973656,0.02,0.6666666666666666,2.9644268774703555,46.8,0.0,healthy,维持现有补货节奏,True,20260903
缄默德克萨斯-日用生活,缄默德克萨斯,日用生活,99.0,45.54,29,21,30,46,4554.0,138.6,4415.4,2094.84,3.0,297.0,19.58888888888889,9,24,0,4118.4,2023.5599999999995,0.49134615384615377,0.06521739130434782,0.8679245283018868,2.3482699943278504,17.608695652173914,0.0,replenish_now,立即补货,True,20260903
死芒-亚克力制品,死芒,亚克力制品,48.0,16.8,25,17,18,44,2112.0,96.0,2016.0,739.2,2.0,96.0,19.366666666666667,31,48,0,1920.0,1180.8,0.615,0.045454545454545456,0.6027397260273972,2.2719449225473323,63.409090909090914,0.0,healthy,维持现有补货节奏,True,20260903
死芒-通行证,死芒,通行证,39.0,12.48,22,14,14,31,1209.0,46.8,1162.2,386.88,1.0,39.0,22.77777777777778,16,24,0,1123.2,736.32,0.6555555555555556,0.03225806451612903,0.6739130434782609,1.3609756097560974,46.45161290322581,0.0,healthy,维持现有补货节奏,True,20260903
死芒-吧唧（徽章）,死芒,吧唧（徽章）,18.0,5.4,22,14,12,38,684.0,18.9,665.1,205.20000000000002,0.0,0.0,19.655555555555555,32,48,0,665.1,459.9,0.6914749661705006,0.0,0.5428571428571428,1.9332956472583382,75.78947368421052,0.0,healthy,维持现有补货节奏,True,20260903
死芒-毛绒玩偶,死芒,毛绒玩偶,128.0,61.44,34,26,40,53,6784.0,204.8,6579.2,3256.3199999999997,5.0,512.0,20.533333333333335,11,26,0,6067.2,2810.88,0.46329113924050636,0.09433962264150944,0.8833333333333333,2.581168831168831,18.67924528301887,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903
死芒-手办模玩,死芒,手办模玩,699.0,433.38,58,49,90,38,26562.0,1258.2,25303.8,16468.44,2.0,699.0,36.51111111111111,21,0,0,24604.8,8136.360000000001,0.3306818181818182,0.05263157894736842,0.6551724137931034,1.0407790626902007,49.73684210526316,0.0,replenish_now,立即补货,True,20260903
死芒-装饰摆件,死芒,装饰摆件,89.0,37.38,28,20,25,29,2581.0,75.65,2505.35,1084.02,2.0,178.0,22.833333333333332,27,24,0,2327.35,1243.33,0.5342256214149139,0.06896551724137931,0.5576923076923077,1.27007299270073,83.79310344827586,0.0,healthy,维持现有补货节奏,True,20260903
死芒-日用生活,死芒,日用生活,99.0,45.54,29,21,30,52,5148.0,212.85,4935.15,2368.08,4.0,297.0,17.022222222222222,28,48,0,4638.15,2270.0699999999997,0.4894343649946638,0.07692307692307693,0.6753246753246753,3.0548302872062663,48.46153846153847,0.0,healthy,维持现有补货节奏,True,20260903
真言-亚克力制品,真言,亚克力制品,48.0,16.8,25,17,18,41,1968.0,76.8,1891.2,688.8000000000001,1.0,0.0,21.288888888888888,35,48,0,1891.2,1202.4,0.6357868020304569,0.024390243902439025,0.5616438356164384,1.9258872651356997,76.82926829268293,0.0,healthy,维持现有补货节奏,True,20260903
真言-通行证,真言,通行证,39.0,12.48,22,14,14,35,1365.0,52.65,1312.35,436.8,1.0,0.0,20.822222222222223,12,24,0,1312.35,875.55,0.6671619613670133,0.02857142857142857,0.7608695652173914,1.6808964781216649,30.857142857142858,0.0,healthy,维持现有补货节奏,True,20260903
真言-吧唧（徽章）,真言,吧唧（徽章）,18.0,5.4,22,14,12,39,702.0,29.7,672.3,210.60000000000002,4.0,36.0,18.555555555555557,34,48,0,636.3,425.69999999999993,0.6690240452616689,0.10256410256410256,0.5571428571428572,2.1017964071856285,78.46153846153845,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903
真言-毛绒玩偶,真言,毛绒玩偶,128.0,61.44,34,26,40,35,4480.0,198.4,4281.6,2150.4,4.0,384.0,23.144444444444446,27,26,0,3897.6000000000004,1747.2000000000003,0.4482758620689655,0.11428571428571428,0.5833333333333334,1.5122419587133942,69.42857142857143,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903
真言-手办模玩,真言,手办模玩,699.0,433.38,58,49,90,40,27960.0,1328.1000000000001,26631.899999999998,17335.2,1.0,699.0,38.666666666666664,19,0,0,25932.899999999998,8597.699999999997,0.3315363881401616,0.025,0.6896551724137931,1.0344827586206897,42.75,0.0,replenish_now,立即补货,True,20260903
真言-装饰摆件,真言,装饰摆件,89.0,37.38,28,20,25,44,3916.0,222.5,3693.5,1644.72,2.0,89.0,20.988888888888887,34,48,0,3604.5,1959.78,0.5437037037037037,0.045454545454545456,0.5789473684210527,2.096347273689783,69.54545454545455,0.0,healthy,维持现有补货节奏,True,20260903
真言-日用生活,真言,日用生活,99.0,45.54,29,21,30,33,3267.0,79.2,3187.8,1502.82,4.0,297.0,24.255555555555556,23,24,0,2890.8,1387.9800000000002,0.4801369863013699,0.12121212121212122,0.6226415094339622,1.3605130554283096,62.727272727272734,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903
缪尔赛思-亚克力制品,缪尔赛思,亚克力制品,48.0,16.8,25,17,18,36,1728.0,69.6,1658.4,604.8000000000001,1.0,48.0,21.022222222222222,36,46,0,1610.4,1005.6,0.624441132637854,0.027777777777777776,0.5070422535211268,1.7124735729386893,90.0,0.0,healthy,维持现有补货节奏,True,20260903
缪尔赛思-通行证,缪尔赛思,通行证,39.0,12.48,22,14,14,32,1248.0,40.949999999999996,1207.05,399.36,5.0,156.0,22.57777777777778,18,24,0,1051.05,651.6899999999999,0.6200371057513915,0.15625,0.6956521739130435,1.4173228346456692,50.625,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903
缪尔赛思-吧唧（徽章）,缪尔赛思,吧唧（徽章）,18.0,5.4,22,14,12,39,702.0,14.4,687.6,210.60000000000002,0.0,0.0,21.066666666666666,33,48,0,687.6,477.0,0.6937172774869109,0.0,0.5571428571428572,1.8512658227848102,76.15384615384615,0.0,healthy,维持现有补货节奏,True,20260903
缪尔赛思-毛绒玩偶,缪尔赛思,毛绒玩偶,128.0,61.44,34,26,40,32,4096.0,153.6,3942.4,1966.08,2.0,128.0,27.744444444444444,30,27,0,3814.4,1848.3200000000002,0.4845637583892618,0.0625,0.5245901639344263,1.1533840608730477,84.375,0.0,healthy,维持现有补货节奏,True,20260903
缪尔赛思-手办模玩,缪尔赛思,手办模玩,699.0,433.38,62,52,90,41,28659.0,908.7,27750.3,17768.579999999998,2.0,0.0,40.44444444444444,23,0,0,27750.3,9981.720000000001,0.35969773299748115,0.04878048780487805,0.6612903225806451,1.0137362637362637,50.487804878048784,0.0,replenish_now,立即补货,True,20260903
缪尔赛思-装饰摆件,缪尔赛思,装饰摆件,89.0,37.38,28,20,25,36,3204.0,80.10000000000001,3123.9,1345.68,0.0,0.0,20.57777777777778,16,24,0,3123.9,1778.22,0.5692307692307692,0.0,0.6923076923076923,1.7494600431965441,40.0,0.0,healthy,维持现有补货节奏,True,20260903
缪尔赛思-日用生活,缪尔赛思,日用生活,99.0,45.54,30,22,30,47,4653.0,232.65,4420.349999999999,2140.38,4.0,297.0,19.233333333333334,34,48,0,4123.349999999999,1982.9699999999993,0.4809123649459783,0.0851063829787234,0.6025641025641025,2.4436741767764296,65.1063829787234,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903
贝洛内-亚克力制品,贝洛内,亚克力制品,48.0,16.8,25,17,18,55,2640.0,103.2,2536.8,924.0,2.0,96.0,18.58888888888889,17,46,0,2440.8,1516.8000000000002,0.6214355948869223,0.03636363636363636,0.7746478873239436,2.9587567244471007,27.818181818181817,0.0,healthy,维持现有补货节奏,True,20260903
贝洛内-通行证,贝洛内,通行证,39.0,12.48,22,14,14,36,1404.0,44.85,1359.1499999999999,449.28000000000003,2.0,78.0,19.144444444444446,36,48,0,1281.1499999999999,831.8699999999999,0.6493150684931507,0.05555555555555555,0.5142857142857142,1.8804410911201392,90.0,0.0,healthy,维持现有补货节奏,True,20260903
贝洛内-吧唧（徽章）,贝洛内,吧唧（徽章）,18.0,5.4,21,13,12,39,702.0,20.7,681.3,210.60000000000002,2.0,36.0,20.68888888888889,30,48,0,645.3,434.69999999999993,0.6736401673640167,0.05128205128205128,0.5652173913043478,1.8850698174006444,69.23076923076923,0.0,healthy,维持现有补货节奏,True,20260903
贝洛内-毛绒玩偶,贝洛内,毛绒玩偶,128.0,61.44,33,25,40,40,5120.0,140.8,4979.2,2457.6,2.0,128.0,22.644444444444446,20,25,0,4851.2,2393.6,0.49340369393139843,0.05,0.6896551724137931,1.7664376840039253,45.0,0.0,replenish_now,立即补货,True,20260903
贝洛内-手办模玩,贝洛内,手办模玩,699.0,433.38,57,48,90,41,28659.0,1188.3,27470.7,17768.579999999998,6.0,2796.0,36.8,20,0,0,24674.7,6906.120000000003,0.27988668555240803,0.14634146341463414,0.7192982456140351,1.1141304347826086,43.90243902439025,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903
贝洛内-装饰摆件,贝洛内,装饰摆件,89.0,37.38,27,19,25,30,2670.0,93.45,2576.5499999999997,1121.4,2.0,178.0,23.42222222222222,22,24,0,2398.5499999999997,1277.1499999999996,0.5324675324675324,0.06666666666666667,0.5882352941176471,1.2808349146110058,66.0,0.0,healthy,维持现有补货节奏,True,20260903
贝洛内-日用生活,贝洛内,日用生活,99.0,45.54,29,21,30,40,3960.0,207.9,3752.1,1821.6,3.0,198.0,22.022222222222222,16,24,0,3554.1,1732.5,0.48746518105849584,0.075,0.7547169811320755,1.8163471241170535,36.0,0.0,replenish_now,立即补货,True,20260903
司霆惊蛰-亚克力制品,司霆惊蛰,亚克力制品,48.0,16.8,25,17,18,52,2496.0,110.39999999999999,2385.6,873.6,3.0,144.0,18.444444444444443,25,48,0,2241.6,1368.0,0.6102783725910065,0.057692307692307696,0.7123287671232876,2.819277108433735,43.269230769230774,0.0,healthy,维持现有补货节奏,True,20260903
司霆惊蛰-通行证,司霆惊蛰,通行证,39.0,12.48,22,14,14,25,975.0,37.05,937.95,312.0,1.0,0.0,24.177777777777777,22,24,0,937.95,625.95,0.6673596673596673,0.04,0.5434782608695652,1.0340073529411764,79.2,0.0,healthy,维持现有补货节奏,True,20260903
司霆惊蛰-吧唧（徽章）,司霆惊蛰,吧唧（徽章）,18.0,5.4,21,13,12,41,738.0,27.0,711.0,221.4,1.0,0.0,17.533333333333335,28,47,0,711.0,489.6,0.6886075949367089,0.024390243902439025,0.6029411764705882,2.3384030418250945,61.46341463414634,0.0,healthy,维持现有补货节奏,True,20260903
司霆惊蛰-毛绒玩偶,司霆惊蛰,毛绒玩偶,128.0,61.44,33,25,40,36,4608.0,121.60000000000001,4486.4,2211.84,1.0,0.0,23.522222222222222,26,28,0,4486.4,2274.5599999999995,0.5069900142653352,0.027777777777777776,0.5901639344262295,1.5304676428908834,65.0,0.0,healthy,维持现有补货节奏,True,20260903
司霆惊蛰-手办模玩,司霆惊蛰,手办模玩,699.0,433.38,57,48,90,39,27261.0,1083.45,26177.55,16901.82,5.0,3495.0,39.111111111111114,22,0,0,22682.55,5780.73,0.2548536209553159,0.1282051282051282,0.6842105263157895,0.9971590909090908,50.76923076923077,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903
司霆惊蛰-装饰摆件,司霆惊蛰,装饰摆件,89.0,37.38,27,19,25,44,3916.0,133.5,3782.5,1644.72,2.0,89.0,20.244444444444444,9,24,0,3693.5,2048.7799999999997,0.5546987951807228,0.045454545454545456,0.8627450980392157,2.173435784851811,18.40909090909091,0.0,replenish_now,立即补货,True,20260903
司霆惊蛰-日用生活,司霆惊蛰,日用生活,99.0,45.54,29,21,30,45,4455.0,153.45000000000002,4301.55,2049.3,4.0,396.0,18.22222222222222,34,48,0,3905.55,1856.25,0.47528517110266155,0.08888888888888889,0.5844155844155844,2.469512195121952,68.0,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903
余-亚克力制品,余,亚克力制品,48.0,16.8,25,17,18,38,1824.0,69.6,1754.4,638.4,0.0,0.0,18.822222222222223,35,48,0,1754.4,1116.0,0.6361149110807113,0.0,0.5205479452054794,2.018890200708382,82.89473684210526,0.0,healthy,维持现有补货节奏,True,20260903
余-通行证,余,通行证,39.0,12.48,22,14,14,29,1131.0,25.35,1105.65,361.92,1.0,0.0,21.31111111111111,20,24,0,1105.65,743.73,0.6726631393298059,0.034482758620689655,0.6304347826086957,1.3607924921793535,62.068965517241374,0.0,healthy,维持现有补货节奏,True,20260903
余-吧唧（徽章）,余,吧唧（徽章）,18.0,5.4,21,13,12,36,648.0,16.2,631.8,194.4,1.0,18.0,18.755555555555556,34,48,0,613.8,419.4,0.6832844574780059,0.027777777777777776,0.5217391304347826,1.9194312796208528,85.0,0.0,healthy,维持现有补货节奏,True,20260903
余-毛绒玩偶,余,毛绒玩偶,128.0,61.44,33,25,40,41,5248.0,243.20000000000002,5004.8,2519.04,0.0,0.0,20.9,18,25,0,5004.8,2485.76,0.4966751918158568,0.0,0.7068965517241379,1.9617224880382778,39.51219512195122,0.0,replenish_now,立即补货,True,20260903
余-手办模玩,余,手办模玩,699.0,433.38,57,48,90,31,21669.0,873.75,20795.25,13434.78,9.0,3495.0,42.78888888888889,32,0,0,17300.25,3865.4699999999993,0.2234343434343434,0.2903225806451613,0.543859649122807,0.7244871461957932,92.90322580645162,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903
余-装饰摆件,余,装饰摆件,89.0,37.38,27,19,25,34,3026.0,93.45,2932.55,1270.92,5.0,356.0,21.07777777777778,19,24,0,2576.55,1305.63,0.5067357512953368,0.14705882352941177,0.6666666666666666,1.6130732735898785,50.294117647058826,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903
余-日用生活,余,日用生活,99.0,45.54,29,21,30,52,5148.0,158.4,4989.599999999999,2368.08,3.0,198.0,16.57777777777778,27,48,1,4791.599999999999,2423.5199999999995,0.5057851239669421,0.057692307692307696,0.6753246753246753,3.136729222520107,46.73076923076923,0.018867924528301886,healthy,维持现有补货节奏,True,20260903
酒神-亚克力制品,酒神,亚克力制品,48.0,16.8,25,17,18,31,1488.0,48.0,1440.0,520.8000000000001,1.0,48.0,25.133333333333333,18,24,0,1392.0,871.1999999999999,0.6258620689655172,0.03225806451612903,0.6326530612244898,1.2334217506631302,52.25806451612903,0.0,healthy,维持现有补货节奏,True,20260903
酒神-通行证,酒神,通行证,39.0,12.48,22,14,14,24,936.0,39.0,897.0,299.52,0.0,0.0,25.133333333333333,24,24,0,897.0,597.48,0.6660869565217391,0.0,0.5217391304347826,0.9549071618037135,90.0,0.0,healthy,维持现有补货节奏,True,20260903
酒神-吧唧（徽章）,酒神,吧唧（徽章）,18.0,5.4,21,13,12,44,792.0,21.6,770.4,237.60000000000002,1.0,18.0,21.366666666666667,26,48,0,752.4,514.8,0.6842105263157894,0.022727272727272728,0.6376811594202898,2.059282371294852,53.18181818181819,0.0,healthy,维持现有补货节奏,True,20260903
酒神-毛绒玩偶,酒神,毛绒玩偶,128.0,61.44,33,25,40,26,3328.0,121.6,3206.4,1597.44,1.0,128.0,26.966666666666665,34,26,0,3078.4,1480.96,0.48108108108108105,0.038461538461538464,0.4406779661016949,0.9641532756489494,117.69230769230771,0.0,healthy,维持现有补货节奏,True,20260903
酒神-手办模玩,酒神,手办模玩,699.0,433.38,56,47,90,35,24465.0,908.7,23556.3,15168.3,3.0,2097.0,36.044444444444444,23,0,0,21459.3,6291.0,0.2931596091205212,0.08571428571428572,0.625,0.971023427866831,59.14285714285714,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903
酒神-装饰摆件,酒神,装饰摆件,89.0,37.38,27,19,25,35,3115.0,142.4,2972.6,1308.3000000000002,3.0,178.0,21.244444444444444,19,24,0,2794.6,1486.2999999999997,0.5318471337579617,0.08571428571428572,0.6862745098039216,1.6474895397489542,48.857142857142854,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903
酒神-日用生活,酒神,日用生活,99.0,45.54,29,21,30,39,3861.0,118.8,3742.2,1776.06,2.0,99.0,17.988888888888887,17,24,0,3643.2,1867.1399999999999,0.5125,0.05128205128205128,0.7358490566037735,2.168004941321804,39.230769230769226,0.0,healthy,维持现有补货节奏,True,20260903
斩业星熊-亚克力制品,斩业星熊,亚克力制品,48.0,16.8,24,16,18,35,1680.0,45.6,1634.4,588.0,0.0,0.0,20.0,13,24,0,1634.4,1046.4,0.6402349486049926,0.0,0.7291666666666666,1.75,33.42857142857143,0.0,healthy,维持现有补货节奏,True,20260903
斩业星熊-通行证,斩业星熊,通行证,39.0,12.48,22,14,14,37,1443.0,42.9,1400.1,461.76,3.0,117.0,20.211111111111112,36,48,0,1283.1,821.3399999999999,0.6401215805471124,0.08108108108108109,0.5285714285714286,1.8306761957119293,87.56756756756756,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903
斩业星熊-吧唧（徽章）,斩业星熊,吧唧（徽章）,18.0,5.4,21,13,12,34,612.0,24.3,587.7,183.60000000000002,1.0,18.0,19.322222222222223,12,24,0,569.7,386.1,0.6777251184834123,0.029411764705882353,0.7555555555555555,1.75963197239793,31.764705882352942,0.0,healthy,维持现有补货节奏,True,20260903
斩业星熊-毛绒玩偶,斩业星熊,毛绒玩偶,128.0,61.44,33,25,40,27,3456.0,115.2,3340.8,1658.8799999999999,0.0,0.0,24.755555555555556,31,25,0,3340.8,1681.9200000000003,0.5034482758620691,0.0,0.46551724137931033,1.0906642728904845,103.33333333333334,0.0,healthy,维持现有补货节奏,True,20260903
斩业星熊-手办模玩,斩业星熊,手办模玩,699.0,433.38,56,47,90,40,27960.0,1293.15,26666.85,17335.2,4.0,2796.0,38.58888888888889,20,0,0,23870.85,6535.649999999998,0.2737920937042459,0.1,0.7142857142857143,1.0365678088108266,45.0,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903
斩业星熊-装饰摆件,斩业星熊,装饰摆件,89.0,37.38,27,19,25,48,4272.0,133.5,4138.5,1794.2400000000002,3.0,267.0,16.0,30,48,1,3871.5,2077.2599999999998,0.536551724137931,0.0625,0.64,3.0,56.25,0.02040816326530612,stockout_risk,提高安全库存并缩短补货周期,True,20260903
斩业星熊-日用生活,斩业星熊,日用生活,99.0,45.54,29,21,30,45,4455.0,143.55,4311.45,2049.3,2.0,99.0,16.22222222222222,35,48,0,4212.45,2163.1499999999996,0.5135135135135135,0.044444444444444446,0.5844155844155844,2.7739726027397262,70.0,0.0,healthy,维持现有补货节奏,True,20260903
