sku_id,operator,category,purchase_lead_time_days,unit_cost,trailing_requested_units,average_daily_demand_28d,daily_demand_std_28d,available_stock,closing_stock,locked_stock,open_po_units,calculated_safety_stock,calculated_reorder_point,target_stock,suggested_po_quantity,inventory_position,replenishment_priority,suggested_purchase_amount,is_simulated
贝洛内-亚克力制品,贝洛内,亚克力制品,18,16.8,17,0.6071428571428571,0.7859547491585427,17,17,0,24.0,6.0,17.0,26.0,0,41.0,P2-暂不补货,0.0,True
贝洛内-通行证,贝洛内,通行证,14,12.48,11,0.39285714285714285,0.7859547491585427,36,36,0,0.0,5.0,11.0,16.0,0,36.0,P2-暂不补货,0.0,True
贝洛内-吧唧（徽章）,贝洛内,吧唧（徽章）,12,5.4,11,0.39285714285714285,0.8751417118804337,30,30,0,0.0,6.0,11.0,17.0,0,30.0,P2-暂不补货,0.0,True
贝洛内-毛绒玩偶,贝洛内,毛绒玩偶,40,61.44,16,0.5714285714285714,0.8357108940373451,20,20,0,25.0,9.0,32.0,40.0,0,45.0,P2-暂不补货,0.0,True
贝洛内-手办模玩,贝洛内,手办模玩,90,433.38,14,0.5,0.8388704928078612,20,20,0,48.0,14.0,59.0,66.0,0,68.0,P2-暂不补货,0.0,True
贝洛内-装饰摆件,贝洛内,装饰摆件,25,37.38,9,0.32142857142857145,0.6696362433535825,22,22,0,0.0,6.0,15.0,19.0,0,22.0,P2-暂不补货,0.0,True
贝洛内-日用生活,贝洛内,日用生活,30,45.54,12,0.42857142857142855,0.7901510136288026,16,16,0,24.0,8.0,21.0,27.0,0,40.0,P2-暂不补货,0.0,True
司霆惊蛰-通行证,司霆惊蛰,通行证,14,12.48,6,0.21428571428571427,0.41785544701867244,22,22,0,0.0,3.0,6.0,9.0,0,22.0,P2-暂不补货,0.0,True
司霆惊蛰-吧唧（徽章）,司霆惊蛰,吧唧（徽章）,12,5.4,11,0.39285714285714285,0.49734746139343805,28,28,0,0.0,3.0,8.0,14.0,0,28.0,P2-暂不补货,0.0,True
司霆惊蛰-手办模玩,司霆惊蛰,手办模玩,90,433.38,7,0.25,0.5181877251716007,22,22,0,48.0,9.0,32.0,35.0,0,70.0,P2-暂不补货,0.0,True
司霆惊蛰-装饰摆件,司霆惊蛰,装饰摆件,25,37.38,14,0.5,1.0,9,9,0,24.0,9.0,22.0,29.0,0,33.0,P2-暂不补货,0.0,True
司霆惊蛰-日用生活,司霆惊蛰,日用生活,30,45.54,11,0.39285714285714285,0.7373267889143819,34,34,0,0.0,7.0,19.0,25.0,0,34.0,P2-暂不补货,0.0,True
余-亚克力制品,余,亚克力制品,18,16.8,7,0.25,0.5853140973807078,35,35,0,0.0,5.0,10.0,13.0,0,35.0,P2-暂不补货,0.0,True
余-通行证,余,通行证,14,12.48,4,0.14285714285714285,0.4483951394230328,20,20,0,0.0,3.0,5.0,7.0,0,20.0,P2-暂不补货,0.0,True
余-吧唧（徽章）,余,吧唧（徽章）,12,5.4,8,0.2857142857142857,0.5998236072282916,34,34,0,0.0,4.0,8.0,12.0,0,34.0,P2-暂不补货,0.0,True
余-毛绒玩偶,余,毛绒玩偶,40,61.44,13,0.4642857142857143,0.6372477195601849,18,18,0,25.0,7.0,26.0,33.0,0,43.0,P2-暂不补货,0.0,True
余-手办模玩,余,手办模玩,90,433.38,7,0.25,0.5181877251716008,32,32,0,48.0,9.0,32.0,35.0,0,80.0,P2-暂不补货,0.0,True
余-装饰摆件,余,装饰摆件,25,37.38,8,0.2857142857142857,0.6586823467062358,19,19,0,24.0,6.0,14.0,18.0,0,43.0,P2-暂不补货,0.0,True
酒神-通行证,酒神,通行证,14,12.48,3,0.10714285714285714,0.314970394174356,24,24,0,0.0,2.0,4.0,5.0,0,24.0,P2-暂不补货,0.0,True
酒神-吧唧（徽章）,酒神,吧唧（徽章）,12,5.4,11,0.39285714285714285,0.8751417118804337,26,26,0,0.0,6.0,11.0,17.0,0,26.0,P2-暂不补货,0.0,True
酒神-毛绒玩偶,酒神,毛绒玩偶,40,61.44,5,0.17857142857142858,0.3900210277874798,34,34,0,0.0,5.0,13.0,15.0,0,34.0,P2-暂不补货,0.0,True
酒神-手办模玩,酒神,手办模玩,90,433.38,9,0.32142857142857145,0.6118321864193026,23,23,0,48.0,10.0,39.0,44.0,0,71.0,P2-暂不补货,0.0,True
酒神-装饰摆件,酒神,装饰摆件,25,37.38,6,0.21428571428571427,0.4986754943620637,19,19,0,24.0,5.0,11.0,14.0,0,43.0,P2-暂不补货,0.0,True
酒神-日用生活,酒神,日用生活,30,45.54,7,0.25,0.5853140973807078,17,17,0,24.0,6.0,14.0,17.0,0,41.0,P2-暂不补货,0.0,True
斩业星熊-亚克力制品,斩业星熊,亚克力制品,18,16.8,14,0.5,0.7934920476158722,13,13,0,24.0,6.0,15.0,22.0,0,37.0,P2-暂不补货,0.0,True
斩业星熊-通行证,斩业星熊,通行证,14,12.48,7,0.25,0.5181877251716008,36,36,0,0.0,4.0,8.0,11.0,0,36.0,P2-暂不补货,0.0,True
斩业星熊-吧唧（徽章）,斩业星熊,吧唧（徽章）,12,5.4,9,0.32142857142857145,0.5479640045336466,12,12,0,24.0,4.0,8.0,13.0,0,36.0,P2-暂不补货,0.0,True
斩业星熊-毛绒玩偶,斩业星熊,毛绒玩偶,40,61.44,5,0.17857142857142858,0.4755948656056709,31,31,0,0.0,5.0,13.0,15.0,0,31.0,P2-暂不补货,0.0,True
斩业星熊-手办模玩,斩业星熊,手办模玩,90,433.38,12,0.42857142857142855,0.7901510136288027,20,20,0,47.0,13.0,52.0,58.0,0,67.0,P2-暂不补货,0.0,True
斩业星熊-装饰摆件,斩业星熊,装饰摆件,25,37.38,9,0.32142857142857145,0.6118321864193027,30,30,0,0.0,6.0,15.0,19.0,0,30.0,P2-暂不补货,0.0,True
斩业星熊-日用生活,斩业星熊,日用生活,30,45.54,9,0.32142857142857145,0.6696362433535826,35,35,0,0.0,7.0,17.0,22.0,0,35.0,P2-暂不补货,0.0,True
怒潮凛冬-亚克力制品,怒潮凛冬,亚克力制品,18,16.8,9,0.32142857142857145,0.6696362433535826,35,35,0,0.0,5.0,11.0,16.0,0,35.0,P2-暂不补货,0.0,True
怒潮凛冬-通行证,怒潮凛冬,通行证,14,12.48,10,0.35714285714285715,0.67846699279881,25,25,0,0.0,5.0,10.0,15.0,0,25.0,P2-暂不补货,0.0,True
怒潮凛冬-吧唧（徽章）,怒潮凛冬,吧唧（徽章）,12,5.4,7,0.25,0.4409585518440984,34,34,0,0.0,3.0,6.0,10.0,0,34.0,P2-暂不补货,0.0,True
怒潮凛冬-毛绒玩偶,怒潮凛冬,毛绒玩偶,40,61.44,10,0.35714285714285715,0.6214848238238696,24,24,0,24.0,7.0,22.0,27.0,0,48.0,P2-暂不补货,0.0,True
怒潮凛冬-手办模玩,怒潮凛冬,手办模玩,90,433.38,7,0.25,0.6454972243679028,18,18,0,44.0,11.0,34.0,37.0,0,62.0,P2-暂不补货,0.0,True
怒潮凛冬-装饰摆件,怒潮凛冬,装饰摆件,25,37.38,8,0.2857142857142857,0.5345224838248488,20,20,0,0.0,5.0,13.0,17.0,0,20.0,P2-暂不补货,0.0,True
怒潮凛冬-日用生活,怒潮凛冬,日用生活,30,45.54,9,0.32142857142857145,0.5479640045336466,19,19,0,24.0,5.0,15.0,20.0,0,43.0,P2-暂不补货,0.0,True
塑心-亚克力制品,塑心,亚克力制品,18,16.8,14,0.5,0.7453559924999299,27,27,0,0.0,6.0,15.0,22.0,0,27.0,P2-暂不补货,0.0,True
塑心-通行证,塑心,通行证,14,12.48,8,0.2857142857142857,0.5998236072282916,19,19,0,0.0,4.0,8.0,12.0,0,19.0,P2-暂不补货,0.0,True
塑心-吧唧（徽章）,塑心,吧唧（徽章）,12,5.4,13,0.4642857142857143,0.9222413461394477,11,11,0,24.0,6.0,12.0,19.0,0,35.0,P2-暂不补货,0.0,True
塑心-毛绒玩偶,塑心,毛绒玩偶,40,61.44,9,0.32142857142857145,0.7228324650199193,18,18,0,25.0,8.0,21.0,26.0,0,43.0,P2-暂不补货,0.0,True
塑心-手办模玩,塑心,手办模玩,90,433.38,7,0.25,0.44095855184409843,24,24,0,44.0,7.0,30.0,33.0,0,68.0,P2-暂不补货,0.0,True
塑心-日用生活,塑心,日用生活,30,45.54,6,0.21428571428571427,0.41785544701867244,20,20,0,24.0,4.0,11.0,14.0,0,44.0,P2-暂不补货,0.0,True
佩佩-通行证,佩佩,通行证,14,12.48,7,0.25,0.5181877251716008,21,21,0,0.0,4.0,8.0,11.0,0,21.0,P2-暂不补货,0.0,True
佩佩-吧唧（徽章）,佩佩,吧唧（徽章）,12,5.4,7,0.25,0.5181877251716008,15,15,0,0.0,3.0,6.0,10.0,0,15.0,P2-暂不补货,0.0,True
佩佩-毛绒玩偶,佩佩,毛绒玩偶,40,61.44,10,0.35714285714285715,0.6214848238238697,28,28,0,0.0,7.0,22.0,27.0,0,28.0,P2-暂不补货,0.0,True
佩佩-装饰摆件,佩佩,装饰摆件,25,37.38,9,0.32142857142857145,0.6696362433535825,15,15,0,24.0,6.0,15.0,19.0,0,39.0,P2-暂不补货,0.0,True
佩佩-日用生活,佩佩,日用生活,30,45.54,15,0.5357142857142857,0.8811668550592598,15,15,0,24.0,8.0,25.0,32.0,0,39.0,P2-暂不补货,0.0,True
娜斯提-亚克力制品,娜斯提,亚克力制品,18,16.8,9,0.32142857142857145,0.5479640045336466,14,14,0,24.0,4.0,10.0,15.0,0,38.0,P2-暂不补货,0.0,True
娜斯提-通行证,娜斯提,通行证,14,12.48,10,0.35714285714285715,0.6214848238238695,20,20,0,0.0,4.0,9.0,14.0,0,20.0,P2-暂不补货,0.0,True
娜斯提-吧唧（徽章）,娜斯提,吧唧（徽章）,12,5.4,11,0.39285714285714285,0.8751417118804337,27,27,0,0.0,6.0,11.0,17.0,0,27.0,P2-暂不补货,0.0,True
娜斯提-毛绒玩偶,娜斯提,毛绒玩偶,40,61.44,3,0.10714285714285714,0.31497039417435607,37,37,0,0.0,4.0,9.0,10.0,0,37.0,P2-暂不补货,0.0,True
娜斯提-手办模玩,娜斯提,手办模玩,90,433.38,8,0.2857142857142857,0.7126966450997985,16,16,0,46.0,12.0,38.0,42.0,0,62.0,P2-暂不补货,0.0,True
娜斯提-装饰摆件,娜斯提,装饰摆件,25,37.38,8,0.2857142857142857,0.4600437062282361,36,36,0,0.0,4.0,12.0,16.0,0,36.0,P2-暂不补货,0.0,True
娜斯提-日用生活,娜斯提,日用生活,30,45.54,5,0.17857142857142858,0.4755948656056709,26,26,0,0.0,5.0,11.0,13.0,0,26.0,P2-暂不补货,0.0,True
谬因-亚克力制品,谬因,亚克力制品,18,16.8,9,0.32142857142857145,0.5479640045336466,15,15,0,24.0,4.0,10.0,15.0,0,39.0,P2-暂不补货,0.0,True
谬因-通行证,谬因,通行证,14,12.48,6,0.21428571428571427,0.4986754943620637,24,24,0,0.0,4.0,7.0,10.0,0,24.0,P2-暂不补货,0.0,True
谬因-吧唧（徽章）,谬因,吧唧（徽章）,12,5.4,8,0.2857142857142857,0.5345224838248488,33,33,0,0.0,4.0,8.0,12.0,0,33.0,P2-暂不补货,0.0,True
谬因-毛绒玩偶,谬因,毛绒玩偶,40,61.44,12,0.42857142857142855,0.6900655593423541,19,19,0,24.0,8.0,26.0,32.0,0,43.0,P2-暂不补货,0.0,True
谬因-手办模玩,谬因,手办模玩,90,433.38,3,0.10714285714285714,0.314970394174356,22,22,0,43.0,5.0,15.0,17.0,0,65.0,P2-暂不补货,0.0,True
谬因-装饰摆件,谬因,装饰摆件,25,37.38,14,0.5,0.8388704928078611,16,16,0,24.0,7.0,20.0,27.0,0,40.0,P2-暂不补货,0.0,True
谬因-日用生活,谬因,日用生活,30,45.54,14,0.5,0.8388704928078612,19,19,0,24.0,8.0,23.0,30.0,0,43.0,P2-暂不补货,0.0,True
缇缇-亚克力制品,缇缇,亚克力制品,18,16.8,11,0.39285714285714285,0.6288900106557946,10,10,0,24.0,5.0,13.0,18.0,0,34.0,P2-暂不补货,0.0,True
缇缇-通行证,缇缇,通行证,14,12.48,5,0.17857142857142858,0.3900210277874798,25,25,0,0.0,3.0,6.0,8.0,0,25.0,P2-暂不补货,0.0,True
缇缇-吧唧（徽章）,缇缇,吧唧（徽章）,12,5.4,5,0.17857142857142858,0.3900210277874798,26,26,0,0.0,3.0,6.0,8.0,0,26.0,P2-暂不补货,0.0,True
缇缇-毛绒玩偶,缇缇,毛绒玩偶,40,61.44,11,0.39285714285714285,0.6288900106557946,13,13,0,24.0,7.0,23.0,29.0,0,37.0,P2-暂不补货,0.0,True
缇缇-装饰摆件,缇缇,装饰摆件,25,37.38,8,0.2857142857142857,0.7126966450997985,21,21,0,0.0,6.0,14.0,18.0,0,21.0,P2-暂不补货,0.0,True
缇缇-日用生活,缇缇,日用生活,30,45.54,9,0.32142857142857145,0.5479640045336467,13,13,0,24.0,5.0,15.0,20.0,0,37.0,P2-暂不补货,0.0,True
