bvid,title,description,owner_mid,owner_name,published_at,view,like,coin,favorite,share,reply,danmaku,source_url,source_type,metric_precision,collected_at,content_type,is_simulated
BV1znfZYDE8n,《明日方舟》危机合约第3赛季「净罪作战」宣传PV,罪恶与仇恨终会崩解为晶尘，然后随风消散。,161775300,明日方舟,2025-01-31T03:00:00+00:00,2085136,116134,33007,18845,38050,18933,14400,https://www.bilibili.com/video/BV1znfZYDE8n,official_public_aggregate,exact_api,2026-09-11T22:17:31+00:00,gameplay_system,False
BV1r7fZYXEtP,《明日方舟》EP - 此时圆,"1 月 29 日 此时圆 正式上架塞壬唱片官网，QQ音乐及网易云音乐等平台

塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/880316

【专辑介绍】
人间万事多如意，岁岁常如此时圆。

【歌曲列表】
此时圆",161775300,明日方舟,2025-01-29T03:00:00+00:00,850160,74081,16790,16607,4147,4748,6295,https://www.bilibili.com/video/BV1r7fZYXEtP,official_public_aggregate,exact_api,2026-09-11T22:17:42+00:00,music_ep,False
BV1tDftYUE1S,《明日方舟》EP - 滋味常,"1 月 22 日 滋味常 正式上架塞壬唱片官网，QQ音乐及网易云音乐等平台
塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/461134

【专辑介绍】
酸甜苦辣皆成景，滋味无边却蕴情。

【歌曲列表】
滋味常",161775300,明日方舟,2025-01-22T02:58:27+00:00,1239781,46913,11804,11491,13259,14258,7606,https://www.bilibili.com/video/BV1tDftYUE1S,official_public_aggregate,exact_api,2026-09-11T22:18:37+00:00,music_ep,False
BV1jDw1eWEZX,《明日方舟》限定干员「余」前瞻PV,"《明日方舟》限定干员「余」前瞻PV

这人世苦啊，数不尽的天灾人祸，逃不过的生老病死。
可是这人世也美啊，永远有薪火相传，永远是生生不息。",161775300,明日方舟,2025-01-20T02:03:47+00:00,1044491,76561,23671,14741,8893,5345,12781,https://www.bilibili.com/video/BV1jDw1eWEZX,official_public_aggregate,exact_api,2026-09-11T22:17:39+00:00,operator_pv,False
BV1YxwKeTE4t,《明日方舟》2025新春前瞻特辑视频,"《明日方舟》2025新春前瞻特辑现已结束，感谢大家的支持。本次新春前瞻特辑视频现已上传。

————————————
更多活动详情内容详见游戏内公告及官方账号。",161775300,明日方舟,2025-01-18T12:35:00+00:00,1097814,58743,16410,8138,5043,6101,15121,https://www.bilibili.com/video/BV1YxwKeTE4t,official_public_aggregate,exact_api,2026-09-11T22:17:59+00:00,other_official,False
BV1FZcoesEM9,《明日方舟》「灶暖味常」特别公益PV,"《明日方舟》「灶暖味常」特别公益PV

余暖常存，滋味百家。
鹰角网络谨代表全体明日方舟玩家，向四川省自贡市荣县四所乡村学校314名学生提供全年午餐供应，关注留守儿童的健康与成长。
特别鸣谢：﻿@中国社会福利基金会   ﻿@免费午餐公益项目",161775300,明日方舟,2025-01-18T12:25:00+00:00,790160,122858,75716,16975,5661,4151,6621,https://www.bilibili.com/video/BV1FZcoesEM9,official_public_aggregate,exact_api,2026-09-11T22:17:49+00:00,animation_brand,False
BV1fVcRe1EXu,《明日方舟》× 支付宝「新春瑞途，绿色出行」合作宣传PV,"《明日方舟》× 支付宝「新春瑞途，绿色出行」合作宣传PV

新岁初始，低碳相伴每一步。
明日方舟携手@支付宝Alipay  ，与博士同行绿色环保之路。",161775300,明日方舟,2025-01-18T12:15:00+00:00,413760,34807,4756,3809,3156,1307,1730,https://www.bilibili.com/video/BV1fVcRe1EXu,official_public_aggregate,exact_api,2026-09-11T22:18:14+00:00,other_pv,False
BV1KowAeJEei,《明日方舟》SideStory「相见欢」活动宣传PV,"《明日方舟》SideStory「相见欢」活动即将开启

无论操心的是家长里短，还是经国大业，上了饭桌都不过是一双筷子的事。
人活着，哪有不好好吃饭的道理？饭点到了，快洗洗手去，准备开饭——

————————————
更多活动详情内容详见游戏内公告及官方账号。",161775300,明日方舟,2025-01-18T11:50:00+00:00,2096986,72719,27522,13589,12139,7591,15483,https://www.bilibili.com/video/BV1KowAeJEei,official_public_aggregate,exact_api,2026-09-11T22:18:17+00:00,event_pv,False
BV1k1cRe9EZp,《明日方舟》SideStory「相见欢」活动先导PV,"《明日方舟》SideStory「相见欢」活动先导PV

是谁说的“君子远庖厨”？
“这厨房里的事，明明就是世上最大的事。”",161775300,明日方舟,2025-01-18T11:40:00+00:00,976249,61734,20118,13468,10214,5509,6091,https://www.bilibili.com/video/BV1k1cRe9EZp,official_public_aggregate,exact_api,2026-09-11T22:17:54+00:00,event_pv,False
BV1s8cxeGEHs,主线动画《明日方舟：焰烬曙明》先导PV2,"在那个尽头，我会静待她的到来。
主线动画《明日方舟：焰烬曙明》预计将于2025年上线！",161775300,明日方舟,2025-01-11T08:40:00+00:00,698919,63446,11237,6228,9866,4053,4651,https://www.bilibili.com/video/BV1s8cxeGEHs,official_public_aggregate,exact_api,2026-09-02T18:54:34.365314+08:00,,
BV1xwrHYjEum,《明日方舟》集成战略「萨卡兹的无终奇语」内容拓展·二 宣传PV,"《明日方舟》集成战略「萨卡兹的无终奇语」内容拓展·二 宣传PV

“我们失去了很多才走到今天。”
“有时候我会问自己，这一切真的值得么....？”",161775300,明日方舟,2025-01-04T03:00:00+00:00,2179444,113408,29431,17801,29896,9232,6687,https://www.bilibili.com/video/BV1xwrHYjEum,official_public_aggregate,exact_api,2026-09-11T22:18:05+00:00,gameplay_system,False
BV1VGk9YXE67,《明日方舟》EP - Tranquil Snow,"12 月 24 日 Tranquil Snow 正式上架塞壬唱片官网，网易云音乐及QQ音乐等平台

塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/306899

【专辑介绍】
目光沉于雪山的苍茫，
听银铃余音点缀落雪，见无垠白原映照茜色。
回望来时路，纵使歧路交错，起点仍归于同一山麓。

【歌曲列表】
Tranquil Snow",161775300,明日方舟,2024-12-24T09:00:00+00:00,719382,74412,18848,17246,7278,4339,5032,https://www.bilibili.com/video/BV1VGk9YXE67,official_public_aggregate,exact_api,2026-09-11T22:18:37+00:00,music_ep,False
BV1dFCGYCEvN,「时光的赠礼」特别纪念PV,爱与愿相织，星辉缀梦，落入时光。,161775300,明日方舟,2024-12-23T12:25:00+00:00,2433793,280856,196358,77810,25887,14715,54779,https://www.bilibili.com/video/BV1dFCGYCEvN,official_public_aggregate,exact_api,2026-09-11T22:17:30+00:00,other_pv,False
BV13RC5YyEuA,「特别的一天」纪念录像,"“从前也好，之后也好，我们都还会如此。”
阿米娅，生日快乐。",161775300,明日方舟,2024-12-23T12:25:00+00:00,1859325,259013,193290,79887,22294,14892,115729,https://www.bilibili.com/video/BV13RC5YyEuA,official_public_aggregate,exact_api,2026-09-11T22:17:32+00:00,other_official,False
BV1zUkvYLEAn,《明日方舟》EP - WE,"12 月 22 日 WE 正式上架塞壬唱片官网，网易云音乐及QQ音乐等平台
塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/232240

【专辑介绍】
塞壬唱片-MSR全新音乐系列《人物》，二期呈现。
往昔熔铸理想，残阳存续辉光。
小小航灯照耀，未来花海盛放。

【歌曲列表】
WE",161775300,明日方舟,2024-12-22T06:00:00+00:00,1575612,129283,53487,43697,16739,5701,14992,https://www.bilibili.com/video/BV1zUkvYLEAn,official_public_aggregate,exact_api,2026-09-11T22:18:47+00:00,music_ep,False
BV1khiZYeEDn,《明日方舟》× 中国电影资料馆「留影烁今」合作宣传PV,"《明日方舟》× 中国电影资料馆「留影烁今」合作宣传PV
拂尘经典，辉映长存。
明日方舟携手中国电影资料馆，邀您修复旧时光，重烁时代光影。",161775300,明日方舟,2024-12-06T03:00:00+00:00,1908224,102784,29381,17277,37299,11435,10062,https://www.bilibili.com/video/BV1khiZYeEDn,official_public_aggregate,exact_api,2026-09-11T22:17:49+00:00,other_pv,False
BV1XFiQYhEEr,《明日方舟》EP - Sailing For,"12月05日 Sailing For 正式上架塞壬唱片官网，QQ音乐及网易云音乐等平台
塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/880317

【专辑介绍】
我常自问前路，我竟为何而航。
当我把海给呼唤，当我们乘风破浪，
当伊比利亚不再只是故乡，
我便不再疑问，我要航向何方。

【歌曲列表】
Sailing For",161775300,明日方舟,2024-12-05T03:00:00+00:00,891423,63372,23367,20671,7043,5612,4384,https://www.bilibili.com/video/BV1XFiQYhEEr,official_public_aggregate,exact_api,2026-09-11T22:18:37+00:00,music_ep,False
BV1EbzLY2EbG,《明日方舟》SideStory「出苍白海」活动宣传PV,"《明日方舟》SideStory「出苍白海」活动宣传PV

“起航，起航！
“脑袋从酒桶里抽出来，屁股从吊床上拔起来！
“收起锚，升起帆！
“我们走出苍白的海，我们奔向湛蓝的海！”",161775300,明日方舟,2024-11-30T03:00:00+00:00,3146741,138420,46987,20671,54302,17088,32005,https://www.bilibili.com/video/BV1EbzLY2EbG,official_public_aggregate,exact_api,2026-09-02T18:57:37.585855+08:00,,
BV1WjmyYoE7d,《明日方舟》[卫戍协议] 宣传PV,,161775300,明日方舟,2024-11-11T03:01:44+00:00,1299350,76381,11268,7977,15781,17994,5751,https://www.bilibili.com/video/BV1WjmyYoE7d,official_public_aggregate,exact_api,2026-09-11T22:18:25+00:00,other_pv,False
BV11tSkYtEEJ,《明日方舟》EP - Figure It Out,"11月03日 Figure It Out 正式上架塞壬唱片官网，QQ音乐及网易云音乐等平台
塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/048784

【专辑介绍】
苦恨生发的宽恕，穿透命运的盲目。
行走于无尽长路，我们不过只曾迷途。

【歌曲列表】
Figure It Out",161775300,明日方舟,2024-11-03T03:00:00+00:00,644899,45748,11779,12988,2038,25171,12176,https://www.bilibili.com/video/BV11tSkYtEEJ,official_public_aggregate,exact_api,2026-09-02T18:57:06.422974+08:00,,
BV12dSfYVEac,《明日方舟》EP - Bloodstained Oath,"11月02日 Bloodstained Oath 正式上架塞壬唱片官网，QQ音乐及网易云音乐等平台
塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/514529

【专辑介绍】
刀锋浸透猩红，精准如滴答挂钟。
沉默应答，体面落幕，是她赠予的终别礼物。

【歌曲列表】
Bloodstained Oath",161775300,明日方舟,2024-11-02T03:00:00+00:00,570299,46205,11483,12695,1676,2093,1123,https://www.bilibili.com/video/BV12dSfYVEac,official_public_aggregate,exact_api,2026-09-11T22:18:43+00:00,music_ep,False
BV1vUS9YCET7,《明日方舟》EP - Unmask,"11月01日 Unmask 正式上架塞壬唱片官网，QQ音乐及网易云音乐等平台
塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/232242  

【专辑介绍】
夹起尾巴逃窜，亦或露出獠牙？
看那理性的疯狂，别有一番精彩。
撕碎遮掩懦弱的假面，颠覆书写好的表演！
来吧，来吧！嘲弄！破坏！好戏——即将开演。

【歌曲列表】
Unmask",161775300,明日方舟,2024-11-01T02:58:27+00:00,1369603,91010,49335,41336,10457,4958,10561,https://www.bilibili.com/video/BV1vUS9YCET7,official_public_aggregate,exact_api,2026-09-11T22:17:20+00:00,music_ep,False
BV1KPSnYvE1H,《明日方舟》2024「感谢庆典」特别直播节目（附字幕）,再次感谢大家的支持，关于《明日方舟》2024「感谢庆典」更多活动详情详见官网、游戏内公告及官方自媒体账号。,161775300,明日方舟,2024-10-31T08:43:48+00:00,462072,32334,7902,5608,1226,1825,3310,https://www.bilibili.com/video/BV1KPSnYvE1H,official_public_aggregate,exact_api,2026-09-11T22:18:06+00:00,other_official,False
BV1hXS7YNEnf,《明日方舟》2024「感谢庆典」声优祝福,"'-特别感谢-

（以下排名不分先后）

季冠霖 徐晨 曾彤 徐慧
李嘉祥 高山南 田所梓
名塚佳织 福山润 小西克幸

来自各位老师们为本次《明日方舟》2024「感谢庆典」送上的祝福。
非常感谢老师们的祝福与认可！",161775300,明日方舟,2024-10-31T07:01:34+00:00,371860,38002,6424,5851,1541,1898,2289,https://www.bilibili.com/video/BV1hXS7YNEnf,official_public_aggregate,exact_api,2026-09-02T18:57:43.803277+08:00,,
BV1HfSeYNEoZ,《明日方舟》限定干员「荒芜拉普兰德」前瞻PV,这一次，我给你们准备了好玩的问题。告诉我，狼群还在吗？,161775300,明日方舟,2024-10-30T03:00:03+00:00,1208466,85075,31350,19872,9485,4253,14774,https://www.bilibili.com/video/BV1HfSeYNEoZ,official_public_aggregate,exact_api,2026-09-11T22:17:33+00:00,operator_pv,False
BV1iq13YjEMt,一分（多）钟看泰拉,用一包薯片的时间了解一个新知识，关注我的频道，大地的秘密等你来揭开。,161775300,明日方舟,2024-10-28T02:00:00+00:00,978308,68475,11604,12839,3466,1967,1296,https://www.bilibili.com/video/BV1iq13YjEMt,official_public_aggregate,exact_api,2026-09-11T22:18:12+00:00,other_official,False
BV1Lu1bY8EhJ,《明日方舟》特别映像[伊比利亚：炼金与征服],"但那都是过去了。
现在的伊比利亚没人需要出海，炼金术......也只是“贪婪的象征”罢了。",161775300,明日方舟,2024-10-27T03:00:00+00:00,709975,56619,12950,11154,7618,3044,1180,https://www.bilibili.com/video/BV1Lu1bY8EhJ,official_public_aggregate,exact_api,2026-09-02T18:57:04.096719+08:00,,
BV1Ty1tY2E9K,《明日方舟》特别映像[兽主：无形的同行者],「多利，你该管管你的羊崽子！」,161775300,明日方舟,2024-10-27T02:00:00+00:00,606852,47357,7585,7750,3865,2250,849,https://www.bilibili.com/video/BV1Ty1tY2E9K,official_public_aggregate,exact_api,2026-09-02T18:57:04.096719+08:00,,
BV1vN14YWEk1,求索泰拉 INVESTIGATED TERRA,,161775300,明日方舟,2024-10-26T13:30:00+00:00,760608,51952,14264,13516,4341,2746,1890,https://www.bilibili.com/video/BV1vN14YWEk1,official_public_aggregate,exact_api,2026-09-11T22:17:21+00:00,other_official,False
BV1y21xYiE7b,「2025明日方舟音律联觉-熠曲丰碑」金曲评选活动,"音律联觉五周年？值得我亲自站出来。
我，大帝，掌控节奏与旋律的帝王，泰拉音乐的唯一霸主，
将为这次盛会加冕——金曲评选。
三十首经典，千挑万选，只能有五首配得上最后的荣耀！
这至高无上的抉择权，我愿慷慨地赐予你。
凭直觉，选出那首能让整个泰拉为之震颤的节奏！
但别急，真正的巅峰之音，还留在现场引爆！
我相信你的品味，别搞砸了，博士。
——————————————————————————————————————————————
综合多方面因素，塞壬乐评组从塞壬唱片截至2024年4月前所有发行曲目中精心挑选出",161775300,明日方舟,2024-10-26T13:25:00+00:00,475157,36102,5146,3860,1427,3770,337,https://www.bilibili.com/video/BV1y21xYiE7b,official_public_aggregate,exact_api,2026-09-11T22:17:35+00:00,offline_event,False
BV18L14Y2E9T,《U探泰拉》PV,"10月27号12:00，解锁“谢拉格的商单”。
更多内容，欢迎博士们持续关注《明日方舟》官方自媒体账号。",161775300,明日方舟,2024-10-26T13:20:00+00:00,557237,42521,7127,5911,1782,1259,544,https://www.bilibili.com/video/BV18L14Y2E9T,official_public_aggregate,exact_api,2026-09-02T18:57:04.096719+08:00,,
BV1mi1WYvEjr,明日方舟×中国电影资料馆「留影烁今」合作先导预告,"「片头的剪辑还顺利吗？」
「明天要一起看初剪了，没忘记吧小兔子！」
被年导拉来做剪辑的阿米娅，正在努力地把年构想的画面「镌刻」在35mm胶片上
浮光流转，留影烁今，有人曾说电影发明以后，人类的生命至少比以前延长了三倍。明日方舟携手@中国电影资料馆 ，共同保护经典中国电影，在科技助力下重焕光影的魅力。",161775300,明日方舟,2024-10-26T13:10:00+00:00,696862,66348,12118,12472,5061,1830,3821,https://www.bilibili.com/video/BV1mi1WYvEjr,official_public_aggregate,exact_api,2026-09-11T22:18:14+00:00,event_pv,False
BV1Sa1WYuEo4,《明日方舟》2024「感谢庆典」活动宣传PV,"《明日方舟》2024「感谢庆典」活动宣传PV

戴上面具，穿好礼服，藏在街巷的好戏马上就要开演。
来吧，别那么无聊——你们可能是最不“狂欢节”的一群人了！",161775300,明日方舟,2024-10-26T12:15:00+00:00,2794441,102483,50336,25167,21115,7961,27923,https://www.bilibili.com/video/BV1Sa1WYuEo4,official_public_aggregate,exact_api,2026-09-11T22:18:06+00:00,event_pv,False
BV1Nr1WYAEGL,《明日方舟》SideStory「揭幕者们」活动先导PV,"《明日方舟》SideStory「揭幕者们」活动先导PV

别在我耳边念叨什么文明，什么荒野......
我只好奇——他们到底要如何揭开这大幕！",161775300,明日方舟,2024-10-26T12:10:00+00:00,1581488,83573,36010,28376,20131,3941,11744,https://www.bilibili.com/video/BV1Nr1WYAEGL,official_public_aggregate,exact_api,2026-09-11T22:17:33+00:00,event_pv,False
BV1n62AYKEYA,《明日方舟》SideStory「追迹日落以西」概念pv,"维娜·维多利亚，
以议长的名义向你们宣誓......
若旧日的旗帜不再庇护她的子民，
我愿持剑向前。",161775300,明日方舟,2024-10-09T11:31:31+00:00,621848,55152,12533,8674,3067,3032,1469,https://www.bilibili.com/video/BV1n62AYKEYA,official_public_aggregate,exact_api,2026-09-11T22:18:25+00:00,event_pv,False
BV1px4je5E24,《明日方舟》EP - Reforge,"10月09日 Reforge 正式上架塞壬唱片官网，QQ音乐及网易云音乐等平台

塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/953965

【专辑介绍】
旧章终结，余音浸满前路。
剑自不屈中重铸，呼喊撕裂沉寂：
维多利亚，维多利亚。

【歌曲列表】
Reforge",161775300,明日方舟,2024-10-09T03:00:00+00:00,876174,74516,26204,19075,6175,5061,5945,https://www.bilibili.com/video/BV1px4je5E24,official_public_aggregate,exact_api,2026-09-02T18:57:06.422974+08:00,,
BV1YP4jebEST,《明日方舟》干员「维娜·维多利亚」前瞻PV,当传说的余晖散尽，我们自身即是希望的火种。,161775300,明日方舟,2024-10-05T03:00:00+00:00,2099794,147181,61746,27544,47867,9526,10457,https://www.bilibili.com/video/BV1YP4jebEST,official_public_aggregate,exact_api,2026-09-11T22:17:31+00:00,operator_pv,False
BV1A14KeDEmW,《明日方舟》SideStory「追迹日落以西」活动宣传PV,"SideStory「追迹日落以西」限时活动即将开启

绵延千年的古老帝国，连落日余晖都是那样耀眼。
谁在其中瞥见一种终结，谁在其中看见一条道路？

———————————— 
详细活动内容敬请关注《明日方舟》官网及游戏内相关公告。",161775300,明日方舟,2024-10-02T03:03:59+00:00,3404903,163479,59383,23411,74080,17504,21186,https://www.bilibili.com/video/BV1A14KeDEmW,official_public_aggregate,exact_api,2026-09-11T22:18:00+00:00,event_pv,False
BV1ZW421Q7PC,【明日方舟×迷宫饭】SideStory「泰拉饭」活动宣传PV,"【明日方舟×迷宫饭】SideStory「泰拉饭」限时活动即将开启

迷宫里......竟然存在这样的地方？
源石？泰拉？罗德岛？这些都是什么东西啦！
比搞不清楚状况还要可怕的......是营养不足！
“不是吃，就是被吃”的道理在这里也行得通吧？
收拾好刀剑和法杖，也别忘了锅、铲还有调料！
准备好了吗，我们可要开动了！

———————————— 
详细活动内容敬请关注《明日方舟》官网及游戏内相关公告。",161775300,明日方舟,2024-08-28T02:58:54+00:00,3159697,185058,60117,26526,85470,18365,20397,https://www.bilibili.com/video/BV1ZW421Q7PC,official_public_aggregate,exact_api,2026-09-11T22:18:48+00:00,event_pv,False
BV1hn4y1f7Dp,明日方舟x迷宫饭 Sidestory「泰拉饭」先导预告,一切就绪，准备开饭！不过等等……这是什么啊？！,161775300,明日方舟,2024-08-27T06:56:16+00:00,1648110,132301,23124,12236,49916,11678,3788,https://www.bilibili.com/video/BV1hn4y1f7Dp,official_public_aggregate,exact_api,2026-09-02T18:57:28.278486+08:00,,
BV1c4421f7T1,《明日方舟》EP - Nightmare's Descent,"8月2日 Nightmare's Descent 正式上架塞壬唱片官网，网易云音乐及QQ音乐等平台
塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/232244

【专辑介绍】
赤发摇曳，辉映飞沙。
夜幕低垂，听足音清脆，
她正行于自己的选择之上。

【歌曲列表】
Nightmare's Descent",161775300,明日方舟,2024-08-02T03:00:00+00:00,944129,71659,19139,21164,3947,2832,1810,https://www.bilibili.com/video/BV1c4421f7T1,official_public_aggregate,exact_api,2026-09-11T22:18:43+00:00,music_ep,False
BV1Ky411q7QC,《明日方舟》EP - Mystic Light Quest,"8月1日 Mystic Light Quest 正式上架塞壬唱片官网，网易云音乐及QQ音乐等平台
塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/880310

【专辑介绍】
足陷黄沙也无妨，再次迈步，跟随指引未知的太阳。
倾听跨越光阴的回响，回应涌动的古老呼唤。
追寻低语的历史波澜，见奇迹绽放于璀璨。

【歌曲列表】
Mystic Light Quest",161775300,明日方舟,2024-08-01T03:01:55+00:00,10935697,554317,435955,299050,126052,45524,74875,https://www.bilibili.com/video/BV1Ky411q7QC,official_public_aggregate,exact_api,2026-09-11T22:18:48+00:00,music_ep,False
BV134421S7hP,《明日方舟》限定干员「佩佩」前瞻PV,我曾希望与河水一起向前奔涌，为此，我屏住呼吸，只为彻底地潜入河流之中......,161775300,明日方舟,2024-07-30T03:07:48+00:00,1479540,95261,19990,11256,6629,4508,7087,https://www.bilibili.com/video/BV134421S7hP,official_public_aggregate,exact_api,2026-09-02T18:57:32.158721+08:00,,
BV1Df421q7Qp,《明日方舟》2024夏日嘉年华特别通讯视频,"《明日方舟》2024夏日嘉年华特别通讯现已结束，感谢大家的支持。本次特别通讯视频现已上传。

再次感谢大家的支持。关于《明日方舟》2024夏日嘉年华限时活动详情内容详见官网、游戏内公告及官方自媒体账号。",161775300,明日方舟,2024-07-27T12:35:00+00:00,1356330,71902,20977,9323,5868,9220,26981,https://www.bilibili.com/video/BV1Df421q7Qp,official_public_aggregate,exact_api,2026-09-11T22:17:59+00:00,other_official,False
BV1t1421t7Pv,《明日方舟》2024「夏日嘉年华」限时活动宣传PV,"2024「夏日嘉年华」限时活动即将开启

河水啊，如果你流过，
那金色的沙丘，还有那干涸的谷地，
请允许我致以最诚挚的感谢，
感谢你为我们带来生机——
米纳特哈玛仪呵，
辉煌与不朽之地。
我们今日在此举起镶满宝石的酒杯，
敬大地慷慨的馈赠，
也敬亘古河流的情意。

————————————
详细活动内容敬请关注《明日方舟》官网及游戏内相关公告。",161775300,明日方舟,2024-07-27T11:50:00+00:00,2340215,81585,28561,13213,15799,10225,13011,https://www.bilibili.com/video/BV1t1421t7Pv,official_public_aggregate,exact_api,2026-09-11T22:17:59+00:00,event_pv,False
BV1Fy411q79k,《明日方舟》SideStory「太阳甩在身后」活动先导PV,"一座历史悠久的城市，会引来无数学者驻足。
……也迟早会发生一些“非自然事件”。",161775300,明日方舟,2024-07-27T11:45:00+00:00,1411877,84374,27798,19237,14596,3791,4600,https://www.bilibili.com/video/BV1Fy411q79k,official_public_aggregate,exact_api,2026-09-11T22:17:54+00:00,event_pv,False
BV1GM4m117mF,《明日方舟》2024「音律联觉-不觅浪尘」官方录播,2024明日方舟音律联觉-不觅浪尘官方录播已正式上线，本次录播bilibili大会员抢先观看1个月，后续可免费观看。,161775300,明日方舟,2024-07-25T04:00:01+00:00,9442400,141278,81958,59376,25318,8863,38439,https://www.bilibili.com/video/BV1GM4m117mF,official_public_aggregate,exact_api,2026-09-11T22:18:45+00:00,offline_event,False
BV1Em42137YL,2024明日方舟音律联觉-不觅浪尘官方录播即将上线！,"2024明日方舟音律联觉-不觅浪尘官方录播即将上线！

一、2024明日方舟音律联觉-不觅浪尘官方录播7月25日12:00将于bilibili独家上线，本次录播bilibili大会员抢先观看1个月，后续可免费观看。

二、2024明日方舟音律联觉-不觅浪尘原声EP将于2024年7月25日12:00正式上架塞壬唱片官网及QQ音乐。

三、2024明日方舟音律联觉-不觅浪尘 蓝光典藏礼盒即将开启预售，更多详情可关注@明日方舟朝陇山。

四、2024明日方舟音律联觉-不觅浪尘 名片礼包将于7月25日16:00限",161775300,明日方舟,2024-07-24T04:09:36+00:00,482680,35874,5213,1963,4540,2531,460,https://www.bilibili.com/video/BV1Em42137YL,official_public_aggregate,exact_api,2026-09-02T18:57:28.278486+08:00,,
BV1hS421R74X,《明日方舟》集成战略「萨卡兹的无终奇语」宣传PV · 玩法介绍,"《明日方舟》集成战略「萨卡兹的无终奇语」宣传PV · 玩法介绍

深呼吸，放轻松，把想象从理智中解放出来。
让“如果”成真，并不是件难事。

_____________
全新集成战略主题「萨卡兹的无终奇语」，即将开启

主题开启时间：2024年07月16日 16:00
主题官网链接：https://ak.hypergryph.com/is/furnacesidefables

更多「萨卡兹的无终奇语」集成战略主题内容，请持续关注《明日方舟》官方自媒体账号及「萨卡兹的无终奇语」集成战略主题官网。",161775300,明日方舟,2024-07-14T02:57:06+00:00,2101093,126152,47463,18953,34892,11512,27735,https://www.bilibili.com/video/BV1hS421R74X,official_public_aggregate,exact_api,2026-09-11T22:18:05+00:00,gameplay_system,False
BV1xb421n7BH,《明日方舟》EP - Warm and Small Light,"7月9日 Warm and Small Light 正式上架塞壬唱片官网，网易云音乐及QQ音乐等平台
塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/048794

【专辑介绍】
眼眸盛满明亮，轻捧被遗忘的希望。
温暖而细腻的光芒，化开久不退散的阴暗。
夜空清澈，星点绽放，明天定会晴朗。

【歌曲列表】
Warm and Small Light",161775300,明日方舟,2024-07-09T03:39:27+00:00,1005347,76706,22277,21888,6486,3730,2445,https://www.bilibili.com/video/BV1xb421n7BH,official_public_aggregate,exact_api,2026-09-11T22:18:45+00:00,music_ep,False
BV1uZ421u78E,《明日方舟》全新故事「熔炉“还魂”记」活动宣传PV,"故事集「熔炉“还魂”记」即将开启

昨天夜里，魂灵熔炉打了个喷嚏，说明老祖宗们在挂念我们呢。
不过他们不用担心，卡兹戴尔会越来越好的。

———————————— 
详细活动内容敬请关注《明日方舟》官网及游戏内相关公告。",161775300,明日方舟,2024-07-03T03:03:39+00:00,2622124,120570,27593,12953,34887,11199,10571,https://www.bilibili.com/video/BV1uZ421u78E,official_public_aggregate,exact_api,2026-09-02T18:57:10.340949+08:00,,
BV1M4421Q7XF,《明日方舟》× 三丽鸥家族「虹彩茶会」合作宣传PV,"《明日方舟》× 三丽鸥家族「虹彩茶会」合作宣传PV

奇趣茶时，斑斓相耀。

明日方舟携手@Sanrio_三丽鸥 ，邀博士共赴茶会。",161775300,明日方舟,2024-06-13T02:59:02+00:00,1894426,166155,41055,23517,58436,10339,4613,https://www.bilibili.com/video/BV1M4421Q7XF,official_public_aggregate,exact_api,2026-09-11T22:17:25+00:00,other_pv,False
BV1Gy411z7WN,《明日方舟》EP - Chase the Light,"6月8日 Chase the Light 正式上架塞壬唱片官网，网易云音乐及QQ音乐等平台

塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/306803

【专辑介绍】
收起散落回忆，转身奔向下个瞬间。
当未来地图展开，晨光摇曳，花团锦簇。

【歌曲列表】
Chase the Light",161775300,明日方舟,2024-06-08T08:57:33+00:00,1743381,169186,77061,53430,23609,8378,7880,https://www.bilibili.com/video/BV1Gy411z7WN,official_public_aggregate,exact_api,2026-09-11T22:18:41+00:00,music_ep,False
BV151421y7uH,《明日方舟》EP - Vows of the Sea,"6月5日 Vows of the Sea 正式上架塞壬唱片官网，网易云音乐及QQ音乐等平台
塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/779488

【专辑介绍】
海潮低吟编织航标，独行者高歌破浪。
即使曙色难觅，黎明遥不可及。
依然永不止歇，朝着誓言的方向。

【歌曲列表】
Vows of the Sea",161775300,明日方舟,2024-06-05T04:01:46+00:00,2214231,122168,43275,50632,14392,5121,5360,https://www.bilibili.com/video/BV151421y7uH,official_public_aggregate,exact_api,2026-09-11T22:18:47+00:00,music_ep,False
